,review_id,star_rating,review_headline_clean,review_body_clean,compound,neg,neu,pos
601,R31824NSOE06LB,4,wonderful,great microwave easy clean,0.8658,0.0,0.093,0.907
602,RTJBKRG86OEOQ,5,five star,small simple use well make,0.2732,0.0,0.656,0.344
603,R26GRUQ3SQJZJI,5,instal motorhome work like charm,"although add list unit fact brand new thrilled sock instal motorhome work like charm thank you,thank you,thank",0.8625,0.0,0.551,0.449
604,R1A7M9YQAGFXC0,2,two star,like microwave damage receive send back,-0.1779,0.33,0.412,0.258
605,R2715IV60MQSPD,4,four star,nice microwave,0.4215,0.0,0.263,0.737
606,R2O76VGL26BG8L,1,buy fail time less year,love microwave perfect feature aesthetic price.<br br except quit work three separate time take work three time wait service technician unit fail issue begin within first five month continued.<br br problem unit turn motor run turntable turn light heat generate food come temperature go issue time unit stop work properly.<br br frustratingly last call amana point spent repair cost original cost unit interest everyone's time seem reasonable try replace unit tell jason chris supervisor amana's policy repair replace option fourth service call report problem per policy ask chris direct concern policy say customer service.<br br less helpful fairly certain already speak customer service never provide email address physical address alternate phone number express concern policy bad business model.<br br go replace unit samsung one consumer report highly rat machine yes cost little amana become excessively expensive time frustration never,0.0276,0.124,0.745,0.131
607,R3RM4W5PQ61FWQ,5,five star,sound quietly turn one second heat well,0.2732,0.0,0.741,0.259
608,RLFHMXRCG4MAL,5,five star,microwave work well problem,-0.1531,0.397,0.294,0.309
609,R191UTQHZRDB7U,4,happy purchase,work well happy purchase,0.7003,0.0,0.256,0.744
610,RVIN3PS40RVAE,5,five star,perfect need love microwave,0.836,0.0,0.202,0.798
611,R1JK44UXHWOB3S,5,fit perfect limited space,exactly look work great several month perfect limited space microwave box suspend cabinet counter quite nice stainless steel look complement appliance black granite,0.8268,0.127,0.544,0.329
612,R23YM24GPNN5V3,5,five star,great microwave,0.6249,0.0,0.196,0.804
613,R5AX9X99RCCSC,4,almost perfect--just one flaw,little microwave almost perfect i'm kitchen remodel want build microwave which--let's face it--is mostly giant water boil machine get little one use remodel plan use kitchen's remodeled time go increment second minute minute etc wonder would work fine also find however power go increment sometimes use microwave butter need low power microwave offer increment etc would perfect may take one work get different microwave home,0.742,0.029,0.839,0.131
614,RZ1H6HCKTGNR,5,easy install,ship fast pack supreme easy install remodel point use happy use microwave appliance whirlpool look great everything,0.936,0.0,0.476,0.524
615,R3H4LYDEUDKU4J,4,happy replacement cafe series microwave,replace old café series microwave cost within year purchase part ge's replacement ge right thing that):<br br pro's:<br touchpad completely redesign obviously less heat sensitive).<br inside stainless enamel like old one obvious upgrade sure.<br goofy tilt open top bar old unit replace fixed plate top vents.<br shortcut button useful vs old set-up.<br br con's would give star except for):<br control panel redesign include dial easy use con less attractive.<br handle plastic cover metal look coat vs real metal like old unit seem stout ge rep say peeling address year hop best.<br emblem black original red like piece café set easy fix below).<br br talk installers let keep old emblem red emblem hold screw easily remove red emblem cap metal easily separate mount plug knife affixed on-top new/black emblem gentle adhesive...an easy fix damage black emblem stainless fascia,0.9771,0.029,0.756,0.215
616,R3GRZUH0EEFPNU,5,five star,perfect size small kitchen attractive easy operate performs well,0.891,0.0,0.301,0.699
617,R3W41W58K5BISA,5,five star,work great,0.6249,0.0,0.196,0.804
618,R1SAT8I3TVVXX6,5,sharp drawer microwave amazing button open close,sharp drawer microwave amazing button open close drawer love easy system plus..........it look great highly recommend item,0.9571,0.0,0.403,0.597
619,R2XOVDFSKFIZYJ,5,great product great price,think would wait make sure everything work correctly comment microwave perfect fit kitchen work exactly expect surprised dinner plate fit take corner counter sharp look i've many compliment satisfy customer,0.9517,0.0,0.548,0.452
620,R7FA2S2WZXHJZ,5,best microwave far,great microwave replace one come house model since boyfriend burn inside quick quiet love feature easy keep clean unless date boyfriend...then burn one way another keep kitchen,0.9313,0.0,0.623,0.377
621,R3MS6XCTDQ7TK6,1,worthless product/worthless warranty,frigidaire microwave model cfmv former version model instal rv quit work month use week try get replace warranty frigidaire finally find someone replacement model frigidaire refuse pay service fee replacement unit locate,-0.3818,0.107,0.893,0.0
622,R25AEIQOP6BB7P,5,fit dinner plate fine good power stable rotate carousel perfect studio/heating single plate leftover,perfect studio small kitchen fit standard inch ikea dinner plate fine space spare anything much large would probably fit.<br br power wise fine take minute bring mug water boil heat leftover fine clean design stable carousel rotate degree cook one reviewer complain unstable carousel think forget install circular runner provide support periphery carousel glass plate runner tap inside packaging owner manual,0.9246,0.088,0.627,0.285
623,R2SV80B0KFDOOL,1,extended warranty product quality,want clarify buy microwave amazon buy sale home depot hope review serve caution anyone interested whirlpool product buy different brand least buy extended warranty own microwave year month magnetron go manufacturer warranty yr opt buy extend warranty understand modern appliance last forever part may break high usage item handle knobs etc problem part make microwave last one year…on item pay approximately contacted whirlpool offer sell extend warranty advise charge part labor replace home depot try call whirlpool customer service behalf hit brick wall sure moderately price appliance roughly expect product last bit longer month either buy lemon conspiracy get people pay extend warranty,0.6249,0.077,0.785,0.138
624,RNQKFQI93K3T5,5,work great,turntable exactly like one come microwave original cracked son drop find one amazon work fine,0.6369,0.103,0.49,0.407
625,RKFGPOTYPMMAY,5,looks good work well,looks good work well microwave thing vent open top though thing fall that's strange design,0.6124,0.092,0.561,0.347
626,R1KXMZ0AOEDSQ1,1,questionable quality,month pop sound electrical smell die warm food serious cooking great size convenient worth price year half service lose high set month ago care much might want pas model,0.5423,0.191,0.508,0.3
627,R31UVBFDFJUPVM,1,fragile shield inside poor usability extremely rude customer service,wife buy microwave locally story unpack reach inside remove ship cardboard see cardboard side take fingernail lift tore see bunch hole hole top cardboard uh-oh thin cardboard school notebook thin kind silver light look like cardboard open door could take fingernail rip suppose last long call whirlpool customer service rep say send part manager say part nothing break rip fingernail tell would last long anyhow politely ask speak supervisor take minute arrogant mam break look like cardboard rip fingernail nothing can't take back local store say whirlpool take back run microwave die buy another thing whirlpool call attorney general make complaint never buy appliance kitchenaid whirlpool maytag currently refrigerator dishwasher wish would buy amazon least would better chance return get one replacing samsung microwave oven fantastic would say least year old control along top terrific approach make compact usable microwave small horizontal footprint large interior samsung longer make similar design microwave ovens we've able find numeric keypad top commercial version run hop one would acceptable control bottom even bad side usability point view find bend see label button really miss numeric keypad also head high microwave make much sense present control closer eyes big mistake,0.9023,0.076,0.777,0.147
628,R1HUHZ4LPUFCKB,5,love,mine year perfect one even notice use corner space would otherwise use try heat large amount use defroster substitute oven might small however use microwave reheat food cook small amount pop popcorn heating water truly perfect,0.8834,0.0,0.762,0.238
629,R27H2VVVQ05RA3,3,three star,order wrong size return cost much pay order,-0.5423,0.429,0.571,0.0
630,R3KWKUM95ZIOCH,5,five star,great value,0.7579,0.0,0.0,1.0
631,R28JH775JUNIN0,4,seem work fine house get along,"seem work fine house get along rv inverter return big watt units,<br handle stick quite bite",0.2023,0.0,0.893,0.107
632,R1H0L2K5JDURIT,1,feel like make big mistake buying online,feel like make big mistake buying online would find good brand quality big one even less buying local pay ship worth small begin heat less expect,0.5809,0.111,0.66,0.229
633,R17J83RPXLM5QX,3,three star,powerful hop,0.4215,0.0,0.263,0.737
634,R2GRF9L739XZSA,5,work great,issue love product,0.6369,0.0,0.323,0.677
635,R2JZ3WH814K1X1,4,look great problem screw come,instal look great problem screw come mount bracket short go hd purchase longer screws screw perfectly,0.5859,0.291,0.388,0.322
636,R1RE14X0O17W03,5,five star,part picture,0.0,0.0,1.0,0.0
637,R2EBG8Z8BIG2S8,1,damn good clock valid microwave,damn good clock valid microwave magnatron fry like review whirlpool call swirlpool send money drain purchase product,0.4019,0.122,0.633,0.244
638,R1O9JZT0SCK2RM,4,space saver,unique microwave style performance.<br heat high size shape is<br sell fit nicely corner counter.<br use microwave much reheating<br thing perfect basic microwave.<br really like light go bit leave door open,0.8932,0.032,0.656,0.312
639,R25TN3V6W276K4,5,mostly i'm happy fit counter,microwave elegant design engineer able minimize footprint put electronics bottom instead side would prefer green led instead blue mostly i'm happy fit counter cabinet without take much space,0.8519,0.0,0.729,0.271
640,R112TXSCHBN0UK,1,know inlet cover seem like piece cardboard tack,would never buy appliance know inlet cover seem like piece cardboard tack inside microwave i've never see list item description guess read enough product review cover food microwave seem like get dirty damage thing like butter popcorn randomly leak bag pop review generic replacement inlet cover type say may catch fire due food residue hard clean,-0.2732,0.177,0.676,0.147
641,RO50NAC801KAD,5,five star,love far,0.6369,0.0,0.192,0.808
642,R2BX2P6PYNCOAG,1,microwave purchase,microwave purchase unit longer heat food need replace bought samsung dishwasher time give trouble also never buy another samsung product,-0.4019,0.124,0.876,0.0
643,R25GYNC1L2253K,1,terrible,work day,0.0,0.0,1.0,0.0
644,R3IG46NK1UEBHP,1,month moderate use touch panel deteriorate badly sound hardly audible,oven come new standard pacific home.<br performs ok definitely stainless steel plastic panel stainless coated.<br second week use plastic film door control button small bubble patch think protective film bubble keep surface break another week use call customer service tell cosmetic issue document go repair replace whirlpool,0.5994,0.0,0.902,0.098
645,R1PTRB1IQMCT5W,1,also go bad light use,go internet see anybody model stock price available buy model yr ago re-did kitchen also go bad light use mostly reheat item service tech say believe whirlpool product would fail like shield magnetron hole burn allow microwave escape thus shut unit couple second seem like dangerous situation wonder whirlpool feel far less satisfied avoid whirlpool product future less star review,-0.4432,0.162,0.688,0.15
646,RN98UQYU1W6VG,5,job,microwave die decided try find one little small slightly hesitant buy one watt old one really notice lot difference torun one little long sometimes second min long one disadvantage make increase counter space one much small kitchen timer work well use defrost set watts much less old microwave something frozen cook right away defrost set unnecessary clock work well easy set never use clock old one difficult set heard brand would certainly buy,0.0404,0.123,0.74,0.137
647,R14KFYLTL09W8D,4,unique design round back love microwave,small size unique design round back love microwave unfortunately quality great glass plate get chip within first week use i've never happen ever microwave plastic layer button bubble look really cheap two thing fix would give star perfect size,0.891,0.049,0.709,0.243
648,R1P9J9HYTBXW8H,5,five star,excellent product save microwave,0.7845,0.0,0.225,0.775
649,R3QHDRF7901LVO,5,five star,work great,0.6249,0.0,0.196,0.804
650,R15YJ9F8ASYTDQ,5,five star,great item,0.6249,0.0,0.196,0.804
651,R1L55OY9R091PE,4,four star,little noisy work good,0.3025,0.233,0.331,0.436
652,R1HTYPGHGST6EA,1,whirlpool.....synonymous toilet flushing,buy microwave deep discount friend go split almost new able remove install despite crack plastic part front door prior owner say happen within first month microwave last year erratic heating issue full power sometimes food come cold put get around select cook power work another year eventually erratic cooking matter last week microwave shutdown within first second heat unplug plug unit would reset issue try cook later day try cooking time timer would run cook usual fan noise start either).<br br whirlpool easy-bake clearly cook microwave price bulletproof clearly base upon review whirlpool suckered velos owner subsidize purchase good brands.<br br ironic need buy haier microwave get decent quality microwave ie non-whirlpool family brand,0.8555,0.036,0.845,0.119
653,R1NHNP6F6NPM9A,4,danby microwave,microwave work great really like fact little small outside dementions similar microwave power rating one complaint offer extra month warrenty coverage register online immediately give also coverage start day purchase day receipt ups amazon additional warranty purchase assurant solitions start day receipt cheap warrranty danby wonder,0.7501,0.042,0.796,0.163
654,R3Q3TZ4X7UY8YV,5,heavy duty,product default weight way much size microwave easy use could weight something power engine technician able say something definitely recommend whoever look good affordable microwave outstanding prize,0.9538,0.0,0.534,0.466
655,RVH3DC3GNUPDU,5,five star,creates perfect custom look,0.7003,0.0,0.256,0.744
656,R1JAPPW9QOF6QK,5,microwave week far happy purchase,use microwave week far happy purchase easy install look nice fine job heat food concern time,0.8807,0.0,0.517,0.483
657,R26PPNZ104482,1,whirlpool gold think get best,whirlpool think get kitchen appliances...not press clear button every cycle reset also wait minute every cycle door open light come back reset year since purchase whirlpool nothing refer one overpriced repair people never whirlpool,0.3818,0.0,0.927,0.073
658,R3K22J6XS6HTEM,4,seem nicely design unit,buy replace decade year old ge microwave read review microwave convection close top add feature might actually work exist ge wall mount overall seem nicely design unit use convection cooking time even start microwave end convection warm thing nuke.<br br seem proper review would do year plaster dry,0.6808,0.0,0.872,0.128
659,R3C3R8VNFE2IO5,5,good deal,work well good size good price like,0.8555,0.0,0.224,0.776
660,R2OGIZUC2S11JR,2,recommend buy small space issue,ugh wish purchase microwave good thing round back fit nicely corner counter quick-start button light stay cook weak wattage microwave i've ever relearn simple thing take time amount time cook miss traditional power level button able key minute instead press start button time recommend,0.7351,0.129,0.634,0.238
661,R3HZ7FZEG8CUU6,1,buy,build break yr warranty dealer fortunate third repair replace process month consistently essential part microwave-the magnetron-which make heat update oct buy feb magnetron issue happen even use lot actual cooking get repair replace warranty tiresome go frequently ge model purchase previously last year commitment quality drop drastically bosch allege one good brand buyer beware,0.743,0.035,0.826,0.139
662,REL5O8MTRBJF7,2,buy microwave less year ago,buy microwave less year ago stop work second microwave we've replace less three year previous microwave high end professional grade last two year standard manufacture repair cost make microwave appliance,-0.235,0.063,0.937,0.0
663,R3CQ8XG5E0ZGTX,3,stung fatal malfunction,stung fatal malfunction digital display year old samsung microwave time opt semi-manual operating system mixed bless hopefully last longer cumbersome want second melt butter nope second want use timer must press button three time activate convection cycle seem slow work little thing i'm hop microwave carry least year irritation,-0.1779,0.117,0.743,0.14
664,R2U1JLZVQ9LLV7,5,real lifesaver,work perfectly,0.6369,0.0,0.192,0.808
665,R1QYKMRAETXE1K,2,i'm amaze samsung continue faulty design model,although buy old model i'm add review se error plague samsung microwave general i'm amaze samsung continue faulty design model model say something call samsung say se error warranty unit manufacture year ago.<br br set repair two week happen go another repair even free replace non-samsung microwave reason get year split time two residence actual live-in usage home year,0.0258,0.112,0.788,0.099
666,R3V2AG6LMV2T3E,5,look great,look good...works well,0.2732,0.0,0.488,0.512
667,ROMVEKIPI4VL3,4,four star,little small,0.0,0.0,1.0,0.0
668,R2S0VDK666BMFX,4,job,lack power generally speak job,-0.3182,0.365,0.635,0.0
669,RVUBAGLBR2LE0,5,five star,excellent product recommend,0.7351,0.0,0.139,0.861
670,R2VQZMF96BI5KB,5,value money,delivered day day ahead promise good product many feature easy use,0.7964,0.0,0.497,0.503
671,RBJG8F91FZ9CO,1,little power would nice,want small microwave work plate fit small cup fit normal coffee mug tall inside inch high rotate plate website describe coffee mug fit returned.<br whirlpool would make mike hold plat mug would buy little power would nice,0.8532,0.0,0.738,0.262
672,R13UQIRMF4A3HY,5,work great,work great,0.6249,0.0,0.196,0.804
673,RNU4F673NZGNI,1,whirlpool start,i'm work second one return first one thought defective turn set time minute two discover minute cook time end time clock cycle micro start run minute week notice also start even use major fire hazard start unplug us meanwhile dealer would take back go whirlpool non-existent customer service say go call never say replace least three week one ever show dealer finally agree give another one deal whirlpool find new one thing long cook time e.g minute start minute fear start turn anyone experience anyone know fix i'm force replace model week scare,-0.8481,0.114,0.861,0.024
674,R32SYN8FBR7AS1,1,come damage see til use,come damage see til use hard read worth money put garage go back sams club microwave,-0.4019,0.236,0.667,0.097
675,R3ELIJQNB089K7,1,unit professionally installed year ago,unit professionally installed year ago habit turn late episode use go unplug every use late episode unit unsafe dangerous stay away,-0.4767,0.134,0.866,0.0
676,R8PLGHH8KPBS9,1,far---so bad,difficult install even two people mostly take old greasy unit come broken fan hence exhaust whirlpool send repairman week microwave bring correct part able fix impossible return box box styrofoam cardboard top bottom shrink wrap hold together want one get best buy save month since instal unit fan replace part order turn could use microwave without fan arrange thru whirlpool local repairman fix place,0.8225,0.098,0.682,0.22
677,R2I6UFYNI14HCE,4,four star,easy use,0.4404,0.0,0.256,0.744
678,RFQWR7AVWLPXM,5,five star,great product,0.6249,0.0,0.196,0.804
679,R3I06BAH42IPBJ,2,microwave spark turn haunted fire hazard beware,receive housewarming present fit perfectly space kitchen work fine several month complaint however time discover would turn freaked i'd unplug plug back next time need use year microwave start spark inside microwave side panel first think metal microwave happen time since scar use stop forgot unplug start turn thought thing haunt really creeper eventually google realize mistake return repair earlier serious fire hazard purchase one amazon exact model number color black stainless steel microwave turn unplug return replace asap,-0.25,0.162,0.696,0.141
680,R13CFSYILSJG0N,2,two star,item tarnish spot expect price look cheap,0.0,0.0,1.0,0.0
681,R2PY5DX7X2ZCHW,1,sharp make dull product,product build last buying type appliances best get something unplug replace product company hold up...equipment brand new instal stop work month later,0.4588,0.083,0.758,0.159
682,R2VS5U36BIZB18,5,high tech microwave,great microwave fancy get hot use usually leave open minute finish use,0.5994,0.078,0.654,0.268
683,R23036MN9KAAPS,5,five star,item fine price great compare seller,0.7096,0.0,0.404,0.596
684,R2DSVF1S5LKKKI,5,brother say great great price point work really well,buy brother say great great price point work really well,0.8908,0.0,0.398,0.602
685,R2MPNF13C4S6Q9,5,five star,pleased purchase,0.4404,0.0,0.256,0.744
686,R1338K8UYV8HZ1,2,die,work pretty well couple year make pop noise die guess i'll buy cheap one,0.1027,0.193,0.545,0.262
687,R670U3MGCVROB,3,track record great,first know amazon expensive unit buy one today big box store regular price buy prior model one little less yrs ago buy new construction house upgrade stainless appliance one day work fine next would act like work food heat microwave suppose last approximately yrs happy spend another barely yr shame whirlpool make disposable appliance nowadays say nice look microwave agree review fan useless suction place hand filter also understand microwave rat watts every frozen dinner planet say test watt unit another note regard whirlpool general follow say bought whirlpool appliance buy house never spend another dime whirlpool reason buy whirlpool microwave replacement house sale want mismatch appliance washer dryer deliver instal dryer noticeable knock sound delivery guy blame flat drum roller front load washer ridiculous time try balance load spin cycle refrigerator sharp edge cut door compartment shake stick also cool pk beer less hrs try cook ham oven follow direction base weight temperature....cold ham dishwasher ok hate silverware basket big enough utensils large handle whirlpool need wake build quality product functional last never buy bosch lg samsung spend extra money onmiele next time,0.7414,0.086,0.789,0.125
688,R2HF3YU3JDHWO8,1,annoy day return policy,buy ever door close automatically turn unable start kind cooking option annoy day return policy,0.128,0.15,0.674,0.176
689,RRI3SDWMUUX2B,1,ge range microwave oven caught fire,mine caught fire inner top service cover make plastic caught fire,-0.4588,0.329,0.548,0.123
690,R1MT9C1H122ANO,5,five star,work great,0.6249,0.0,0.196,0.804
691,R3DM0ZTAKBIB63,5,right size right power microwave,danby microwave oven proven right purchase apartment unit fairly compact give power rating limited counter space size matter opinion danby excellent product make america,0.4404,0.069,0.758,0.173
692,R3SBO9S7I5CVX2,5,five star,good,0.4404,0.0,0.0,1.0
693,R195BT6M1SP8KJ,3,microwave noisy,buy microwave recently seem noisy either get defective one normal microwave please listen sound video comment welcome update review fix,0.1779,0.178,0.618,0.205
694,RPUGWP0LCC28K,4,perfect apartment living,bought easy use microwave elderly parent love use way much,0.7964,0.0,0.53,0.47
695,R2KFL3P1EFTHTJ,4,four star,powerful size fit anywhere especially refrigerator,0.6486,0.0,0.43,0.57
696,R2D3DACG6K35HD,5,compact cute,little cute job use microwave mostly melt butter chocolate make popcorn gotten rid big old one husband like one reheating food succumb open door one hand difficult impossible price size right thus good review,0.8319,0.058,0.677,0.264
697,R2M244T74CS5RU,5,help read owner's manual peeling handle,full disclosure own previous model two year model tsb peel door handle one reviewer write however review improve model advantium oven peel door handle order handle replace whole door new handle design address problem door replace warranty.<br br buy new house miss oven much we're one instal consider one remember this:<br br cannot run microwave metal tray and/or rack dramatically shorten life<br cannot run oven without metal tray least dramatically shorten life.<br cannot soak control panel soapy water clean short clean simply wipe microfiber cloth done.<br br three point owner's manual i'm go speculate lot people read sell last house purposely put owner's manual around rack outside oven write note new owner use br ok rant goods.<br br almost everything fiance use for:<br br use proof dough warm oven use bake cook convection oven quite true second oven replacement read provide completely even temperature bake thing like cooky cake pie etc come perfect every single time.<br br program come set time cook set period set temperature stop.<br br speed cook function tremendous combine microwave halogen oven time microwave use reduced power use metal tray rack speed cook mode.<br br bake two large potato crispy skin outside cook trick brush olive oil crispy skin sprinkle kosher salt outside minute fluffy inside microwave tasting.<br br cook reheat frozen food time package frozen taquitos book minute instead bake crescent roll time would conventional oven crispy outside flaky inside.<br br hundred pre-programmed cook setting wide range food item dish whether use simple microwave cook bacon use speed cook function roast meat yes even roast it.<br br capacity microwave huge cubic foot family probably find use bake need rarely use oven.<br br can't do?<br br certain food type bake well use speed cook convection halogen cook say perfect stand second oven want versatility can't broil volt version apparently addition find certain vegetable like whole spaghetti squash whole roast cauliflower cook properly oven insides never seem heat use strictly conventional convection oven microwave speed cook problem.<br br find huge time saver buy unit installation home.<br br oh peel handle previous model model redesign issue.ok mode.<br br bake two large potato crispy skin outside cook trick brush olive oil crispy skin sprinkle kosher salt outside minute fluffy inside microwave tasting.<br br cook reheat frozen food time package frozen taquitos book minute instead bake crescent roll time would conventional oven crispy outside flaky inside.<br br hundred pre-programmed cook setting wide range food item dish whether use simple microwave cook bacon use speed cook function roast meat yes even roast it.<br br capacity microwave huge cubic foot family probably find use bake need rarely use oven.<br br can't do?<br br certain food type bake well use speed cook convection halogen cook say perfect stand second oven want versatility can't broil volt version apparently addition find certain vegetable like whole spaghetti squash whole roast cauliflower cook properly oven insides never seem heat use strictly conventional convection oven microwave speed cook problem.<br br find huge time saver buy unit installation home.<br br oh peel handle previous model model redesign issue,0.9895,0.03,0.869,0.102
698,RSCQIQA1FUSCC,1,unsafe product,buy th microwave month ago die last night error smell electrical material evident fearfully fire break unplugged call samsung instruct troubleshoot avail start read review plan replace another brand dangerous<br appliance definitely worth repair financial safety reason advise yo buy samsung appliance recall,-0.6124,0.216,0.621,0.163
699,R1JWFHW000EXOJ,5,great buy money,hard beat price buy temporary living situation ask price old person improvement would large button start/stop would add cost cook fast excellent choice,0.743,0.05,0.712,0.238
700,R32U1NQBYQZ25L,1,stop beeping,microwave cook well look ok problem stupid beeper quit beep open door way turn annoy feature either want peace quiet look elsewhere like high pitch annoy sound microwave,-0.3182,0.28,0.447,0.273
701,R21ZHN7HZQ4DT0,1,unless willing go thru tedious process properly prepare prim,extensive experience refinish metal difficult get paint adhere aluminum.<br power-sanded entire interior bare metal.<br contrary label claim paint adhere bare metal!!<br dry scrape fingernail.<br factory paint fail despite prim could paint work primer??<br can't!<br repeat process i'd first prim high-temp self-etching automotive primer.<br maybe there'd prayer success...<br bottom line unless willing go thru tedious process properly prepare prim waste time money product.<br ps can require adequately refinish entire interior,-0.876,0.132,0.868,0.0
702,R125HPYFQA8JKV,5,five star,great product money,0.6249,0.0,0.328,0.672
703,R29V2MIP5U8S8Z,5,fit nicely range,look large box fit nicely range look great work great met expectation lot less microwave,0.9274,0.0,0.447,0.553
704,R16V54BMMQVX29,5,five star,great price easy use,0.7906,0.0,0.222,0.778
705,RYDRY2GX0USZV,4,four star,great dorm room,0.6249,0.0,0.328,0.672
706,R1XAAPLLT9FSEQ,3,pro con own one year,microwave year light button stop work everything else work still.<br br pro:after read manual able type button combo mute annoy beep nice feature add cook fine happy it.<br br con minor inconvenience cook popcorn bag one another thermal cutoff sensor shuts microwave get hot easily solve let microwave cool cooking bag popcorn plate.<br br microwave extremely cheap would cost replace control panel/light button would replace whole thing would probably buy,0.7351,0.091,0.731,0.177
707,R1RGAFRSVLSSSX,4,good value stainless microwave,beautiful microwave happen match appliance buy replace samsung burn adequate job food cook length time hot samsung microwave power samsung powerful add also expensive whirlpool good buy,0.8885,0.0,0.667,0.333
708,R3NFW4UN13B7D8,5,modern practical,love drawer microwave kid easy make popcorn warm milk besides reach traditional microwave always tough impossible clean without stool one great,0.7909,0.152,0.443,0.405
709,R3QZ6PGTONL75S,4,make microwave interior look almost brand new,excellent paint follow step paint sure well ventilated space,0.7964,0.0,0.426,0.574
710,R1SW10SZ8UM5MG,1,ge embarrass,seriousness shame ge.<br purchase microwave little year ago course warrantee thus fall apart literally!<br handle actually metal cheap plastic metallic-looking tape tape peel call ge say probably due heat stave tell over-the-range microwave fall apart reply new handle buck plus another someone come install wish could post picture defective part site allow me.<br lifetime think ge go-to brand good quality product microwave last ge appliance ever buy,0.1511,0.095,0.803,0.103
711,R1YD12YIL2K78U,1,lg suppose good brand product know,buy microwave board fail two week get replaced microwave extremely loud lg suppose good brand product know turntable stop work one year warranty expire cost repair buy new suck go different brand,-0.6908,0.218,0.709,0.073
712,R2EAH2FUVZ71JB,1,buy appliance online,appliance right one match appliances work power service tech back company seller send back money refund pronto would rather applince,0.0,0.0,1.0,0.0
713,R3DMMPG214UA6P,1,look good want oven last one,purchase oven december problem recently try start oven would show display come come door close nothing enter key pad short live junk far concern last microwave last time long still work give away go oven unit quality long go,-0.4019,0.066,0.934,0.0
714,RZKM3551JXN69,5,work great quiet powerful,"impressive price,works great quiet powerful open door two hand sometimes good value",0.9565,0.0,0.243,0.757
715,R3QAG768FAJG62,1,wonderful feature work,ugh headache purchase year ago everyone seem problem mine wonderful worked year dread beep touchpad operating start happen luckily purchase year warranty come repair man...after much hem haw door/electronics need replacement work fast forward guess yep problem start touchpad work beep self activate trusty warranty come handy...out come another repair man...yep hem hawing....another new door electronics time warranty company call me...complaining repair year ago...i explain happen velos unit internet agree repair one time..or refund purchase price ill think buyer beware,0.2263,0.142,0.708,0.151
716,R2R34MPQP9G5MD,5,everything good far,everything good far price low know brand take chance problmns,0.4215,0.15,0.5,0.35
717,R1WR75PSD62OOR,5,five star,nice product especially like night light,0.6801,0.0,0.417,0.583
718,R2N85EZCY74DGM,5,product delivers,great seem hold fine sand cleaned area direct put several coat allow paint dry coat finish light sand use extra fine sand paper color slightly otherwise look feel like new also plenty leave need touch,0.872,0.028,0.686,0.286
719,R1SK73HDWIV2ZJ,1,instal microwave three month ago,instal microwave three month ago work well several day ago set convection bake heat degree minute device completely shutdown completely died set evaluation repair ge still show need leave office btw similar experience schedule repair ge washer never ge month problem brand new appliance unacceptable,-0.6122,0.159,0.759,0.083
720,R2UTDN8Q1ABCRJ,5,love cube space-saving shape,great space-saving option kitchen area tight plenty power get small job do use small cabin really save lot space small kitchen,0.8221,0.0,0.714,0.286
721,R19CK8VFWCUZG,2,cheapy door button panel return,door open hit button hold button one hand pull door open hand button cheapy cardboard panel come cardboard panel french swap seem like heat ok door deal breaker i'm return i've never return anything amazon hate much,0.7079,0.11,0.655,0.235
722,RS2FTER0J3IF4,1,serious defect cause run continuously month fire hazard,microwave new home move month door switch break meant time door shut microwave spontaneously turn turn door open fortunately occurred home otherwise microwave might start huge fire continuously run empty warranty frigidaire customer service ridiculously unhelpful representative told would pay send someone confirm problem pay additional part labor fix instead ditch piece garbage buy samsung would never buy frigidaire product p.s also similar experience two year-old frigidaire gas range glass oven door spontaneously shatter sit idle run fast far frigidaire,-0.7783,0.138,0.835,0.026
723,R1AAPM6CPT575Q,4,space save work,work great save space tiny kitchen small though cannot fit anything large dinner plate taller large coffee mug,0.7343,0.086,0.615,0.299
724,R1ZW5IK60I5UKH,4,job hold even,job hold even year use extend life microwave,0.1779,0.0,0.805,0.195
725,R24WXOHCH3DPTT,4,exactly need repair microwave,exactly need repair microwave price appliance part retailer want,0.0772,0.0,0.86,0.14
726,R14KLU6IY5CNTL,1,buy,disappointed buy july kitchen ready yet put month ago work fine probably use couple dozen time husband go warm daughter food wednesday nothing completely turn button work etc.<br br extremely disappointing warranty july br spend microwave never purchase sharp product ever again!!!!!!<br br totally sad disappointed,-0.8766,0.24,0.656,0.104
727,R1V2KT1FCF466O,3,three star,ok,0.296,0.0,0.0,1.0
728,R10L5LKFPRBOV7,5,easy use,work well easy use run quieter old one heat reheats everything want thing notice light weight tip easily lean,0.7717,0.0,0.633,0.367
729,RVEIBNEAH17P4,4,good far,rat fairly high consumer report usage past month borne roomy cook fairly evenly quickly basic control fairly intuitive though apparently set power level set cook time rather way around way previous microwave special feature like warm sensor shut food start steam thing seem able get hang playing inverter defrost button keypad able start use cook certain frozen convenience item like push button opener think break first able open door regret purchase far machine last ten year like prior microwave great purchase,0.936,0.03,0.759,0.212
730,R3NO3289DOBJQJ,1,love drawer/cupboard installation,purchase microwave april love drawer/cupboard installation july wake bad burn odor microwave nit use contact sharp scheduled service company look week sit still microwave inform sharp two service call microwave need pick take site tested.<br would never purchase microwave wish read review prior purchase burn odor obviously problem read review,-0.5037,0.144,0.784,0.072
