,review_id,star_rating,review_headline_clean,review_body_clean,compound,neg,neu,pos
2684,R33C79MSZVLU48,5,five star,thank,0.3612,0.0,0.0,1.0
2685,R3BZNNU5RQGSQQ,5,cute,thank,0.3612,0.0,0.0,1.0
2686,R1IW09FXRB5ULA,5,five star,item clean arrive fast time baby love thank,0.8555,0.0,0.347,0.653
2687,R2F7MC0O5Q266U,4,good,seem like great idea really like little one care much,0.9005,0.0,0.333,0.667
2688,R1DXH68YSLAS3O,1,one star,leaf mark baby's cheek,0.0,0.0,1.0,0.0
2689,R23PT65R42YDYI,5,best thing ever,"second one buy lo lose first mall r.i.p raffie atttached get new one absolutely love thing help improve motor skill help self soothe turn sleep night big preemie suggest every parent something child save put one back every minutes!<br br read review poorly make think people nut perfect small baby soft tug,chew throw plush",0.9653,0.038,0.641,0.321
2690,R1HIFQ4E0WFHDA,5,five star,baby favorite pacificer,0.4588,0.0,0.4,0.6
2691,R2K71TEE4FM93H,5,five star,buy dog ate first one rush order can't live without,0.0,0.0,1.0,0.0
2692,RPM091ANLCIEI,5,five star,item clean describe baby love thank,0.8555,0.0,0.242,0.758
2693,R21296UTEHR6JM,1,daughter suck air throw away,buy several package hole nipple one hole daughter suck air throw away buy,-0.4404,0.195,0.805,0.0
2694,RXTNJ2LNQTMH3,5,note perfect nursing baby natural,huge john deere fan beware bulbs end help baby keep mouth many take binky note perfect nursing baby natural shape,0.91,0.0,0.526,0.474
2695,RRGRBUU71MUEJ,5,five star,nice,0.4215,0.0,0.0,1.0
2696,REN19V7D77UD0,5,best pacifier,pacifier buy baby natural easy clean crack seam one continuous piece place germ hideout,0.7964,0.0,0.576,0.424
2697,RD1G7FVN87F6G,5,love case,perfect box pacifier love,0.836,0.0,0.202,0.798
2698,r1q0kl963b9cjh,5,five star,really cute,0.5095,0.0,0.233,0.767
2699,r3j87enr537aur,5,great,love little machine wish find sooner worth every penny,0.8187,0.0,0.413,0.587
2700,RYAUMWNA5M2M0,5,best pacifier,daughter love learn early find sleep one take pacifier away cut smooth transition use comfort kitten forget pacifier,0.5719,0.162,0.567,0.271
2701,R1L4QBLLPDE2J6,5,son like say,son like say bad product soothie type pacifier work well make clean enjoy hold giraffe portion even make use pacifier perfect size infant practice hold item,0.8658,0.093,0.531,0.377
2702,R396SOFUN57ZJV,5,awkwardly cute,cute funny look give nephew take photo every time sister would suck mouth,0.4588,0.154,0.532,0.314
2703,r1y7cswymji8j3,4,still love product get great price,much light show picture pastel almost white look still love product get great price daughter love,0.926,0.0,0.51,0.49
2704,R1L4ZEGF8LRJAU,5,love baby get teeth,guy love cowie pacifier firmly attach feature baby safe people complain small lighter expect consider plus felt safe let sit newborn's chest unlike pacifier holder wubbunub make velvety material put whole thing lingerie bag run wash end spin cycle always dry enough hand back baby downside pacifier broken whole thing do guy chew new one less month,0.765,0.107,0.706,0.186
2705,R25OVMKNKE7SX0,5,five star,described,0.0,0.0,1.0,0.0
2706,R2DK1MM58SBYU8,5,lo use since,lo use since month old still love month old entire pacifier flexible rubbery unlike traditional plastic back one mean also love gnaw teethe also cinch clean rinse microwave along bottle thing literally use throughout day,0.9186,0.0,0.705,0.295
2707,R3CT4NYKIU30O6,1,disappoint think monkey would help hold,disappoint think monkey would help hold pacifier baby mouth instead make easy fall monkey weighs,0.4404,0.133,0.591,0.276
2708,R3HKD1GOYO4LKS,5,five star,love,0.6369,0.0,0.0,1.0
2709,R3LEUHR5EXFJQ7,5,go-to shower gift,go-to baby shower gift highly recommend old bear go new pacifier almost weekly lose house car grocery store wubba best part easily kid able find fall bottom carseat road trip never wake cry middle night lose we've two since bear throw wash weekly dryer they're like new month show slight wear nook sewn plush wish wubbanub would come new line plush attach blue pacifier slightly old baby,0.9349,0.058,0.7,0.242
2710,R1865Z9HL6XO1U,5,life savior,baby love far complains,0.3818,0.295,0.227,0.477
2711,R3RQ0OVEQ5MJ1U,5,good laugh,buy baby nephew christmas toxedo look really cute good laugh,0.8843,0.0,0.404,0.596
2712,R20BF4QIYZ781N,4,heavy imagine still useful,heavy imagine still useful,0.4404,0.0,0.508,0.492
2713,R5YSZYYYU3F8H,4,four star,delivery deliver time satisfaction product purchase,0.4404,0.0,0.633,0.367
2714,R1K5J2SYY8BD90,2,month size suffocation risk month young,want love pacifier natural rubber health benefit brand yet product suffocation risk newborn month size cover nostril completely mouth baby week old fit month clothing still problem natursutten please change design sell newborn even three month old,0.875,0.097,0.585,0.319
2715,R32F1LMP3UQN0J,5,five star,niece enjoy,0.4939,0.0,0.238,0.762
2716,R204NAD3TV27N0,5,great comfort toy,son love can't go anywhere without comfort piece use pacifier chew leg,0.4749,0.129,0.613,0.258
2717,R5EHKVQNKGS68,5,excellent experience multiple wub nub,excellent experience multiple wub nub buy several kid baby replacement extras easy keep track unlike small regular pacifier plus crib old baby find less crying pacis night old get big simply cut pacifier still sleep animal buy friend new baby easy throw washer well hold nicely,0.9152,0.081,0.627,0.292
2718,R2Z21Y1YCXKDK0,5,buy plenty,must cry baby,-0.4767,0.608,0.392,0.0
2719,R2C41VWWSFWM7R,5,five star,baby love,0.6369,0.0,0.192,0.808
2720,R286E1J51SXJ9P,5,pink girl green bay awesome,best gift green bay fan girl,0.8555,0.0,0.242,0.758
2721,RZ3RKYLJFL878,4,four star,snap come undone least expect luckily lose pocket completely yet,0.1531,0.193,0.571,0.236
2722,R1N47E99KQ5BS6,5,oh yes look,pacifier one almost like great baby stop make sound second,0.5898,0.144,0.46,0.396
2723,R20LSBN0EWQQSV,5,five star,perfect exactly expect,0.5719,0.0,0.351,0.649
2724,R256574MXOQH2J,5,five star,high quality product,0.0,0.0,1.0,0.0
2725,R2M4WUSWKTAJR1,5,favorite binky,love these!<br buy year old year ago decide use exact pacifier new baby since old love much mention super cute ship fast order february get thank,0.9589,0.0,0.537,0.463
2726,ROU9U8M3ZSDUP,5,five star,pacifier baby like wish selection,0.6369,0.0,0.366,0.634
2727,R369HAV8GQNV0B,5,five star,complaint baby like,0.0772,0.386,0.175,0.439
2728,RRTHNPCI8W1V9,4,great bag big small,great bag big small however use bag cloth pad diaper cant say handle baby's stinky situation waterproof part easily washable,0.6124,0.096,0.654,0.25
2729,RAB5PS2HONX6M,3,three star,pacifier,0.0,0.0,1.0,0.0
2730,R2HI6G80K7VSHU,4,best pacifier baby choice,order blue one twice love love love gumdrop pacifier feel nice touch theyre one little boy would take time bear never find walmart theyre always sell out.<br br give star order blue twice recieved pink purple doesnt bother one bit know people care much color preference,0.9667,0.0,0.66,0.34
2731,R2QG8W7X2OJ5A3,1,piece garbage,bother come already mark low battery use twice one day receipt day die waste bey,-0.8807,0.505,0.495,0.0
2732,R39CW88EQA08QJ,4,four star,great standard pacis,0.6249,0.0,0.328,0.672
2733,R1DAN6PG2TE1KZ,5,child pacifier,one work cute easy find set soft washable make high quality material,0.7096,0.0,0.629,0.371
2734,R1CZPP17D8O41S,3,dog elephant,buy elephant paci dog paci dog paci great lay well baby's chest paci elephant connect via twist curled trunk bit ackward get sit right keep paci baby's mouth,0.7351,0.0,0.807,0.193
2735,R13V14I0SLOFY3,2,cute photograph really look like much longhorn,longhorn look awful smooshed face cute photograph really look like much longhorn,0.4173,0.169,0.506,0.325
2736,R12EPVRW0ZLYCY,5,five star,excelente,0.0,0.0,1.0,0.0
2737,R2GSNN7V676V6R,1,munchkin deluxe mesh feeder favorite sassy one,way difficult frustrating open threw mine away munchkin deluxe mesh feeder favorite sassy one sure buy mesh feeder cover.<br br buy one,-0.0258,0.188,0.627,0.185
2738,R2JUOKISE1ZN7E,5,five star,granddaughter love,0.6369,0.0,0.192,0.808
2739,R3IFYC463Z0142,5,come cover,even cover nipple case,0.0,0.0,1.0,0.0
2740,R3ES67TC840NR,5,five star,buy friend's baby love clue we're laugh,0.8316,0.0,0.391,0.609
2741,R5KGBUA3L48NM,5,five star,great,0.6249,0.0,0.0,1.0
2742,R1UPP9ERQKPN2T,5,glow night,love pacifier son use truly glow night simply hold light bedtime second find dark night need replacement one old one wore trouble find retailer carry ordered set line con almost twice price one end find local baby chain store town,0.6597,0.058,0.791,0.152
2743,R29UNXUU9MK5B5,5,prop something stay mouth good love hold onto stuff animal,daughter love prop something stay mouth good love hold onto stuff animal part,0.9062,0.0,0.469,0.531
2744,R2NQS66H0LVGNW,5,five star,ok,0.296,0.0,0.0,1.0
2745,R1Y2WWSSVBLWJ3,4,four star,gift,0.4404,0.0,0.0,1.0
2746,R1MD3YNHR8HVLE,5,five star,bien,0.0,0.0,1.0,0.0
2747,R2GPMGFB51TWVZ,4,sterilization direct microwave,excelent newborn baby girl love probably there's big hole nipple compare avent's also nice sterilize microwave themselve without sterilizer,0.7906,0.0,0.708,0.292
2748,R3TW5BJI9NEURY,5,five star,really great mustache theme party also fit baby pacifier,0.8622,0.0,0.385,0.615
2749,RG7KAC0JRHR4C,5,five star,funny product daughter never like pacifier,0.1999,0.234,0.444,0.322
2750,R8JP5XJ2TL9M0,5,excellent choice son,excellent choice son try different brand pacifier none stay son's mouth minute receive product sterilize son immediately love it!<br thank,0.8932,0.0,0.614,0.386
2751,ROGI595SWIGL4,5,five star,love,0.6369,0.0,0.0,1.0
2752,R3R3UTJ12VGZ6,5,love,month old get binkies mouth due design drop one find put back mouth worth every cent love,0.6124,0.095,0.631,0.275
2753,R30P37Y5A9GMSC,5,perfect pacifier great quality wish make baby bottle nipple,absolute best pacifier baby toddler son early teether first tooth week find great comfort teethe pacifier pacifier edge high quality last replace see stress mark safety bounce fall floor big deal two year we've use like natural rubber latex allergy component remove risk develop latex allergy repeat use wish make baby bottle nipple search high low seem company make baby bottle nipple i've find rubber one contain latex i'm comfortable go silicone son detest texture,0.9559,0.073,0.669,0.257
2754,RS39JUFADQYER,5,five star,hahaha great gift baby niece,0.891,0.0,0.159,0.841
2755,R2LN3C5ALO16DS,5,best night time pacifier,extremely satisfied purchase glow dark pacifier really make life new mom lot easy son would wake middle night look pacifier crib wake able see pacifier grab since glow dark would recommend parent whose baby use pacifier night,0.8173,0.0,0.8,0.2
2756,RM3YN9HNOLOBE,5,five star,brand new great nephew seem like,0.765,0.0,0.377,0.623
2757,R2RD8LUGB44LCO,5,cute color,good price cute color,0.7096,0.0,0.253,0.747
2758,R1IDP9XW23FWBJ,4,four star,cute come chemical smell smell go away wash,0.4588,0.0,0.7,0.3
2759,R2CEYT8THTB9LF,5,weekend rave party best friend molly,year old son say paci's weekend rave party best friend molly think cute friend party act like baby listen music wee hour morning next day good wholesome fun kid day swear guess well go drug weekend long,0.981,0.021,0.456,0.523
2760,RTHTKU1SAV9HM,5,great try get night,glow dark quite time can't give exact great try get night,-0.5096,0.248,0.752,0.0
2761,RY80HE5FHR58W,5,baby like mam style breastfed may work,love daughter week old hate pacifier really hate soothies orthodontic shape pacifier would take mam style breastfed similar baby may like latch onto paci second,-0.1779,0.211,0.598,0.191
2762,R3ONQXCPG8CMV6,5,novelty work wonder,receive baby shower gift novelty really used son month old love ridging/bumps along gum line instant soother he's refuse every single kind binky since.<br br i've since order ton fill crib extra throughout house.<br br leave home without dream run loyal baby fanatic pacifier customer,0.7009,0.137,0.676,0.187
2763,R2X2KPLB5DAV8K,2,baby take pacifier use mam,baby take pacifier use mam gummy hit miss baby guess wish work darn cute,0.6249,0.087,0.601,0.311
2764,R3TB60SPYZ7VWM,3,decent product well wubbanubs,know elephant wubbanub purchase one blue green dinosaur wubbanub reason dinosaur seem like good every way possible i.e well quality material well make cuter softer etc still good product good wubbanubs niece nephew use pacifier extremely attach good product however cute elephant aware well option,0.9741,0.0,0.567,0.433
2765,R1DE9124JG45K3,5,five star,pacifier baby would take,0.0,0.0,1.0,0.0
2766,R3DD4YS2I0HCX,5,daughter love,first use mam newborn pacifier daughter also love since week start use cute love try others take people like give baby reccomended give bedtime reduce risk sids glad chose they're great,0.9633,0.045,0.51,0.446
2767,R2EYJNA4VK4M74,5,good idea,"buy new grandbaby,they get lot use it,it good idea",0.4404,0.0,0.734,0.266
2768,R6Q4XSXBWWVKT,5,great breastfed baby,work best baby breastfed thus brand one would take experience nipple confusion either,0.4588,0.126,0.632,0.241
2769,R2EO036PZXECJ7,5,great product,son like pacifier suck one good product,0.3612,0.236,0.325,0.439
2770,R2PY14TJMXTK20,5,five star,daughter love,0.6369,0.0,0.192,0.808
2771,R1VF0MO9PGENY0,5,five star,every newborn need wubbanub,0.0,0.0,1.0,0.0
2772,R39HXPCSWRHTSB,5,five star,excelent,0.0,0.0,1.0,0.0
2773,R1PLT3J7PUKN1T,5,binky,son love binky good price problem's,0.7964,0.0,0.36,0.64
2774,R1CDDILHSSUXTS,5,best buy ever,probably one best important buy life child adore bo-bo fit take bo-bo replace several time addition show stopper sure lol,0.9451,0.0,0.449,0.551
2775,R2MVRQB6FNR76T,4,great backup,look grandson come drop pacifier playful schnauzer grab run outside need backups.<br arrive without damage rubber packaging could better card bent squash handle via mail,0.7452,0.067,0.666,0.267
2776,R3BMHB6D32AI6P,3,sufficient,come show second picture wish print show first photo regardless baby love mam brand fit perfectly,0.9274,0.0,0.469,0.531
2777,R2TACOUICRB4M4,1,baby like neither,baby like neither soft like breast latch,0.6124,0.0,0.5,0.5
2778,R1V61V7G23DE42,5,five star,get friend's baby adores,0.3818,0.0,0.536,0.464
2779,R37KSLHXVFX2WD,5,love mam,really great remember small one really small perfect tiny mouth baby new infant eventually may need large one baby keep pop outta mouth first try mam pacifier long gag baby perfect,0.899,0.057,0.647,0.296
2780,R3NZGSPYXPFC2A,5,five star,newborn baby love much easy hold manipulate pacifier move handle,0.7964,0.0,0.53,0.47
2781,R1XFXNA1UVD62J,5,whiney,perfect gift anyone whiney,0.6486,0.232,0.101,0.667
2782,R34TR9RUYFJDXP,5,amaze,amazing!....after go multiple brand formula try reduce excessive spit up..turns tommy tippy bottle using....i never really take time write review say absolutely amazing week old sleeping longer stretch night reflux issue gas...highly recommend,0.7836,0.0,0.818,0.182
2783,R21T2UBFXQBLZ,5,five star,good quality like material clean easily,0.8591,0.0,0.16,0.84
2784,R27LZEDBMSV1S7,5,five star,come good condition exactly expect,0.4404,0.0,0.58,0.42
2785,R3G0SWJX2WDCM4,5,great product contour tip fit great comfortably,great product contour tip fit great comfortably son mouth tried multiple type pacifier type son tolerate,0.926,0.0,0.471,0.529
2786,R1AIZ15WNBA1P1,5,five star,pacifier baby use,0.0,0.0,1.0,0.0
2787,R31QDD3ZDG18DC,5,avant soothie great brand pacifier since attach,new mom contemplating put registry buy buy would put top thing use mom avant soothie great brand pacifier since attach stuff animal lose pop mouth easily since baby maneuver animal easy big one good elephant like one cause trunk make longer make hard baby manipulate seriously best thing ever,0.9432,0.088,0.595,0.317
2788,R2BV4LP3MBTJM3,5,cute,buy dragon son decide get owl friend baby due march slightly big dragon son really perfect toy soother i've heard many good thing product recommend everyone,0.9117,0.0,0.636,0.364
2789,RAEFGAAX36UJK,5,love,love go tiger,0.6369,0.0,0.323,0.677
2790,RDTAZB55MYKJO,5,especially love open,never problem mam especially love open help keep area around mouth break bad slobber,0.7363,0.151,0.431,0.418
2791,R21GEG6SZU7BFP,4,daughter hook thanks hospital,area hospital give brand baby best look brand seem functional calm new baby happy see amazon offer different color standard hospital issue teal price really good wish part stick baby mouth small try take picture feel like cover baby entire face product really great though highly recommend baby girl extremely durable baby start cut teeth worry chew part,0.9711,0.063,0.589,0.348
2792,R2FW8F4DH72H7L,5,sanity save product extraordinaire,mr monkey call one best investment we've make since daughter bear get first one even daughter month old look back even though month well past listing package mr monkey help daughter learn self soothe early easy find dark crib night even could figure get pacifier back mouth least able pull foot arm face seem calm we've glove teeth well worth buying replacement monkey still favorite soother fussy ask go add find mr monkey usually trick calm down.<br br concern keep clean throw whole thing washer also giraffe version always one available wash come dry hand wash pacifier part rid fuzz residue fresh clean wubbanub,0.9858,0.009,0.7,0.29
2793,R2ZGGD7ZVZSLHI,5,easy clean,pacifier work easy clean fit ulubulu paci clip,0.7964,0.0,0.382,0.618
2794,R3CHQSZ9USKEAQ,5,love pacifier,unlike pacifier easy keep clean hat others silicone meet plastic attract hair lint etc crease hard clean happy product always buy,0.9201,0.045,0.485,0.469
2795,R2TCR0UHJSAD8Y,5,five star,great auburn baby,0.6249,0.0,0.328,0.672
2796,r3ckykoele1as,1,disappointed stay mouth,decide try daughter good deal like come pack unfortunately baby keep mouth maybe small get use stuck tommee tipee pacifier work great,0.7269,0.142,0.55,0.307
2797,RV1C41AQQP4V,5,five star,baby love,0.6369,0.0,0.192,0.808
2798,R3B4RQQP93LTLD,4,great breast feeder,great shape similar breast nipple little hard great thing nipple short newborn perfect hit back small mouth gag,0.8858,0.123,0.458,0.419
2799,R2BABGJM1KGHJY,5,five star,son love glow dark,0.6369,0.0,0.417,0.583
2800,R3LSL2Q5GQ0VUD,5,five star,great,0.6249,0.0,0.0,1.0
2801,RS261HIRVJ661,5,five star,cute however dont like binki detach like store one,-0.0567,0.319,0.454,0.227
2802,R2H9642V0210ZJ,5,review,grandson love,0.6369,0.0,0.192,0.808
2803,R1UBQDT7I1JCZ,5,baby love buy keep around,baby love buy keep around house baby bag well make one piece plastic smell,0.743,0.0,0.656,0.344
2804,R1M1UGUHORUL7G,3,love thing,love thing wubbanubs top must thing mommy list thing need buy wubbanub like cat lamb elephant trunk long make paciffer floppy...harder baby manipulate buy one elephantl,0.8176,0.0,0.73,0.27
2805,R1GA154VO7E0YN,5,best paci,cute soft daughter take pacifier wubbabub help paci fall,0.6908,0.0,0.551,0.449
2806,R1Y28IY063I70B,2,two star,baby like,0.3612,0.0,0.286,0.714
2807,R1T4F5GM10C0N3,5,nice,cute,0.4588,0.0,0.0,1.0
2808,R3AHDH2KIV67NP,5,great,give gift...great pacifier,0.0,0.0,1.0,0.0
2809,RHTMQSOAJXBKI,5,love,love pacifier,0.6369,0.0,0.192,0.808
2810,R3G46FF7U4BANJ,5,can't go wrong paci's,great product easy clean baby love shape texture long lasting bought like,0.9468,0.0,0.299,0.701
2811,R1OP0CFBT8OXWY,5,five star,great price,0.6249,0.0,0.196,0.804
2812,R3DXLVFLFLMF48,2,like product well experience,like product well experience however specific purchase get ruin first time sterilizer thus use bummer,-0.4215,0.291,0.5,0.209
2813,r3e7rs9dwe6os9,5,great pacifier price,item exactly describe ship prompt simple design solid piece nothing fall become dislodge highly reecomended,0.1531,0.0,0.897,0.103
2814,r2ylqsfihfg7bl,5,five star,absolute must,0.0,0.0,1.0,0.0
2815,R20NHAHOBJ0GKT,4,grandbaby fun soothie pacifier/wubbanub monkey,grandbaby fun soothie pacifier/wubbanub monkey.<br complaint pretty pricey stuff animal good quality,0.802,0.112,0.408,0.48
2816,R28IWJHQ5MWNA8,5,dance dragon,freak cute dragon see dog cat bear want something little interesting awesome type paci since hospital love paci iand dragon get excite every time pull love suck tail,0.9453,0.124,0.406,0.47
2817,R3P6MZXP7NTGEY,5,five star,pacifier cutest,0.5859,0.0,0.208,0.792
2818,R68G0U0POZHHU,5,five star,friend baby look cute sucking,0.7351,0.0,0.326,0.674
2819,RILJFP4CWXCXB,4,star think good grand daughter newborn use,rat star think good grand daughter newborn use nipple tad bit big like small one lbs birth use get bit big would rate star easy use find stays place,0.8834,0.0,0.689,0.311
2820,r2jtmocvvf2682,5,five star,baby product,0.0,0.0,1.0,0.0
2821,R2P28IJCMF7GDT,5,super cute,amaze,0.5423,0.0,0.0,1.0
2822,RGVHKJEEPKH5C,5,great breastfeeding baby,best pacifier get breastfeeding baby issue nipple confussion love thay thay come sterilize box pacifier baby take affected willingness desire breastfeed,0.9118,0.052,0.519,0.429
2823,R3AE2VKO9B0H5I,5,adorable paci,daughter exclusively breastfeed affect feeding love everyone love cute,0.9081,0.0,0.345,0.655
2824,R1MORWT7YVBFKK,1,picture show latex,silicon like one sell store latex,0.3612,0.0,0.667,0.333
2825,R13URA1XIURMDH,4,four star,cute,0.4588,0.0,0.0,1.0
2826,R17TUKKLT8YB7G,5,five star,cut pacifier planet,-0.2732,0.512,0.488,0.0
2827,RMDY2DF6WAYPZ,5,five star,perfect boy,0.5719,0.0,0.213,0.787
2828,R1F5W82PEAC6AM,5,best bottle get breastfeed baby,bottle amaze baby exclussively breastfed month return work worried heard mom baby want breastfeed introduce bottlefeed tried avent nuk woudn't drink mam bottle cause nipple confussion month old still breastfeed home bottlefeeds i'm work issue careful assemble may leak warm bottle take time put bottle together make sure assemble tightly correctly happen,0.6124,0.076,0.748,0.176
2829,RI0VB034MXT7G,5,cute style,daughter love wubba nub go war get give great easily lose like plain pacifier child imprint clutch constantly comfort love little elephant particularly cute another favorite dragon style,0.9617,0.13,0.354,0.516
2830,R2Q6WVNP1TFPMW,4,four star,pretty cool glow dark charge bedtime easy find night,0.8126,0.0,0.417,0.583
2831,R2ZBYDVWATH9D9,5,five star,daughter love,0.6369,0.0,0.192,0.808
2832,R2VRYXP6NB2YZ2,5,love tommee tippee brand pacifier hold,love tommee tippee brand pacifier hold well expectation glow well dark that's buy buy use tommee tippee bottle would longer take hospital pacifier amazon one best price love get two day free shipping prime especially since can't find size need store,0.9674,0.0,0.609,0.391
2833,R2WFG1L89KE57O,5,five star,newborn love one month old still want,0.6705,0.0,0.476,0.524
2834,R1VRVF5838MVU0,5,mam air silicone pacifier,mam air silicone pacifier good,0.4404,0.0,0.58,0.42
2835,RKDRNQQPLRQP1,4,great product junk shipping,great product overall issue recieved case crack break front back buy gift would extremely upset fact good thing ship cheap envelope,0.8058,0.096,0.566,0.338
2836,R2ZCUNWP10OPID,5,five star,love fast shipping,0.6369,0.0,0.323,0.677
2837,R104XXT8JZ7XR4,5,wubbanub,wubbanubs whole wonderful granddaughter manipulate fairly well week fyi confetti puppy little fatter/rounder giraffe pink bear stay place well giraffe pink bear due top heaviness whole helpful,0.9062,0.0,0.595,0.405
2838,R2DSM6AY5OE49A,4,four star,baby boy love come wrong color matter,0.296,0.25,0.323,0.427
2839,R1X4K31XZI45EU,5,pacie baby like,tried major brand pacifier one month keep mouth easy clean get water trap like others try bonus design cute girl include blue one,0.9062,0.068,0.501,0.431
2840,ROI4PACKY0AYT,5,cheap walmart,describe cheap walmart,0.0,0.0,1.0,0.0
2841,R3IUPJ8NLUE4I6,4,four star,sterilize pacifier,0.0,0.0,1.0,0.0
2842,R2OIQCURCZ624Q,5,five star,mold single piece rubber make easy wash sterilize,0.4404,0.0,0.707,0.293
2843,R2QYRS4X7L4ZVI,5,amazing product,thank much want actually come earlier expect great thank definitely purchase seller,0.9022,0.0,0.348,0.652
2844,r2ffxi7zl2rhi7,5,five star,good,0.4404,0.0,0.0,1.0
2845,r2ks94wmikfh3c,5,five star,cute,0.4588,0.0,0.0,1.0
2846,R2TNLZ2RE7QOJO,5,sleep tight baby,purchase bear friend whose granddaughter baby sleep sound bear sound much like womb sound bear well make nice size baby sleep much good mean another baby would react much differently,0.91,0.0,0.649,0.351
2847,R34V01LU9YA1Y4,5,still try break habit,wubbanubs like crack daughter easy little hand grab onto get dirty throw washer wash great i've even stitch new pacifier one get wore,0.8593,0.087,0.54,0.373
2848,R2STRCETCZ9JKC,5,five star,nephew look adorable pacifier,0.4939,0.0,0.484,0.516
2849,R2KT7JP3DQYNPF,3,subpar,hard open cheap construction,-0.1027,0.318,0.682,0.0
2850,RMVO04AK0UTTW,5,five star,adorable receive quickly,0.4939,0.0,0.385,0.615
2851,R27H2ST90ZO4PK,5,five star,best pacis,0.6369,0.0,0.192,0.808
2852,R32WDR5YR231JD,3,bad,pretty cool use first use plastic case come mam's guess seem clean,0.802,0.0,0.523,0.477
2853,R33JR4L7LTQCGH,4,four star,think great game,0.6249,0.0,0.328,0.672
2854,R75T9UCA64Z74,5,love must little man life,absolutely adorable little guy favorite mustache great teether material nipple orthodontic make food-grade silicone fantastic pacifier teether one buyer beware though...i've order like last year return several knock offs name brand sell fctry one keep much good make thicker plastic base seem much safe little guy,0.9691,0.0,0.637,0.363
2855,R3EJXV14VFQ5RF,4,four star,compleyely exspected love still,0.6369,0.0,0.417,0.583
2856,R16H1I6C0C5IZT,5,great baby,funny binky,0.4404,0.0,0.256,0.744
2857,R3JACPKHRJF0L,5,five star,another great avend product,0.6249,0.0,0.423,0.577
2858,R3TP52BU5OUX0H,5,must,convenient diaper bag try locate pacifier,0.0,0.0,1.0,0.0
2859,R1M2IQ33DY16E1,5,picky baby,one daughter use,0.0,0.0,1.0,0.0
2860,RVIMRCBH39HAN,5,five star,funny baby,0.4404,0.0,0.256,0.744
2861,R1PFF9UWVVGHRD,1,recall contain lead,buy different version style maker baby shower gift recall news month later around nov contain lead paint,0.4404,0.0,0.847,0.153
2862,R3HOL8EV5UHA4R,5,five star,perfect love cant live without,0.836,0.0,0.275,0.725
2863,R3OV2R4ORX44E6,5,five star,son take well pacifier,0.2732,0.0,0.588,0.412
2864,R313I8MNA7J031,5,five star,love love love elephant can't go bed without thing,0.9274,0.0,0.323,0.677
2865,RC7DDMHCYWN19,1,glow enough,barely glow dark end get mam glow dark pacifier much much good,0.4404,0.0,0.791,0.209
2866,R3IBFUUU6XUELP,5,five star,fast ship exactly expect,0.0,0.0,1.0,0.0
2867,R1WYIOM070XPAG,5,great pacifier,love pacifier unlike one specially shape orthodontic reason nuk one orientation make easy baby put back his/her mouth try another brand frustrate child would sometimes put back upside one impossible,0.6249,0.081,0.728,0.191
2868,R1EY8N900X5BH7,5,five star,best,0.6369,0.0,0.0,1.0
2869,RDY7M1XQTLCJO,5,five star,excellent,0.5719,0.0,0.0,1.0
2870,R3RC7TR0Q8RSXR,5,pacifier son give,pacifier son give hospital would take kind pacifier wish little easy put pacifier clip bounce drop thrown across room month old,0.7655,0.076,0.611,0.313
2871,R1HYB39QZEBAII,5,five star,pacifier son take,0.0,0.0,1.0,0.0
2872,R1KQUX6NWFC7OV,5,five star,thanks,0.4404,0.0,0.0,1.0
2873,R5YFTAF8YPT7U,5,five star,good product,0.4404,0.0,0.256,0.744
2874,R18RD4NQSHQQS6,4,four star,grand daughter like,0.6705,0.0,0.154,0.846
2875,R2B89U65RIKJRP,5,five star,baby love,0.6369,0.0,0.192,0.808
2876,RURJE57QFSFH9,5,five star,perfect baby gift every time,0.765,0.0,0.312,0.688
2877,R3H0W1R7W08R59,5,five star,great product,0.6249,0.0,0.196,0.804
2878,RXMRM18VOV0E8,5,five star,good complains vendor deliver fast,0.0772,0.306,0.353,0.341
2879,RCEOSPB2XK41O,2,two star,color show,0.0,0.0,1.0,0.0
2880,R7HUEK5G9523O,5,five star,good complains vendor deliver fast,0.0772,0.306,0.353,0.341
2881,R1CJ8RKKW8JTW5,5,good pacifier,baby love puppy,0.6369,0.0,0.323,0.677
2882,R2QIBLNJSP9JLI,5,buy,super soft need,0.5994,0.0,0.339,0.661
2883,R2Q1YD1C9E95XM,5,five star,great see dark,0.6249,0.0,0.328,0.672
2884,R2T8RY5DITHCM7,5,since dog eat one like,get niece since dog eat one like,0.3612,0.0,0.706,0.294
2885,R22V6Z1JE1J2TI,5,five star,excellent,0.5719,0.0,0.0,1.0
2886,R3QDZZPY8WG42S,5,five star,get time love use pic.s,0.6369,0.0,0.488,0.512
2887,R7W7JY80DYINK,5,five star,love,0.6369,0.0,0.0,1.0
2888,R2IZQL5W2Z8CGC,5,highly recommend anyone supplement breast,little girl love bottle would take brand tried close thing real deal find highly recommend anyone supplement breast milk seem cause nipple confusion like others little one switch breast bottle problem can't give star i'd like love love love product oh bonus binkies baby girl take binky even one give hospital take allow mamma extra sleep,0.975,0.062,0.571,0.367
2889,R3TXLYT9QS38Z,5,five star,baby's comfort toy,0.3612,0.0,0.444,0.556
2890,R3CCRO5U0ZH984,4,four star,come day late color advertise cute,0.4588,0.0,0.625,0.375
2891,RBXGFNU33EE7S,3,three star,thing like easily replaceable pacifier attach,0.5994,0.0,0.449,0.551
