,review_id,awesome,great,cute,clean,favorite,dirty,loose,expensive,unfortunately,wrong
1388,R177LNVH2PKFUP,not,not,in,not,not,not,not,not,not,not
1389,R3CVRHADGT98YA,in,not,not,not,not,not,not,not,not,not
1390,R13GON04FZ7HK9,not,not,not,not,not,not,not,not,not,not
1391,R1PC028HPCZJFC,not,not,not,not,not,not,not,not,not,not
1392,R19YN5FHF9UI1C,not,not,not,not,not,not,not,in,not,not
1393,R24QSSVJ0PA20G,not,not,not,not,not,not,not,not,not,not
1394,R3CR1KG1STHN7G,not,not,not,not,in,not,not,not,not,not
1395,R3D8KKN0L5KLT7,not,not,not,not,not,not,not,not,not,not
1396,R2OIY0TB3SSCD2,not,not,not,not,not,not,not,not,not,not
1397,R2LAS710OFFZIT,not,not,not,not,not,not,not,not,not,not
1398,R2FFXVF3J1K531,not,not,not,not,not,not,not,not,not,not
1399,R2BR9Z9T4OR8GU,not,not,not,in,not,not,not,not,not,not
1400,R35S8LKFW1QFYC,not,not,not,not,not,not,not,not,not,not
1401,R1YBAWE6X0JK5L,not,not,not,not,not,not,not,not,not,not
1402,RWJJGTXV786XE,not,not,not,not,not,not,not,not,not,not
1403,R16I16YKUCZ9CM,not,not,not,not,not,not,not,not,not,not
1404,R6AO8NUJSW1XW,not,not,not,not,not,not,not,not,not,not
1405,R3NLF6LZEAUUQL,not,not,not,not,not,not,not,not,not,not
1406,R17XC4S20Q29BX,not,not,not,not,not,not,not,not,not,not
1407,R2BJ1ANK99GQNE,not,not,not,not,in,not,not,not,not,not
1408,R2XJXAYSFHCUPW,not,not,not,not,not,not,not,not,not,not
1409,R2UWEPROO4TRF,not,in,not,not,not,not,not,not,not,not
1410,R1M7ZPPGY0EHOH,not,not,not,not,not,not,not,not,not,not
1411,R2V2FXNWQWA4IT,not,in,not,not,not,not,not,not,not,not
1412,R24RAVRO1YK5SM,not,not,not,in,not,not,not,not,not,not
1413,R21BJMKC2RE92O,not,not,not,not,not,not,not,not,not,not
1414,R31YJH18E1FQ8T,not,not,not,not,not,not,not,not,not,not
1415,R334ZPZX4ADC6U,not,not,not,not,not,not,not,not,not,not
1416,RRXJORYLE4JLE,not,not,not,not,not,not,not,not,in,not
1417,R4Y41ZUJJF15D,not,not,not,not,not,not,not,not,not,not
1418,R3TN5SDEXGBLIT,not,not,not,not,not,not,not,not,not,not
1419,R1NWQ5GL3T53CJ,in,not,not,not,not,not,not,not,not,not
1420,R2NP9MCFPFEHRU,not,not,not,not,not,not,not,not,not,not
1421,RMQ9FH73MJBLT,not,not,not,not,not,not,not,not,not,not
1422,R2F3ZJKTVRZFTY,not,not,not,not,not,not,not,not,not,not
1423,RMCPAWWF18CIM,not,not,in,not,not,not,not,not,not,not
1424,R34JG6XM5W9F09,not,not,not,not,not,not,not,not,not,not
1425,R27KREDKWPF9PT,not,not,not,not,not,not,not,not,not,not
1426,R25HRF4IAZJ9FN,not,not,not,not,not,not,not,not,not,not
1427,RO2MTWJGGHDDL,not,not,not,not,not,not,not,not,not,not
1428,R1JZD8YJNCB0DC,not,in,not,not,not,not,not,not,not,not
1429,R3S1JM5XRCBSEI,not,not,not,in,in,not,not,not,not,not
1430,R3V3JYYG25JDRE,not,not,not,not,not,not,not,not,not,not
1431,R1HCEGWQEB7QLF,not,not,in,not,not,not,not,not,not,not
1432,R3PTX1GWFL3G48,not,not,not,not,not,not,not,not,not,not
1433,R3HTIFS0JZFSW7,not,not,not,not,not,not,not,not,not,not
1434,R18UURIR0ATWFK,not,not,not,not,not,not,not,not,not,not
1435,R8T1F90ZE6K8I,not,not,not,not,not,not,not,not,not,not
1436,R1QY0XBXEEB9D5,not,not,not,not,not,not,not,not,not,not
1437,R14IUQGFRWAAFX,not,not,not,not,not,not,not,not,not,not
1438,R1S50U3X2R2855,not,not,in,not,not,not,not,not,not,not
1439,R2QAV3VAY02WMV,not,not,not,not,not,not,not,not,not,not
1440,rfn6pisw76tfm,not,in,not,in,not,not,not,not,not,not
1441,r2cxt89lghlrd5,not,not,not,not,not,not,not,not,not,not
1442,r3l28yt0okvj6i,not,not,not,not,not,not,not,not,not,not
1443,r29q3j8lmpqlbi,not,not,not,not,not,not,not,not,not,not
1444,R3NVKVRULDI8PW,not,in,not,not,not,not,not,not,not,not
1445,R18AD36M5O4EDE,not,not,not,not,not,not,not,not,not,not
1446,RSBU5WKKG633W,not,not,not,not,not,not,not,not,not,not
1447,R1OX7A4ZA078RX,not,not,not,not,not,not,not,not,not,not
1448,R2HPPVA9CCM0DZ,not,not,not,not,not,not,not,not,not,not
1449,R1YNHJUHGRXWIQ,not,not,not,not,not,not,not,not,not,not
1450,R2YVQOA4BQ01M6,not,not,not,not,not,not,not,not,not,not
1451,R2J7417I25ND40,not,not,not,not,not,not,not,not,not,not
1452,R4BRVA5Z3G0NQ,not,not,not,not,not,not,not,not,not,not
1453,r3cx0cotf5aj8o,not,not,not,not,not,not,not,not,not,not
1454,R1ICRPA6SFXOQ5,not,not,not,not,not,not,not,not,not,not
1455,R3AQHDDP2K9BY2,not,not,not,not,not,not,not,not,not,not
1456,R3OSASJS8Z1I2G,not,not,not,not,not,not,not,not,not,not
1457,R21RKDYHTROUFZ,not,not,not,not,not,not,not,not,not,not
1458,R309L57KP15ZK1,not,not,not,not,not,not,not,not,not,not
1459,R3RU8UGHIAWSEY,not,not,not,not,in,not,not,not,not,not
1460,R3UH9LQCMY5U3P,not,not,in,not,not,not,not,not,not,not
1461,R2FH3COAGBJIDL,not,not,not,not,not,not,not,not,not,not
1462,R167VLKG3DNDQL,not,not,not,not,not,not,not,not,not,not
1463,R1K8TDVSCYJCG8,not,not,not,not,not,not,not,not,not,not
1464,R2VBX2DL4DOHPN,not,not,not,not,not,not,not,not,not,not
1465,RJMVRPZUMU36V,not,not,not,in,not,in,not,not,not,not
1466,R22QQKWQFY3HHN,not,not,not,not,not,not,not,not,not,not
1467,RN6NODIR5CVLR,not,not,in,not,not,not,not,not,not,not
1468,R1MJ1MP4EG17U6,not,not,not,not,not,not,not,not,not,not
1469,R2F78QZLYX0UU2,not,not,not,not,not,not,not,not,not,not
1470,RUW9TL3Q7BGRV,not,not,not,not,not,not,not,not,not,not
1471,R1VOXO5WIE2Q0B,not,not,not,not,not,not,not,not,not,not
1472,R20OB3LHGI9VXS,not,not,in,not,not,not,in,not,not,not
1473,R3Q1RS1ZMMWILE,not,not,not,not,not,not,not,not,not,not
1474,R294NRIEPOF35I,not,not,not,not,not,not,not,not,not,not
1475,R16CFWUDKFVRHA,not,in,not,not,not,not,not,not,not,not
1476,R1CIHPAEW7R32Y,not,not,in,not,not,not,not,not,not,not
1477,R3U4NRZOFAT3F7,not,not,not,not,not,not,not,not,not,not
1478,R24L8X5VC4LJLS,not,not,not,not,not,not,not,not,not,not
1479,RPZZ8WHGS90LM,not,not,not,not,not,not,not,not,not,not
1480,R2FND55KCUUG8E,not,not,not,not,not,not,not,not,not,not
1481,R3CMUA6Q2S7FB0,not,not,not,not,not,not,not,not,not,not
1482,R1K2XBP107PESC,not,in,not,not,not,not,not,not,not,not
1483,R3HZF5PBG9I7JO,not,not,not,not,not,not,not,not,not,not
1484,R2J78HXSP7XCL0,not,not,not,not,not,not,not,not,not,not
1485,R197T5NMZ6NV7V,not,not,not,not,not,not,not,not,not,not
1486,R23SDTLXEGP1RL,not,not,not,not,not,not,not,not,not,not
1487,R2MVMPCIMW69KB,not,not,not,not,not,in,not,in,not,not
1488,R2X5N8GD7SPKRE,not,not,not,not,not,not,not,not,not,not
1489,RLW7G9ZOHHZL0,not,not,not,not,not,not,not,not,not,not
1490,R14PKCA4LHAXAL,not,not,not,in,not,not,not,not,not,not
1491,R2C1XW3I0U9YWG,not,not,in,not,not,not,not,not,not,not
1492,R1HKO0LLCXKIKI,not,not,not,not,not,not,not,not,not,not
1493,R1306LE056AGQK,not,not,not,not,not,not,not,not,not,not
1494,R1SN4CVKFMIE38,not,not,not,not,not,not,not,not,not,not
1495,R2EHNK9HA3OG1,not,not,not,not,not,not,not,not,not,not
1496,R2TH2E8934H2CX,not,not,not,not,not,not,not,not,not,not
1497,R3OQDEQ0E1QU56,not,not,not,in,not,not,not,not,not,not
1498,R36WP8YE9XAQ8U,not,not,in,not,not,not,not,not,not,not
1499,R1WVYLW3PLV45R,not,not,not,not,not,not,not,not,not,not
1500,R12HHWTSWZNL4J,not,not,not,not,not,not,not,not,not,not
1501,RTTCDP9NH0AU0,not,not,not,not,not,not,not,not,not,not
1502,R3DANHCXO6OXWI,not,not,not,not,not,not,not,not,not,not
1503,R2X9AR0MN4ZZ8J,not,not,not,not,not,not,not,not,not,not
1504,R1QOZ57IH16ECP,not,not,not,not,in,not,not,not,not,not
1505,R2INS13L0QSUSP,not,not,not,not,not,not,not,not,not,not
1506,R3FCX3UJFRD3ST,not,not,not,not,not,not,not,not,not,not
1507,R6LC8FZGLKKZK,not,not,not,not,not,not,not,not,not,not
1508,R1QM4QZXYZUOL4,not,not,not,not,not,not,not,not,not,not
1509,R4H9C2WYPGOS7,not,not,not,not,not,not,not,not,not,not
1510,R1H91WLKOD64KF,not,not,not,not,not,not,not,not,not,not
1511,rgxbxw8gb9yks,not,not,not,not,not,not,not,not,not,not
1512,R27BNLTU4LT7XB,not,not,not,not,not,not,not,not,not,not
1513,RY07AQ8ILZWWK,not,not,not,not,not,not,not,not,not,not
1514,R1KT46T4LSV7Q2,not,not,not,not,not,not,not,not,not,not
1515,R1H52SN378XSN4,not,not,not,not,not,not,not,not,not,not
1516,R8T2M3UGNAIV2,not,not,not,not,not,not,not,not,not,not
1517,R13OZXQ3LFH632,not,not,not,not,not,not,not,not,not,not
1518,R2QLDRUCRK0YPC,not,not,not,not,not,not,not,not,not,not
1519,R348BRJEVC7C2V,not,not,not,not,not,not,not,not,not,not
1520,R169HFXUJZ5ALY,not,not,not,not,not,not,not,not,not,not
1521,R2YY2GH10T7CLT,not,not,not,not,not,not,not,not,not,not
1522,R3I3HBUBIFY20R,not,not,not,not,not,not,not,not,not,not
1523,R163ASEGAACVR7,not,not,not,not,not,not,not,not,not,not
1524,R3MEHJRJKPA5W8,not,not,not,not,not,not,not,not,not,not
1525,R15BY10MMAMKDR,not,not,not,not,not,not,not,not,not,not
1526,R2A54EK4J7R5LP,not,not,not,not,not,not,not,not,not,not
1527,RGTPH9372L8O2,not,not,not,not,not,not,not,not,not,not
1528,R256X1CHTVTINC,not,not,in,not,not,not,not,not,not,not
1529,R1FVIT0JKC5QZH,not,not,not,not,not,not,not,not,not,not
1530,R29N8XI2HGNNVE,not,not,not,not,not,not,not,not,not,not
1531,R1YHRTTQB2L6S0,not,in,not,not,not,not,not,not,not,not
1532,R2VABZ693JUUOR,not,not,in,not,not,not,not,not,not,not
1533,RVO7ZLMSRKWPI,not,not,not,not,not,not,not,not,in,not
1534,RA7NY7CBEOU3Q,not,not,not,not,not,not,not,not,not,not
1535,RHRVYT4G749GL,not,not,not,not,not,not,not,not,not,not
1536,R3S9NSZW09PGG4,not,not,not,not,not,not,not,not,not,not
1537,R1XRNPCEAD9LZS,not,not,not,not,not,not,not,not,not,not
1538,R1MV02SXUJO663,not,not,not,not,not,not,not,not,not,not
1539,R3PV9N03PT46YS,not,not,in,not,not,not,not,not,not,not
1540,R3N97OVRERJ3QZ,not,not,not,not,not,not,not,not,not,not
1541,R3F6HO6Y17L0WS,not,not,not,not,not,not,not,not,not,not
1542,RF44386C5X9QR,not,not,not,not,not,not,not,not,not,not
1543,R3G4USX9ZTWEOT,not,not,in,not,not,not,not,not,not,not
1544,R810ZRTKGES5J,not,not,not,not,not,not,not,not,in,not
1545,R65O5RBIBA4I2,in,not,not,not,not,not,not,not,not,not
1546,R2I4WX0B12YR6B,not,not,not,not,not,not,not,not,not,not
1547,R2MY1KTSUQHM19,not,not,not,not,not,not,not,not,not,not
1548,R2KMZRBQ1R3G7C,not,not,not,not,not,not,not,not,not,not
1549,R137IDN3YCQYQF,not,not,not,not,not,not,not,not,not,not
1550,R3URHI09RG5XZO,not,not,in,not,not,not,not,not,not,not
1551,R1EHJ8R9JFCX77,not,not,not,not,not,not,not,not,not,not
1552,R1KR4DFPWLERCT,not,not,not,not,not,not,not,not,not,not
1553,R15NSXJ6UTKEA8,not,not,in,not,not,not,not,not,not,not
1554,R2GO8AYQWF9NMP,not,not,in,not,not,not,not,not,not,not
1555,RE2UI6L1E5Q4C,not,not,not,not,not,not,not,not,not,not
1556,R2J849PVN2MLSG,not,not,not,not,not,not,not,not,not,not
1557,R3G0XNLTCOQEL6,not,not,in,not,not,not,not,not,not,not
1558,R2X81ENT9L53BE,not,not,in,not,not,not,not,not,not,not
1559,R2U4DJYSSQ8WUX,not,in,not,not,not,not,not,not,not,not
1560,ROHE7TNKIWO07,not,not,not,not,in,not,not,not,not,not
1561,R350NZJRPCPCJ4,not,not,not,not,not,not,not,not,not,not
1562,R2GLNBZ5OZXLCY,not,not,not,not,not,not,not,not,not,not
1563,RCRWLJOXK0MP0,not,not,in,not,not,not,not,not,not,not
1564,R1VUUVWEQ2ZNP6,not,in,not,not,not,not,not,not,not,not
1565,R1PN6MD4DO50SY,not,not,in,not,not,not,not,not,not,not
1566,R3MTWF71TFM3HM,not,not,not,not,not,not,not,not,not,not
1567,R2VOBSBN4GLFY1,not,not,not,not,not,not,not,not,not,not
1568,RYMUKYZVY6T4P,not,not,not,not,not,not,not,not,not,not
1569,R27TD1G1AR9BFT,not,not,not,not,not,not,not,not,not,not
1570,R186SDV4A7KYJH,not,not,not,not,not,not,not,not,not,not
1571,RYNYQDUPFANYC,not,not,not,not,not,not,not,not,not,not
1572,R314RBU6YV62WN,not,not,in,in,not,not,not,not,not,not
1573,R12JRBIHS47VK1,not,not,not,not,not,not,not,not,not,not
1574,R2KY791SD00NFU,not,in,in,not,not,not,not,not,not,not
1575,R3E9OG4UWM0OU2,not,not,not,not,not,not,not,not,not,not
1576,R1TTO5ZF3GU9GI,not,not,not,not,not,not,not,not,not,not
1577,R1WTP6S4AL7AEI,not,not,not,in,not,not,not,not,not,not
1578,R2ADW2NKHIXAAA,not,not,not,not,not,not,not,not,not,not
1579,R37K0Z6VRKV51I,not,not,not,not,not,not,not,not,not,not
1580,R22QF3ABY5DWYG,not,not,not,not,not,not,not,not,not,not
1581,RBB9EJBS43JPL,not,not,not,not,not,not,not,not,not,not
1582,R2ZA3HP524GN36,not,not,not,not,not,not,not,not,not,not
1583,R8WA49MZZ4F82,not,not,not,not,not,not,not,not,not,not
1584,R10127Q4Z83SQN,not,not,not,not,not,not,not,not,not,not
1585,R2Y9XW93XN2QYN,not,not,not,not,not,not,not,not,not,not
1586,R2JR9UI8S5HHYI,not,not,not,not,not,not,not,not,not,not
1587,R2L9W7L2NQ1MVQ,not,not,not,not,not,not,not,not,not,not
1588,R1GZ2EOU81CXH1,not,not,not,not,not,not,not,not,not,not
1589,R30S0A9TDHQLW8,not,not,not,not,not,not,not,not,not,not
1590,R37AV3ASY0HBFS,not,not,not,not,not,not,not,not,not,not
1591,R8ZL5V7PL2FLM,not,not,not,not,not,not,not,not,not,not
1592,R1QM8CW17UHO74,not,not,in,not,not,not,not,not,not,not
1593,R3761ZBT76RUT9,not,not,not,not,not,not,not,not,not,not
1594,R7BHWGG18Y1NZ,not,not,not,not,not,not,not,not,not,not
1595,R1SS8XWT9K57QM,not,not,not,not,not,not,not,not,not,not
1596,R2TJF6JWDBRI0S,not,not,not,not,not,not,not,not,not,not
1597,RY8BRIWOLUR8F,not,not,not,not,not,not,not,not,not,not
1598,R1A257LHILWH5A,not,not,not,in,not,not,not,not,not,not
1599,R3K8LZ2KNMFKXK,not,not,not,not,not,not,not,not,not,not
1600,R3S8GXM4QQ641U,not,not,not,not,not,not,not,not,not,not
1601,R3V3165YSZYUS7,not,not,not,not,not,not,not,not,not,not
1602,RGVJL475S9SKQ,not,not,in,not,not,not,not,not,not,not
1603,R1VVD7QOJKZF0H,not,not,not,not,not,not,not,not,not,not
1604,R1GHXC4R97ZA72,not,not,not,not,not,not,not,not,not,not
1605,R1JDXJ3BMNBUUZ,not,in,not,not,not,in,not,not,not,not
1606,R1QQ84R8J3YOG4,not,not,not,not,not,not,not,not,not,not
1607,R3K52DU74YMU0K,not,not,not,not,not,not,not,not,not,not
1608,R2WN5E48QB5PL0,not,not,not,not,not,not,not,not,not,not
1609,r2amlsiy68dk6b,not,in,not,not,not,not,not,not,not,not
1610,R20WNRB613U710,not,not,not,not,not,not,not,not,not,not
1611,R7PSW755M5Z75,not,not,in,not,not,not,not,not,not,not
1612,R2RBFNNQJIQSIB,not,not,not,not,not,not,not,not,not,not
1613,RIS8TLQHXGUQC,not,not,not,not,not,not,not,not,not,not
1614,R2Q2QOUWCFS6ZO,not,not,not,not,not,not,not,not,not,not
1615,r3v1gnc650mo40,not,not,not,not,not,not,not,not,not,not
1616,R3FDUD6F8MQNYX,not,in,in,not,not,not,not,not,not,not
1617,R2588BGBUKCLQE,not,not,in,not,not,not,not,not,not,not
1618,R3J8MJAK7AENGH,not,in,not,in,not,not,not,not,not,not
1619,RF1BAHAUMR7G8,not,not,not,not,not,not,not,not,not,not
1620,rjob05n97kso2,not,not,not,not,not,not,not,not,not,not
1621,r137sd79fzh81,not,not,not,not,not,not,not,not,not,not
1622,r37gtjfcylf4uq,not,not,not,not,not,not,not,not,not,not
1623,r3ltjzjgc6tqy8,not,not,not,not,not,not,not,not,not,not
1624,R2TZIZCEII1KES,not,not,not,not,not,not,not,not,not,not
1625,R2BTI54BN7NQDP,not,not,not,not,not,not,not,not,not,not
1626,R3TA93MBST27T8,not,not,not,not,not,not,not,not,not,not
1627,R3I2EP0S7IQZ02,not,not,not,not,not,not,not,not,not,not
1628,RSO4XUEY6NULJ,not,not,not,not,not,not,not,not,not,not
1629,R382XC8NCK8QKU,not,not,not,not,not,not,not,not,not,not
1630,R16QYFZWSZHVWY,not,not,not,not,not,not,not,not,not,not
1631,R1UC0X9QF128LZ,not,not,in,not,not,not,not,not,not,not
1632,RZ168SCVAJ770,not,not,not,not,not,not,not,not,not,not
1633,R1L9Q247CRFTU5,not,not,not,not,not,not,not,not,not,not
1634,R3G3DMCXDOENI,not,not,not,not,not,not,not,not,not,not
1635,R3PGE6MUXGC9IX,not,not,in,not,not,not,not,not,not,not
1636,R2E6PDAMZGT9XI,not,not,not,not,not,not,not,in,not,not
1637,R38GTV7WW7D0UV,not,not,not,not,not,not,not,not,not,not
1638,R1VYCGG4L7DZY1,not,not,not,not,not,not,not,not,not,not
1639,R3H1OF8YJK8R1H,not,not,not,not,not,not,not,not,not,not
1640,R238Y3OCLXXJTO,not,not,not,not,not,not,not,not,not,not
1641,R2YLU61GH5B8PD,not,not,not,not,not,not,not,not,not,not
1642,R3IP42SM2K2ASY,not,not,not,not,not,not,not,not,not,not
1643,R351NLSGBLKQJT,not,not,not,not,not,not,not,not,not,not
1644,r6i3uuwp04z9l,not,not,not,not,not,not,not,not,not,not
1645,RP12SN6B4CYWQ,not,not,not,not,in,not,not,not,not,not
1646,R2FVLV5EQ6RXQI,not,not,not,not,not,not,not,not,not,not
1647,R37TFSYXR64G05,not,not,not,not,not,not,not,not,not,not
1648,R1PETCAE04XXIQ,not,not,not,not,not,not,not,not,not,not
1649,R1AGP1BTAWLMZ1,not,not,not,not,not,not,not,not,not,not
1650,R2ZJJH23M8PHWZ,not,not,not,not,not,not,not,not,not,not
1651,RMHU7K9AWFPJ,not,not,not,not,not,not,not,not,not,not
1652,RQ409ZI9GUM5L,not,not,in,not,not,not,not,not,not,not
1653,RF61B9O2O023L,not,in,not,not,not,not,not,not,not,not
1654,R37MPIJ4PZCY8G,not,not,not,not,not,not,not,not,not,not
1655,RVBNVFLSIIYFH,not,in,not,not,not,not,not,not,not,not
1656,R1OOO4FOP0MQSC,not,not,not,not,not,not,not,not,not,not
1657,R2ZFZVXFYXIIDO,not,not,not,not,not,not,not,not,not,not
1658,RGNLY9A3YUS3L,not,not,not,in,not,not,not,not,not,not
1659,R257LMFIPCF7RT,not,in,not,not,not,not,not,not,not,not
1660,R2AI7WSRJ6K4KB,not,not,not,not,not,not,not,not,not,not
1661,R3896CRZ3DBJ9,not,not,in,not,not,not,not,not,not,not
1662,R2UFZXNDTL2VUI,not,not,not,not,not,not,not,not,not,not
1663,R3NOOK7V0LVASI,not,not,not,not,in,not,not,not,not,not
1664,R3FXMDU2T0QXSC,not,not,not,not,not,not,not,not,not,not
1665,R2P4YMOCVN3Y4N,not,not,not,in,not,not,not,not,not,not
1666,R1L82IO0BWVTQ,not,not,in,not,not,not,not,not,not,not
1667,r37fxp499qxfxw,not,not,not,in,not,in,not,not,not,not
1668,RXRRX34C7ETUS,not,not,not,not,not,not,not,not,not,not
1669,R2GWIC6SI4BQDF,not,not,not,not,not,not,not,not,not,not
1670,RN59XIRMCYG8,not,not,not,not,not,not,not,not,not,not
1671,R21ZN3O21G90PD,not,not,in,not,not,not,not,not,not,not
1672,RAGFW84BH9LV5,not,not,not,not,not,not,not,not,not,not
1673,R3H45PI5UG2MXU,not,not,not,not,not,not,not,not,not,not
1674,r16xfux45icx7o,not,not,not,not,not,not,not,not,not,not
1675,R1CVZFTLPB1ABU,not,not,in,not,not,not,not,not,not,not
1676,R97D0S5PN8WTQ,not,not,not,not,not,not,not,not,not,not
1677,R2E732H210UU5U,not,not,not,not,not,not,not,not,not,not
1678,RQ252KBLO63JU,not,not,not,not,not,not,not,not,not,not
1679,R16U3UFZI1VODZ,not,not,not,not,not,not,not,not,not,not
1680,R3QCNBXEDJ78W4,not,not,not,not,not,not,not,not,not,not
1681,R1Q3RCDXLWCZT9,not,not,not,not,not,not,not,not,not,not
1682,R2ER1G30O1UHTA,not,not,not,not,not,not,not,not,not,not
1683,R3HS8IDXG5G4XE,not,not,not,not,not,not,not,not,not,not
1684,R2Y5M3PPRZHXMQ,not,not,not,not,not,not,not,not,not,not
1685,R3FUPU4NBTCZJ5,not,not,not,not,not,not,not,not,not,not
1686,RBGU9LQ6V3PBP,not,not,not,not,not,not,not,not,not,not
1687,R1HZ4PD4MHYCBO,not,in,not,in,not,not,not,not,not,not
1688,R1HOPMWEAH35MP,not,not,not,not,not,not,not,not,not,not
1689,R3EXDCYAIRNZRX,not,not,not,not,not,not,not,not,not,not
1690,R1HRS7E3ARR1B5,not,not,in,not,not,not,not,not,not,not
1691,R35A6PSFK2F2OO,not,not,not,not,not,not,not,not,not,not
1692,RY6HK2789RUC2,not,not,not,not,not,not,not,not,not,not
1693,R179BL5AGHUKY1,not,not,not,not,not,not,not,not,not,not
1694,R33PHA1C91A8CQ,not,not,not,not,not,not,not,not,not,not
1695,R2S6X2LENBPN2T,not,not,not,not,not,not,not,not,not,not
1696,R38QST98AHU5Q4,not,in,not,not,not,not,not,not,not,not
1697,R112V7UBR0PWBE,not,not,not,not,not,not,not,not,not,not
1698,R3RRQQAI72598M,not,not,not,not,not,not,not,not,not,not
1699,RRC3TWZVDFBD7,not,not,not,not,not,not,not,not,not,not
1700,R25FW3G998DPGM,not,not,not,not,not,not,not,not,not,not
1701,RZMYWL3I217UI,not,not,not,not,not,not,not,not,not,not
1702,R3R2TEPD8NNZQ1,not,not,not,not,not,not,not,not,not,not
1703,R15JWYVFFM8KE3,not,not,not,not,not,not,not,not,not,not
1704,R1OXI543YDFOSW,not,not,not,not,not,not,not,not,not,not
1705,RH2LOO4GVABHC,not,not,not,not,not,not,not,not,not,not
1706,R2C7NG6UR0BAMC,not,not,not,not,not,not,not,not,not,not
1707,R2EH7P0CYUGA1D,not,in,not,not,not,not,not,not,not,not
1708,R22RLTUB1N9VF4,not,not,in,not,not,not,not,not,not,not
1709,R3J5SP80NI54D6,not,in,not,in,in,not,not,not,not,not
1710,R3C74UX67YW51D,not,not,in,not,not,not,not,not,not,not
1711,R2OUXHPS3WUST9,not,not,not,not,not,not,not,not,not,not
1712,RA4HQ7YY955MJ,not,not,not,not,not,not,not,not,not,not
1713,RZ8G1BZ21SH3W,not,not,not,in,not,not,not,not,not,not
1714,R34M9Q8HZ47P5X,not,not,in,not,not,not,not,not,not,not
1715,RDZUMQDBY814K,not,in,not,not,not,not,not,not,not,not
1716,R2OXT1YA2B20PS,not,not,not,not,not,not,not,not,not,not
1717,RPCC2Q86K1TXW,not,not,not,not,not,not,not,not,not,not
1718,R3KQHDYZCL9R0R,not,not,not,not,not,not,not,not,not,not
1719,R1Y2RT065MBPZW,not,in,not,not,not,not,not,not,not,not
1720,R7IZ1JXUOFWOB,not,not,not,not,not,not,not,not,not,not
1721,R3TNMH7Q6GVHTG,not,not,not,not,not,not,not,not,not,not
1722,R2HLCGELGPV8YS,not,not,not,not,not,not,not,not,not,not
1723,R3MRGY2HIE86LO,not,not,not,not,not,not,not,not,not,not
1724,R18URJ5ZIEIH8R,not,in,not,not,not,not,not,not,not,not
1725,R1FWYZDOVOD2ZF,not,not,not,not,not,not,not,not,not,not
1726,R2DV61U9GUJUIN,not,not,not,not,not,not,not,not,not,not
1727,R2YSV9KPNAWTI6,not,not,in,not,not,not,not,not,not,not
1728,R35UFADPNE8HH8,not,not,not,not,not,not,not,not,not,not
1729,R22OQIO6TY0F98,not,not,not,not,not,not,not,not,not,not
1730,R3N99YGUY3OKA5,not,not,not,in,not,not,not,not,not,not
1731,R2VI1Z0CAAUY1E,not,not,not,not,not,not,not,not,not,not
1732,R2RQZ0FAGM3RCE,not,not,not,not,not,not,not,not,not,not
1733,R25QBLZIYRV9XQ,not,in,in,not,not,not,not,not,not,not
1734,R3OQNOYD904FCB,not,not,not,not,not,not,not,not,not,not
1735,R132U816G7W1W1,in,not,not,not,not,not,not,not,not,not
1736,R2YLJI521KFHS8,not,not,not,not,not,not,not,not,not,not
1737,RW4Q963SDI8ER,not,not,not,not,not,not,not,not,not,not
1738,R1YZ9C5OKAOQIQ,not,not,not,not,not,not,not,not,not,not
1739,R1KNTERFUWR2J9,not,not,not,not,not,not,not,not,not,not
1740,R1JNMV0P6L6ZEL,not,not,not,not,not,not,not,not,not,not
1741,R2X47E20PG2KJQ,not,not,not,not,not,not,not,not,not,not
1742,R3JZWCKKXBZH8G,not,in,not,not,not,not,not,not,not,not
1743,R14RGZ7YRVR3BC,not,not,in,not,not,not,not,not,not,not
1744,R2QQ1O64WPLV2O,not,not,not,not,not,not,not,not,not,not
1745,R1ODC5Q8GUU52S,not,not,not,not,not,not,not,in,not,not
1746,R25MI7N8YZ71YT,not,not,not,not,not,not,not,not,not,not
1747,R3M8EECMCXLDNG,not,not,not,not,not,not,not,not,not,not
1748,R3JFIQQ12KXPOI,not,not,not,not,not,not,not,not,not,not
1749,R3C81MQY872Q7C,not,not,not,not,not,not,not,not,not,not
1750,R2B1I5R4ZW6N5X,not,not,not,not,not,not,not,not,not,not
1751,R33KXIMIGASBVL,not,not,not,not,not,not,not,not,not,not
1752,R37RRRLY7EEA7K,not,not,not,not,not,not,not,not,not,not
1753,R3T0891RBD52CK,not,not,not,not,not,not,not,not,not,not
1754,R223DOWDBO85NM,not,not,in,not,not,not,not,not,not,not
1755,R3J5MX56O7ZAEU,not,not,not,not,not,not,not,not,not,not
1756,RX06APOPTOXX8,not,not,in,not,not,not,not,not,not,not
1757,R2OZ63AG3LDQM8,in,not,not,not,in,not,not,not,not,not
1758,R5YF5E9ODTZYV,not,not,not,not,not,not,not,not,not,not
1759,R21B1FREMIRBSN,not,in,not,not,not,not,not,not,not,not
1760,R2AWECDKNO6LHY,not,not,not,not,not,not,not,not,not,not
1761,R22ZUQMPA4OEY2,not,not,in,not,not,not,not,not,not,not
1762,R2Q9JNJWACBYFL,not,not,not,not,not,not,not,not,not,not
1763,R2LVXN4JZ163Q6,not,not,not,not,not,not,not,not,not,not
