,word,count,compound
1112,smoother/shinier,1,0.0
1113,dad-to-de,1,0.0
1114,nipple<br,3,0.0
1115,harmful,4,0.0
1116,hawaii,11,0.0
1117,great!<br,1,0.0
1118,yellow).<br,1,0.0
1119,cutie,1,0.3612
1120,weighty,1,0.0
1121,requested,1,0.0
1122,quality,7,0.0
1123,fancy,7,0.0
1124,accidently,4,0.0
1125,up/down,1,0.0
1126,go,2,0.0
1127,nanny,1,0.0
1128,we've,17,0.0
1129,economical,2,0.0
1130,it'sonit's,1,0.0
1131,friend’s,1,0.0
1132,nerve,1,0.0
1133,tha,2,0.0
1134,unsupervised,1,0.0
1135,greasy,2,0.0
1136,soft.<br,1,0.0
1137,non-wubbanub,1,0.0
1138,ebf,6,0.0
1139,flush,1,0.0
1140,child.<br,1,0.0
1141,closely,7,0.0
1142,popular,16,0.4215
1143,lovie-type,1,0.0
1144,uncomfortable,20,-0.3818
1145,scuff,1,0.0
1146,teething<br,1,0.0
1147,simply,49,0.0
1148,heaven,2,0.5106
1149,ina,1,0.0
1150,soothie-style,1,0.0
1151,billy,6,0.0
1152,grandma's,1,0.0
1153,lovable,1,0.6124
1154,worthwhile,1,0.34
1155,that，i,1,0.0
1156,enveloped,1,0.0
1157,grasp,1,0.0
1158,round,6,0.0
1159,pinky,1,0.0
1160,nasty.<br,1,0.0
1161,best-quality,1,0.0
1162,nebraska,1,0.0
1163,absurd,1,0.0
1164,experience.strong,1,0.0
1165,toy,9,0.0
1166,modern.<br,1,0.0
1167,inseperable,1,0.0
1168,absolutely,196,0.0
1169,times!<br,1,0.0
1170,co-worker's,1,0.0
1171,beautifiul,1,0.0
1172,funny...great,1,0.0
1173,slow,5,0.0
1174,mother's,2,0.0
1175,relevant,1,0.0
1176,sparkly,3,0.0
1177,leak,4,-0.34
1178,shallow,3,0.0
1179,comesto,1,0.0
1180,unbiased,3,-0.0258
1181,everyday,9,0.0
1182,tried.<br,1,0.0
1183,ultra-functional,1,0.0
1184,side,2,0.0
1185,did!we,1,0.0
1186,rare,6,0.0
1187,final,1,0.0
1188,stars!....oh,1,0.0
1189,compleyely,1,0.0
1190,guard,1,0.0
1191,cheap-o,2,0.0
1192,almost-perfect,1,0.0
1193,perpendicular,1,0.0
1194,bulb-like,1,0.0
1195,father,1,0.0
1196,essentially,3,0.0
1197,interruption-free,1,0.0
1198,none,3,0.0
1199,sister-in-law,1,0.0
1200,out-of-town,1,0.0
1201,awful,14,-0.4588
1202,beatiful,3,0.0
1203,i'd,38,0.0
1204,kiss,1,0.4215
1205,machine-washed,1,0.0
1206,weight,3,0.0
1207,once,165,0.0
1208,nippple,1,0.0
1209,monkey,20,0.0
1210,low,36,-0.2732
1211,coming,3,0.0
1212,defective,4,-0.4404
1213,rim,2,0.0
1214,it<br,2,0.0
1215,considered.<br,1,0.0
1216,suck-asaurus,1,0.0
1217,dramatically,1,0.0
1218,artificial,2,0.0
1219,matte,2,0.0
1220,plastic,59,0.0
1221,favorable,1,0.4767
1222,gunky,1,0.0
1223,real,70,0.0
1224,passy,2,0.0
1225,unnecessary,3,0.0
1226,dry's,1,0.0
1227,suitable,6,0.0
1228,continuous,1,0.0
1229,lamb's,1,0.0
1230,favored,1,0.4215
1231,hands-down,1,0.0
1232,breath,1,0.0
1233,nicer,1,0.4404
1234,mad,13,-0.4939
1235,newborns,7,0.0
1236,gagged,2,-0.3182
1237,right.<br,1,0.0
1238,convenient,42,0.0
1239,twisted,1,0.0
1240,rolling,1,0.0
1241,after.<br,1,0.0
1242,binkys,1,0.0
1243,anyhow,1,0.0
1244,unaware,1,-0.2023
1245,paws,1,0.0
1246,would.<br,1,0.0
1247,nighttime,10,0.0
1248,newborn,324,0.0
1249,unfornatelly,1,0.0
1250,kardashian,1,0.0
1251,sometime,7,0.0
1252,good,936,0.4404
1253,tip---it's,1,0.0
1254,in-the-store-at-midnight-cuz-you-lost-the-last-one,1,0.0
1255,such,99,0.0
1256,mouth-part,1,0.0
1257,in-laws,2,0.0
1258,pice,1,0.0
1259,quite,124,0.0
1260,wubbanub's,2,0.0
1261,costume,1,0.0
1262,aesthetic,1,0.0
1263,general,16,0.0
1264,whosale,1,0.0
1265,often,107,0.0
1266,smooshed,2,0.0
1267,oversized,1,0.0
1268,froggie,2,0.0
1269,dog's,1,0.0
1270,boiled,1,0.0
1271,ambiguous,1,0.0
1272,ahaha<br,1,0.0
1273,drs,1,0.0
1274,vague,1,-0.1027
1275,afterward,1,0.0
1276,noticeable,2,0.0
1277,mommy-to-be,1,0.0
1278,long-day,1,0.0
1279,curious,4,0.3182
1280,kool,1,0.0
1281,it’s,1,0.0
1282,thick,14,0.0
1283,tapered,1,0.0
1284,night!!!<br,1,0.0
1285,legs,8,0.0
1286,cool,40,0.3182
1287,excessively,1,0.0
1288,tie,2,0.0
1289,same,363,0.0
1290,everytime,1,0.0
1291,optimal,1,0.3612
1292,henryville,1,0.0
1293,gross,20,-0.4767
1294,suspicious,1,-0.3612
1295,better...less,1,0.0
1296,mildew,1,0.0
1297,that.the,1,0.0
1298,kitten,1,0.0
1299,te,2,0.0
1300,reluctlant,1,0.0
1301,drastically,1,0.0
1302,tired...it,1,0.0
1303,graphic,3,0.0
1304,night-time,1,0.0
1305,nose,112,0.0
1306,incase,1,0.0
1307,calm,6,0.3182
1308,family's,1,0.0
1309,convienent,1,0.0
1310,tactile,2,0.0
1311,home,12,0.0
1312,thus,16,0.0
1313,personally,24,0.0
1314,pull-string,1,0.0
1315,enable,1,0.0
1316,zig-zag,1,0.0
1317,breathing,1,0.0
1318,pant,1,0.0
1319,teeny,1,0.0
1320,elephant..really,1,0.0
1321,unsterilized,1,0.0
1322,stuff,2,0.0
1323,again,266,0.0
1324,ahold,4,0.0
1325,hideous,2,0.0
1326,ear,2,0.0
1327,daytime,2,0.0
1328,mind,1,0.0
1329,mine,7,0.0
1330,dirty,52,-0.4404
1331,enjoys,1,0.5106
1332,plasic,1,0.0
1333,n,11,0.0
1334,originally,32,0.0
1335,disposable,1,0.0
1336,are.<br,1,0.0
1337,impratical,1,0.0
1338,someday,1,0.0
1339,trap,1,-0.3182
1340,fishin,1,0.0
1341,doctor's,1,0.0
1342,lethargic,1,-0.296
1343,proportionally,1,0.0
1344,backup,1,0.0
1345,fantastically!!!<br,1,0.0
1346,saved!<br,1,0.0
1347,friggen,1,0.0
1348,these!<br,2,0.0
1349,infanthood.<br,1,0.0
1350,adorable.<br,1,0.0
1351,twin,16,0.0
1352,tasteless,1,0.0
1353,mild,4,0.0
1354,june,1,0.0
1355,removable,19,0.0
1356,top-ten,1,0.0
1357,orthopedic,4,0.0
1358,disspointed,1,0.0
1359,protective,9,0.0
1360,unencapsulated,1,0.0
1361,of-but,1,0.0
1362,colored,8,0.0
1363,ideal,9,0.5267
1364,you'd,2,0.0
1365,neat,11,0.4588
1366,soothies.<br,1,0.0
1367,bent,1,0.0
1368,especially,152,0.0
1369,suck-dog,1,0.0
1370,peace-of,1,0.0
1371,together,39,0.0
1372,girlish,1,0.0
1373,turtle,5,0.0
1374,underside,1,0.0
1375,i'll,22,0.0
1376,happy...lol,1,0.0
1377,anyway.even,1,0.0
1378,straightforward,1,0.0
1379,serious,3,-0.0772
1380,goog,1,0.0
1381,horizontal,1,0.0
1382,yea,1,0.0
1383,dirt,2,-0.34
1384,swiftly,1,0.296
1385,born,25,0.0
1386,fish,3,0.0
1387,about!<br,1,0.0
1388,big....my,1,0.0
1389,inevitably,5,0.0
1390,crooked,1,0.0
1391,tho-my,1,0.0
1392,picky...give,1,0.0
1393,suboptimal,1,0.0
1394,super-soothie,1,0.0
1395,median,1,0.0
1396,though,3,0.0
1397,kinda,4,0.0
1398,unsightly,1,0.0
1399,molded,3,0.0
1400,"time,i",1,0.0
1401,amazon's,1,0.0
1402,slim,1,0.0
1403,glowing.its,1,0.0
1404,pleased,60,0.4404
1405,waaaaaaay,1,0.0
1406,tongue/lip-tie,1,0.0
1407,brim,1,0.0
1408,consequently,4,0.0
1409,great,1869,0.6249
1410,nylon,1,0.0
1411,erfectly,1,0.0
1412,she'd,7,0.0
1413,told,1,0.0
1414,inch,2,0.0
1415,spent,3,0.0
1416,soundly,3,0.0
1417,automatically,8,0.0
1418,disappointing..<br,1,0.0
1419,anatomically,3,0.0
1420,chest,1,0.0
1421,tossed,1,0.0
1422,why?where,1,0.0
1423,terribly,4,-0.5574
1424,downward,1,0.0
1425,snuggly,1,0.0
1426,ironically,2,0.0
1427,compact,7,0.0
1428,infinitely,1,0.0
1429,potty,1,0.0
1430,minorly,1,0.0
1431,fickle,4,0.0
1432,skin,5,0.0
1433,epic,2,0.0
1434,deeply,1,0.0
1435,stay-dry,1,0.0
1436,cup's,1,0.0
1437,gas...highly,1,0.0
1438,elle,1,0.0
1439,leaded,1,0.0
1440,children-related,1,0.0
1441,click,1,0.0
1442,slant,1,0.0
1443,fragile,2,0.0
1444,turbo,1,0.0
1445,bear,18,0.0
1446,gift-giving,1,0.0
1447,thrilled,3,0.4404
1448,angel,2,0.0
1449,suck-ephant,1,0.0
1450,ordered,7,0.0
1451,permenately,1,0.0
1452,net,3,0.0
1453,lifesaver,4,0.5859
1454,medial,1,0.0
1455,nicu,12,0.0
1456,insert,1,0.0
1457,secured,1,0.4019
1458,pocket's,1,0.0
1459,hundred,2,0.0
1460,son-in-law's,1,0.0
1461,supa,1,0.0
1462,water-proof,1,0.0
1463,overly,7,0.0
1464,"fashion,very",1,0.0
1465,need.<br,1,0.0
1466,advertised,22,0.0
1467,relieved,2,0.3818
1468,review,1,0.0
1469,face.<br,1,0.0
1470,teether,1,0.0
1471,store,1,0.0
1472,battery,1,0.0
1473,superfluous--it's,1,0.0
1474,orange,1,0.0
1475,touch,2,0.0
1476,sturdy...but,1,0.0
1477,flat,74,0.0
1478,material,5,0.0
1479,experienced,1,0.0
1480,"nice,easy",1,0.0
1481,solely,5,0.0
1482,ref,1,0.0
1483,online,16,0.0
1484,weird,23,-0.1779
1485,web,1,0.0
1486,hospital-grade,1,0.0
1487,new-generation,1,0.0
1488,shipment,3,0.0
1489,foreseeable,1,0.0
1490,black,36,0.0
1491,giant,7,0.0
1492,durable...fda,1,0.0
1493,unexpectedly,2,0.0
1494,un,2,0.0
1495,dolphin,1,0.0
1496,familar,1,0.0
1497,typically,3,0.0
1498,wes,1,0.0
1499,eb,1,0.0
1500,gums,1,0.0
1501,white,49,0.0
1502,germ,2,0.0
1503,al,1,0.0
1504,correct,13,0.0
1505,neck,3,0.0
1506,use!<br,1,0.0
1507,graciously,1,0.5106
1508,active,3,0.4019
1509,near-identical,1,0.0
1510,cheaply,3,0.0
1511,clifford,1,0.0
1512,frequently.<br,1,0.0
1513,non-nutritive,1,0.0
1514,sine,1,0.0
1515,lingere,1,0.0
1516,foamy,1,0.0
1517,bizarre,1,-0.3182
1518,indicated,1,0.0
1519,chemical-filled,1,0.0
1520,natural-looking,1,0.0
1521,sensitive,7,0.0
1522,practicul,1,0.0
1523,re-attached,1,0.0
1524,dissappointed,1,0.0
1525,tad,8,0.0
1526,stressful,2,-0.5106
1527,fabric,5,0.0
1528,grandchild,3,0.0
1529,mile,1,0.0
1530,position<br,1,0.0
1531,single,42,0.0
1532,disturbing,1,-0.5106
1533,amazed,1,0.4939
1534,sticky-ish,1,0.0
1535,pinch,1,0.0
1536,practican,1,0.0
1537,gifts--my,1,0.0
1538,night--saving,1,0.0
1539,i've,53,0.0
1540,basic,12,0.0
1541,unattended,1,0.0
1542,feel,1,0.0
1543,quietly,1,0.0
1544,them..no,1,0.0
1545,in...this,1,0.0
1546,unimaginative,1,0.0
1547,halarious,1,0.0
1548,heartedly,1,0.0
1549,ineffective,1,-0.128
1550,pediatrician,5,0.0
1551,sticky,21,0.0
1552,scarf,1,0.0
1553,long-term,2,0.0
1554,helpfull,1,0.0
1555,ela,1,0.0
1556,common,11,0.0
1557,ulubulu,5,0.0
1558,yer,1,0.0
1559,picky,41,0.0
1560,unborn,5,0.0
1561,jelly,1,0.0
1562,long-lasting,1,0.0
1563,cvs,1,0.0
1564,underbelly,1,0.0
1565,allready,1,0.0
1566,throw,1,0.0
1567,tightly,5,0.0
1568,willingly,2,0.0
1569,almost-three,1,0.0
1570,suck-frog,1,0.0
1571,remarkable,1,0.5574
1572,exclussively,1,0.0
1573,brick,1,0.0
1574,girls!<br,3,0.0
1575,quiet,17,0.0
1576,nick,2,0.0
1577,please,7,0.3182
1578,sterilizing.<br,1,0.0
1579,properly.<br,1,0.0
1580,anywhere,50,0.0
1581,raw,1,0.0
1582,luke,1,0.0
1583,e,3,0.0
1584,similarly,7,0.0
1585,anti-pacifer,1,0.0
1586,wubbanubs...this,1,0.0
1587,you’ll,1,0.0
1588,invaluable,3,0.0
1589,full,38,0.0
1590,fantastic!so,1,0.0
1591,guys,2,0.0
1592,legs.<br,1,0.0
1593,userul,2,0.0
1594,incredibly,8,0.0
1595,strategic,1,0.0
1596,solitary,1,0.0
1597,chin,1,0.0
1598,tommee,3,0.0
1599,velcro,4,0.0
1600,small.<br,1,0.0
1601,son...the,1,0.0
1602,just,1543,0.0
1603,no-frills,1,0.0
1604,questionable...the,1,0.0
1605,appologetic,1,0.0
1606,rechargeable,2,0.0
1607,zebra-and-hot-pink,1,0.0
1608,washing,3,0.0
1609,lil,15,0.0
1610,hospitial,1,0.0
1611,likes,1,0.4215
1612,nursed,1,0.0
1613,reasonable,12,0.0
1614,suzy's,1,0.0
1615,couple,27,0.0
1616,defect,1,-0.34
1617,wubs,1,0.0
1618,straw,1,0.0
1619,snug,1,0.0
1620,dont,6,0.0
1621,hillarious,1,0.0
1622,imagine,2,0.0
1623,fuzzy,5,0.0
1624,synthetic,4,0.0
1625,steak,1,0.0
1626,recommend,9,0.3612
1627,cherish,1,0.3818
1628,yhe,2,0.0
1629,translucent,11,0.0
1630,easy...awesome,1,0.0
1631,pacifier's,3,0.0
1632,outside,10,0.0
1633,i.e,1,0.0
1634,commercial,1,0.0
1635,clip,1,0.0
1636,average,7,0.0
1637,decently,1,0.0
1638,pleasing,1,0.5267
1639,skeptical,12,-0.3182
1640,live,9,0.0
1641,mommy,12,0.0
1642,andhard,1,0.0
1643,flashlight,1,0.0
1644,interior,1,0.0
1645,adults,1,0.0
1646,nyy,1,0.0
1647,them-they,1,0.0
1648,near,3,0.0
1649,unhelpful,2,0.0
1650,glad,70,0.4588
1651,northside,1,0.0
1652,fabulous,12,0.5267
1653,enough,315,0.0
1654,learn,2,0.0
1655,obnoxiously,1,-0.5106
1656,soothie,63,0.0
1657,remote,1,0.0
1658,inside.<br,1,0.0
1659,us...not,1,0.0
1660,wub,1,0.0
1661,showed,1,0.0
1662,comparable,5,0.0
1663,invisible...nearly,1,0.0
1664,certianly,1,0.0
1665,accustom,2,0.0
1666,silly-especially,1,0.0
1667,gary,3,0.0
1668,moment's,2,0.0
1669,spectacular,1,0.0
1670,pup,1,0.0
1671,her.<br,1,0.0
1672,unable,17,0.0
1673,unhappy,11,-0.4215
1674,effective,7,0.4767
1675,rather,59,0.0
1676,chewy,3,0.0
1677,cut,7,-0.2732
1678,into.<br,1,0.0
1679,weekly,4,0.0
1680,brown's,1,0.0
1681,close,67,0.0
1682,non-antibacterial,1,0.0
1683,differnet,1,0.0
1684,secret,1,0.0
1685,fail,1,-0.5423
1686,soothie(tm,1,0.0
1687,surface,1,0.0
1688,local,47,0.0
1689,junior's,1,0.0
1690,conveniently,3,0.0
1691,easier,2,0.4215
1692,unwatched,1,0.0
1693,asleep,117,0.0
1694,careless,1,-0.3612
1695,two*ish,1,0.0
1696,conversely,1,0.0
1697,wasted,2,-0.4939
1698,vertical,2,0.0
1699,prolonged,1,0.0
1700,tip,1,0.0
1701,nearby,8,0.0
1702,frustrating,7,-0.4404
1703,dead,4,-0.6486
1704,primarily,3,0.0
1705,symetrical,1,0.0
1706,bright,62,0.4404
1707,thank,8,0.3612
1708,can't,37,0.0
1709,atttached,1,0.0
1710,undone,9,0.0
1711,mainstream,2,0.0
1712,vast,2,0.0
1713,muhammad,1,0.0
1714,force,1,0.0
1715,questionable,2,-0.296
1716,initial,6,0.0
1717,un-sew,1,0.0
1718,weakly,1,-0.4215
1719,it):<br,1,0.0
1720,using....i,1,0.0
1721,swallowed.<br,2,0.0
1722,convex,1,0.0
1723,supposedly,2,0.0
1724,m,1,0.0
1725,onto,2,0.0
1726,tylonal,1,0.0
1727,grimy,1,-0.4215
1728,hand-eye,3,0.0
1729,doo-hicky,1,0.0
1730,seasoned,1,0.0
1731,we're,12,0.0
1732,do,2,0.0
1733,direction<br,1,0.0
1734,noise.<br,1,0.0
1735,sleeps--he,1,0.0
1736,enjoy,1,0.4939
1737,email,1,0.0
1738,oh,14,0.0
1739,sooth,1,0.0
1740,loosing,1,0.0
1741,discribed,1,0.0
1742,nibble,1,0.0
1743,monk,1,0.0
1744,unpractical,1,0.0
1745,elsewhere,4,0.0
1746,giraffe,10,0.0
1747,wonderfully.<br,1,0.0
1748,securely,14,0.34
1749,ridicolous,1,0.0
1750,strongly,10,0.2732
1751,fierce,1,0.0
1752,turkey,1,0.0
1753,flippin,1,0.0
1754,with.<br,2,0.0
1755,bad,109,-0.5423
1756,soft,369,0.0
1757,grim,1,-0.5719
1758,incorrectly,1,0.0
1759,hosp,1,0.0
1760,tougher,1,0.1779
1761,sound,2,0.0
1762,regular,171,0.0
1763,polycarbonate,1,0.0
1764,lid,2,0.0
1765,it...i,2,0.0
1766,adverse,1,-0.3612
1767,smelled,1,0.0
1768,exceptionally,1,0.0
1769,hesitant,7,-0.25
1770,one-size-fits-all,1,0.0
1771,not,2105,0.0
1772,alcohol-smelling,1,0.0
1773,sent,1,0.0
1774,cool.<br,1,0.0
1775,haven't,7,0.0
1776,amazingly,5,0.0
1777,staten,1,0.0
1778,want,1,0.0772
1779,easier<br,1,0.0
1780,finish,1,0.0
1781,somehow,6,0.0
1782,wipe,1,0.0
1783,nots,1,0.0
1784,baby-free,1,0.0
1785,case<br,1,0.0
1786,shoddy,1,0.0
1787,zipper,2,0.0
1788,assemble,1,0.0
1789,fluorescent,2,0.0
1790,mold,5,0.0
1791,unraveling,1,0.0
1792,sleeping,1,0.0
1793,function,1,0.0
1794,great:<br,1,0.0
1795,old's,10,0.0
1796,clips<br,1,0.0
1797,sturdily,1,0.0
1798,sis-in,1,0.0
1799,drooped,1,0.0
1800,germ-killing,1,0.0
1801,def,1,0.0
1802,gassy,5,0.0
1803,sleeping....when,1,0.0
1804,readable,1,0.0
1805,eduracated,1,0.0
1806,filthy,1,0.0
1807,older.<br,2,0.0
1808,colorful,13,0.0
1809,beanbag,1,0.0
1810,jolly,2,0.5106
1811,headline,1,0.0
1812,element,1,0.0
1813,naps.<br,1,0.0
1814,g-d,2,0.0
1815,newborn's,14,0.0
1816,husband's,1,0.0
1817,foolproof,1,0.3818
1818,buy,1,0.0
1819,bite,3,0.0
1820,mobile.<br,1,0.0
1821,easy....we,1,0.0
1822,pacifier(plastic,1,0.0
1823,cool，,1,0.0
1824,either,17,0.0
1825,suposto,1,0.0
1826,undamaged,1,0.0
1827,i,2082,0.0
1828,sit,1,0.0
1829,delivered,1,0.0
1830,untied.<br,1,0.0
1831,annoying,2,-0.4019
1832,skinny,1,0.0
1833,also,906,0.0
1834,all-in-one,1,0.0
1835,discrete,1,0.0
1836,bps,1,0.0
1837,unique,26,0.0
1838,hygienic,7,0.0
1839,impressive,5,0.5106
1840,hey,1,0.0
1841,feminine,1,0.0
1842,grate,1,0.0
1843,lasting,3,0.0
1844,magical,2,0.0
1845,holy,2,0.0
1846,empty,2,-0.2023
1847,improper,3,0.0
1848,certain,14,0.2732
1849,bottle,25,0.0
1850,enjoyable,2,0.4404
1851,familiar,6,0.0
1852,breast-feeding,2,0.0
1853,one-handed,2,0.0
1854,nicely,33,0.4404
1855,lame,1,-0.4215
1856,peacefully,1,0.5267
1857,toxic,3,0.0
1858,mildly,1,0.0
1859,contemporary,1,0.0
1860,temporarily,4,0.0
1861,necessary....these,1,0.0
1862,old.<br,1,0.0
1863,nigel,1,0.0
1864,confident,6,0.4939
1865,well-sized,1,0.0
1866,viable,1,0.0
1867,nightime,2,0.0
1868,whoever,2,0.0
1869,bummed,1,0.0
1870,pleasingly,1,0.0
1871,hannibal,1,0.0
1872,nuclear,1,0.0
1873,pete's,1,0.0
1874,locate...happy,1,0.0
1875,successful,2,0.5859
1876,oral,6,0.0
1877,purse,3,0.0
1878,bought,7,0.0
1879,wednesday,1,0.0
1880,invisible,4,0.0
1881,visual,3,0.0
1882,overtired,1,0.0
1883,atleast,2,0.0
1884,overpacked,2,0.0
1885,daddy,1,0.0
1886,mary,11,0.0
1887,secondly,4,0.0
1888,personnally,1,0.0
1889,lately,3,0.0
1890,glow--just,1,0.0
1891,vigorous,1,0.0
1892,lose,4,-0.4019
1893,niece/nephew,1,0.0
1894,assorted,1,0.0
1895,notice,7,0.0
1896,ansolutely,1,0.0
1897,odor-free,1,0.0
1898,purposely,1,0.0
1899,washing...which,1,0.0
1900,ninnys,1,0.0
1901,allergy,1,0.0
1902,newborn(as,1,0.0
1903,pudgy,1,0.0
1904,dishwasher,6,0.0
1905,rite-aid,1,0.0
1906,mysterious,2,0.0
1907,exact,32,0.0
1908,frankly,3,0.0
1909,casing,1,0.0
1910,great-looking,1,0.0
1911,change,2,0.0
1912,general/daily,1,0.0
1913,shower/new,1,0.0
1914,two-piece,1,0.0
1915,niece,20,0.0
1916,quasi-suck,1,0.0
1917,unverifiable,1,0.0
1918,easily,379,0.34
1919,gags,1,0.0
1920,esp,1,0.0
1921,glitter,1,0.0
1922,altho,1,0.0
1923,concerned,8,0.0
1924,usedto,1,0.0
1925,need,1,0.0
1926,silky/satiny,1,0.0
1927,recommended,8,0.2023
1928,complete,7,0.0
1929,red,79,0.0
1930,hands.<br,1,0.0
1931,unconsciously,1,0.0
1932,itty,2,0.0
1933,carts/high,1,0.0
1934,chemically,1,0.0
1935,stagnant,1,0.0
1936,brown,24,0.0
1937,out---still,1,0.0
1938,heavily,5,0.0
1939,scent,2,0.0
1940,say,1,0.0
1941,miserable,3,-0.4939
1942,key,6,0.0
1943,nonsense,2,-0.4019
1944,heard,4,0.0
1945,light-weight,1,0.0
1946,silver,1,0.0
1947,on-line,2,0.0
1948,rid,18,0.0
1949,combo,1,0.0
1950,high.<br,1,0.0
1951,firs,1,0.0
1952,pullypal,1,0.0
1953,works-perfectly,1,0.0
1954,wooden,3,0.0
1955,haha,1,0.4588
1956,thereby,1,0.0
1957,paradoxically,1,0.0
1958,stink'in,1,0.0
1959,antimicrobial,1,0.0
1960,taste,1,0.0
1961,ecspecially,1,0.0
1962,halloween,10,0.0
1963,them...soo,1,0.0
1964,good/trusted,1,0.0
1965,microwavable,1,0.0
1966,newborn-infant,1,0.0
1967,luck,4,0.4588
1968,legged,1,0.0
1969,accurate,19,0.0
1970,up,116,0.0
1971,multiple,40,0.0
1972,stinkin,1,0.0
1973,wow,1,0.5859
1974,unnessasary,1,0.0
1975,soiled,2,0.0
1976,awesome....especially,1,0.0
1977,cylindrical,1,0.0
1978,ni-mh,1,0.0
1979,recognizable,2,0.0
1980,wobbly,1,0.0
1981,right,320,0.0
1982,loong,1,0.0
1983,pat,1,0.0
1984,jealous,2,-0.4588
1985,out/break,1,0.0
1986,ate,1,0.0
1987,hence,3,0.0
1988,speech-language,1,0.0
1989,b/c,3,0.0
1990,reviews....clear,1,0.0
1991,enormously,1,0.0
1992,perfect<br,1,0.0
1993,convienient,1,0.0
1994,cant,21,0.0
1995,alright,2,0.25
1996,prompt,8,0.0
1997,long.<br,3,0.0
1998,heavy,103,0.0
1999,upsidedown,1,0.0
2000,omg,2,0.0
2001,them!<br,1,0.0
2002,promotional,1,0.0
2003,cost,1,0.0
2004,eye-popping,1,0.0
2005,asymmetrical,1,0.0
2006,surprisingly,6,0.296
2007,nurse,4,0.0
2008,dinos,1,0.0
2009,mute,4,0.0
2010,niece/nephew.<br,2,0.0
2011,that,2,0.0
2012,side<br,1,0.0
2013,brittle,1,0.0
2014,specifically,16,0.0
2015,anti-microbial,1,0.0
2016,elliptical,1,0.0
2017,reluctant,5,-0.25
2018,future,13,0.0
2019,"it,how",1,0.0
2020,ultrasound,1,0.0
2021,terrible,12,-0.4767
2022,useless...if,1,0.0
2023,upper,5,0.0
2024,he/she'll,1,0.0
2025,complicated,1,0.0
2026,de-facto,1,0.0
2027,snipped,1,0.0
2028,soothie's,1,0.0
2029,traditional,42,0.0
2030,particularly,15,0.0
2031,screaming!<br,1,0.0
2032,jus,1,0.0
2033,naps/bed,1,0.0
2034,strictly,7,0.0
2035,useless.so,1,0.0
2036,pacis....for,1,0.0
2037,expensive.the,1,0.0
2038,selective,1,0.0
2039,doggone,1,0.0
2040,"new,grandson",1,0.0
2041,i'm,147,0.0
2042,nyc,1,0.0
2043,occasionally,28,0.0
2044,lucky,6,0.4215
2045,two-day,1,0.0
2046,appearance.<br,1,0.0
2047,drop-in,1,0.0
2048,unfettered,1,0.0
2049,detachable,20,0.0
2050,counter,2,0.0
2051,choosy,2,0.0
2052,ripped,1,0.0
2053,navy,2,0.0
2054,neo-natal,1,0.0
2055,espically,1,0.0
2056,gunk,1,0.0
2057,semi-circle,1,0.0
2058,discreet,1,0.0
2059,on<br,1,0.0
2060,because,7,0.0
2061,favorite,304,0.4588
2062,update,9,0.0
2063,hug.<br,1,0.0
2064,he'll,12,0.0
2065,disgusted,3,-0.5267
2066,wubby,1,0.0
2067,"all,just",1,0.0
2068,snap-on,4,0.0
2069,elephant's,1,0.0
2070,quick,56,0.0
2071,monkey.<br,1,0.0
2072,wubanub,1,0.0
2073,breastfeed,1,0.0
2074,there's,10,0.0
2075,non-negotiable,1,0.0
2076,recently,41,0.0
2077,hygenic,2,0.0
2078,throughly,1,0.0
2079,fifth,2,0.0
2080,ridiculous,14,-0.3612
2081,this...<br,1,0.0
2082,poor,27,-0.4767
2083,unfortunately,86,-0.34
2084,yours,1,0.0
2085,genious,1,0.0
2086,emotional,1,0.1531
2087,done!<br,1,0.0
2088,baby's,49,0.0
2089,thy,1,0.0
2090,deberian,1,0.0
2091,nightlight,1,0.0
2092,slight,13,0.0
2093,irresistible,1,0.34
2094,normally,15,0.0
2095,unwanted,1,-0.2263
2096,exactly,170,0.0
2097,abit,1,0.0
2098,ease......a,1,0.0
2099,unattractive,2,-0.4404
2100,infant's,3,0.0
2101,badly,4,-0.4767
2102,intermittently,1,0.0
2103,don't,69,0.0
2104,damp,5,0.0
2105,clothes.<br,1,0.0
2106,life-saver,5,0.0
2107,crazy,24,-0.34
2108,rely,1,0.0
2109,colored/white,1,0.0
2110,radial,1,0.0
2111,two-sided,1,0.0
2112,coincidentally,1,0.0
2113,everywhere,71,0.0
2114,nervous.<br,1,0.0
2115,aware,18,0.0
2116,commercially,1,0.0
2117,w/o,2,0.0
2118,proud,3,0.4767
2119,spit,5,0.0
2120,traditionally,2,0.0
2121,thoughful,1,0.0
2122,obsessed,4,-0.1779
2123,terrified,1,-0.6124
2124,replaceable,7,0.0
2125,necessary,9,0.0
2126,pictured,15,0.0
2127,brief,2,0.0
2128,pricy,1,0.0
2129,bar,1,0.0
2130,overnight,3,0.0
2131,didnt,5,0.0
2132,yellow,35,0.0
2133,take,1,0.0
2134,major,15,0.0
2135,orthodontic-based,1,0.0
2136,dingy,2,0.0
2137,forward,14,0.0
2138,orthodontal,1,0.0
2139,teddy,12,0.0
2140,plastic<br,1,0.0
2141,entertaining,4,0.4404
2142,surely,7,0.4404
2143,olive,2,0.0
2144,equal,5,0.0
2145,always,394,0.0
2146,soon-to-be-mom,1,0.0
2147,individual,7,0.0
2148,itchy,1,-0.2732
2149,worn,6,-0.296
2150,elastic,4,0.0
