,word,count,compound
1122,stable,2,0.296
1123,over-the-range,10,0.0
1124,factor.<br,1,0.0
1125,beenable,1,0.0
1126,gentle,4,0.4404
1127,planned,1,0.0
1128,premium,3,0.0
1129,mos,1,0.0
1130,absolute,5,0.0
1131,certain,10,0.2732
1132,overwhelming,1,0.0
1133,surface.<br,1,0.0
1134,partial,2,0.0
1135,electrolux,2,0.0
1136,eco,1,0.0
1137,otherwise,19,0.0
1138,previously,13,0.0
1139,"setting,wish",1,0.0
1140,nose,1,0.0
1141,dreaded,4,-0.5719
1142,service,1,0.0
1143,scratch-resistant,1,0.0
1144,potential,3,0.0
1145,brand-new,1,0.0
1146,key,13,0.0
1147,fire<br,1,0.0
1148,ampere,1,0.0
1149,who's,1,0.0
1150,soon,17,0.0
1151,usually,15,0.0
1152,still,143,0.0
1153,described...on,1,0.0
1154,current,7,0.0
1155,convection,1,0.0
1156,timely,6,0.0
1157,flawslessly,1,0.0
1158,needed.<br,1,0.0
1159,next,35,0.0
1160,gas-powered,1,0.0
1161,investment.<br,1,0.0
1162,redesigned,1,0.0
1163,exotic,1,0.0
1164,slick,1,0.0
1165,ultra,1,0.0
1166,redid,1,0.0
1167,auto-cook,1,0.0
1168,yearly,1,0.0
1169,smelly!!!<br,1,0.0
1170,seriously,4,-0.1779
1171,janurary,1,0.0
1172,continuous.<br,1,0.0
1173,otr,1,0.0
1174,politely,1,0.0
1175,everywhere,4,0.0
1176,hard.<br,1,0.0
1177,feared-you,1,0.0
1178,arc,1,0.0
1179,nonslip,1,0.0
1180,dangerous,12,-0.4767
1181,solely,1,0.0
1182,petty,1,-0.2023
1183,subject,1,0.0
1184,affordable,6,0.0
1185,pre-programmed,2,0.0
1186,suddenly,13,0.0
1187,environmental,1,0.0
1188,overall,36,0.0
1189,prior,16,0.0
1190,cosmetic,6,0.0
1191,nimble,1,0.0
1192,stars.<br,1,0.0
1193,spooky,1,0.0
1194,mainly,4,0.0
1195,pure,3,0.0
1196,popped<br,1,0.0
1197,down,28,0.0
1198,discreetly,1,0.0
1199,already,44,0.0
1200,barley,1,0.0
1201,plus,4,0.0
1202,looks,3,0.0
1203,free,16,0.5106
1204,nice,155,0.4215
1205,the<br,1,0.0
1206,weak,6,-0.4404
1207,powerful,57,0.4215
1208,conducive,2,0.0
1209,no-no.<br,1,0.0
1210,sporadically,1,0.0
1211,continually,3,0.0
1212,vs,1,0.0
1213,pricy,1,0.0
1214,stuck,1,-0.25
1215,basically,10,0.0
1216,stainless---so,1,0.0
1217,pre-set,2,0.0
1218,upset,2,-0.3818
1219,angie's,1,0.0
1220,american,5,0.0
1221,overnight,1,0.0
1222,pasta,1,0.0
1223,far,110,0.0
1224,open,44,0.0
1225,metal,5,0.0
1226,transcript<br,1,0.0
1227,happy.<br,1,0.0
1228,painfully,1,-0.5267
1229,sized,7,0.0
1230,huge,27,0.3182
1231,opposite,1,0.0
1232,operate,1,0.0
1233,guess,2,0.0
1234,locally,9,0.0
1235,saver,1,0.0
1236,late,8,0.0
1237,lightweight,2,0.0
1238,damaged,1,-0.4404
1239,unit's,1,0.0
1240,granite,2,0.0
1241,power.<br,2,0.0
1242,standard,15,0.0
1243,disastrous,1,-0.5994
1244,expectation.you,1,0.0
1245,you.)<br,1,0.0
1246,screw,1,-0.1027
1247,money-yes,1,0.0
1248,consistently,3,0.0
1249,mindless,1,-0.4404
1250,giant,5,0.0
1251,tricky,4,-0.1531
1252,multi-year,1,0.0
1253,bucks,1,0.0
1254,costly,2,-0.1027
1255,commercial/industrial,1,0.0
1256,friendly,5,0.4939
1257,power-saving,1,0.0
1258,set-up.<br,1,0.0
1259,on-site,3,0.0
1260,five-year,2,0.0
1261,prematurely,1,0.0
1262,floppy,1,0.0
1263,representative,1,0.0
1264,flawlessly,6,0.2023
1265,hasn't,2,0.0
1266,adorable,4,0.4939
1267,unplugged,2,0.0
1268,fellow,1,0.0
1269,factory's,1,0.0
1270,comprable-sized,1,0.0
1271,described.<br,1,0.0
1272,lot,1,0.0
1273,handled.<br,1,0.0
1274,sooo,1,0.0
1275,bean,1,0.0
1276,repair...typically,1,0.0
1277,doesnt,1,0.0
1278,high,52,0.0
1279,successfully,2,0.4939
1280,delayed,1,-0.2263
1281,fresh,5,0.3182
1282,upgraded,1,0.0
1283,exceptional,1,0.0
1284,indeed,6,0.0
1285,uneven,1,0.0
1286,tedious,2,0.0
1287,fix,4,0.0
1288,stand-alone,1,0.0
1289,non-existent,2,0.0
1290,own--with,1,0.0
1291,over-the-counter,1,0.0
1292,motorized,1,0.0
1293,great.i,1,0.0
1294,lit.<br,1,0.0
1295,unproffesional,1,0.0
1296,definately,4,0.0
1297,intuitive,16,0.0
1298,complete.<br,1,0.0
1299,fair,4,0.3182
1300,saves,1,0.0
1301,you've,2,0.0
1302,drop-down,2,0.0
1303,great!<br,2,0.0
1304,casserole,7,0.0
1305,unbeatable,2,0.0
1306,lacking,1,0.0
1307,piece,1,0.0
1308,mostly-off,1,0.0
1309,quality,3,0.0
1310,fifty,1,0.0
1311,clean,21,0.4019
1312,reeplacement,1,0.0
1313,grinding-like,1,0.0
1314,fancy,8,0.0
1315,lousy,4,-0.5423
1316,supreme,1,0.5574
1317,ii--although,1,0.0
1318,far.<br,1,0.0
1319,hydraulic,1,0.0
1320,hot.<br,1,0.0
1321,apologized,1,0.3182
1322,we've,4,0.0
1323,dual-fuel,1,0.0
1324,i.e,1,0.0
1325,entirely,6,0.0
1326,warehouse,1,0.0
1327,greasy,2,0.0
1328,hanging,1,0.0
1329,correct,10,0.0
1330,flush,5,0.0
1331,half-pint,1,0.0
1332,up<br,1,0.0
1333,dedicated,4,0.4588
1334,closely,2,0.0
1335,gracious,1,0.5574
1336,popular,1,0.4215
1337,easy.<br,1,0.0
1338,uncomfortable,2,-0.3818
1339,uspsc,1,0.0
1340,gad,1,0.0
1341,simply,29,0.0
1342,incessant,3,0.0
1343,grease,1,0.0
1344,dim,5,0.0
1345,newly-remodeled,1,0.0
1346,over,8,0.0
1347,noticed,1,0.0
1348,high-ended,1,0.0
1349,flaky,1,0.0
1350,continuous,2,0.0
1351,later,44,0.0
1352,uncommon,1,0.0
1353,graciously,1,0.5106
1354,awareness,1,0.0
1355,absurd,1,0.0
1356,nonmetallic,1,0.0
1357,sturdily-built,1,0.0
1358,meal-sized,1,0.0
1359,appliances<br,1,0.0
1360,well-made,1,0.0
1361,absolutely,16,0.0
1362,cold,12,0.0
1363,smell,2,0.0
1364,nowhere,3,0.0
1365,neatly,3,0.34
1366,slow,8,0.0
1367,no,29,-0.296
1368,found.<br,1,0.0
1369,irregular,1,0.0
1370,sad,5,-0.4767
1371,reviews,1,0.0
1372,guaranteed,1,0.0
1373,disappointing,10,-0.4939
1374,lie,1,0.0
1375,perfectly,85,0.6369
1376,acetone,1,0.0
1377,particularly,7,0.0
1378,freak,1,-0.4404
1379,religiously,1,0.0
1380,handsome,1,0.4939
1381,final,4,0.0
1382,thermal,3,0.0
1383,frustrated,1,-0.5267
1384,cursory,1,0.0
1385,third,16,0.0
1386,careful,13,0.1531
1387,pulling,1,0.0
1388,disappointed,14,-0.4767
1389,responsible,3,0.3182
1390,folded,1,0.0
1391,counter-top,1,0.0
1392,externally,1,0.0
1393,cu,3,0.0
1394,essentially,3,0.0
1395,work<br,1,0.0
1396,tech,4,0.0
1397,squeeking,1,0.0
1398,splendidly,1,0.4767
1399,authorized,6,0.0
1400,update:<br,2,0.0
1401,santa,1,0.0
1402,comfortable,2,0.5106
1403,hot,44,0.0
1404,awful,8,-0.4588
1405,i'd,14,0.0
1406,accurately,2,0.0
1407,repair,1,0.0
1408,apples,1,0.0
1409,finally,39,0.0
1410,love,1,0.6369
1411,shallow,2,0.0
1412,flimsy.<br,1,0.0
1413,once,58,0.0
1414,helper,1,0.34
1415,frequently,6,0.0
1416,untouchably,1,0.0
1417,start,5,0.0
1418,low,37,-0.2732
1419,intuitively,1,0.0
1420,vertically,1,0.0
1421,williams-sonomo,1,0.0
1422,samsung.<br,1,0.0
1423,it<br,1,0.0
1424,dependable,3,0.0
1425,dramatically,1,0.0
1426,several,70,0.0
1427,time/less,1,0.0
1428,plastic,22,0.0
1429,ft,6,0.0
1430,real,27,0.0
1431,repaired.<br,1,0.0
1432,well.<br,5,0.0
1433,recall,2,0.0
1434,man...after,1,0.0
1435,worked,2,0.0
1436,inevitable,1,0.0
1437,guy,1,0.0
1438,won't,11,0.0
1439,paint,2,0.0
1440,flawed,1,0.0
1441,mad,2,-0.4939
1442,off.<br,2,0.0
1443,supposedly,4,0.0
1444,extra,33,0.0
1445,inner,3,0.0
1446,product.<br,2,0.0
1447,magnetic,1,0.0
1448,attractive,20,0.4404
1449,immediately,23,0.0
1450,wtf!<br,1,0.0
1451,kitchen,7,0.0
1452,cabinet,4,0.0
1453,numbered,3,0.0
1454,product's,1,0.0
1455,beautiful,10,0.5994
1456,timer,1,0.0
1457,something.<br,1,0.0
1458,stovetop,2,0.0
1459,doing).<br,1,0.0
1460,use,3,0.0
1461,good,267,0.4404
1462,printed,1,0.0
1463,similar,31,0.0
1464,such,30,0.0
1465,myself.<br,1,0.0
1466,suckered,1,-0.4588
1467,quite,46,0.0
1468,diminutive,1,0.0
1469,lg's,1,0.0
1470,variable,2,0.0
1471,overtaxed,1,0.0
1472,normal,16,0.0
1473,general,12,0.0
1474,often,22,0.0
1475,unlikely,1,0.0
1476,oversized,1,0.0
1477,really,156,0.0
1478,brittle,1,0.0
1479,boiled,1,0.0
1480,model--it,1,0.0
1481,occassional,1,0.0
1482,admiral,1,0.3182
1483,on-to,1,0.0
1484,new,235,0.0
1485,add,5,0.0
1486,unlucky,1,0.0
1487,rectangular,5,0.0
1488,noticeable,4,0.0
1489,cracked,1,0.0
1490,disturbing,1,-0.5106
1491,wrapped,1,0.0
1492,blown,1,0.0
1493,as,111,0.0
1494,don't,24,0.0
1495,single-temperature,1,0.0
1496,samsung,21,0.0
1497,however,83,0.0
1498,misleading,1,-0.4019
1499,rock,1,0.0
1500,bisque,1,0.0
1501,spartan,1,0.0
1502,cool,19,0.3182
1503,carousel,1,0.0
1504,e-mail,1,0.0
1505,yuck,1,0.0
1506,cherry,1,0.0
1507,positive,6,0.5574
1508,convection/microwave,1,0.0
1509,evidently,2,0.0
1510,added:<br,1,0.0
1511,worthwhile,1,0.34
1512,suspicious,1,-0.3612
1513,etc.<br,1,0.0
1514,alternative,2,0.0
1515,simple,46,0.0
1516,wi-fi!<br,1,0.0
1517,occasionally,11,0.0
1518,no<br,1,0.0
1519,fixed,6,0.0
1520,dimensional,1,0.0
1521,negative,23,-0.5719
1522,obscure,1,0.0
1523,domed,1,0.0
1524,family's,1,0.0
1525,indian,1,0.0
1526,them).<br,1,0.0
1527,power-sanded,1,0.0
1528,way...much,1,0.0
1529,operator's,1,0.0
1530,wish,12,0.4019
1531,necessary,7,0.0
1532,touch-sensitive,1,0.0
1533,wheeled,2,0.0
1534,own,22,0.0
1535,likely,12,0.0
1536,send,1,0.0
1537,there.<br,2,0.0
1538,contact,1,0.0
1539,approx,1,0.0
1540,minus,1,0.0
1541,hard,52,-0.1027
1542,again,170,0.0
1543,inches,2,0.0
1544,bonus,1,0.5423
1545,unpopped,1,0.0
1546,replacement,1,0.0
1547,canadian,2,0.0
1548,stops,1,-0.1531
1549,dirty,3,-0.4404
1550,n,1,0.0
1551,originally,8,0.0
1552,allegedly,1,0.0
1553,documented,1,0.0
1554,disposable,4,0.0
1555,together.oven,1,0.0
1556,warped,1,0.0
1557,finished.<br,1,0.0
1558,issue.<br,1,0.0
1559,unattended,1,0.0
1560,infrared,1,0.0
1561,perfect,98,0.5719
1562,admirably,1,0.5423
1563,forever,4,0.0
1564,oat,1,0.0
1565,popcorn,38,0.0
1566,s.s,1,0.0
1567,kindly,2,0.4939
1568,surprised,3,0.2263
1569,obviously,18,0.0
1570,excellently,1,0.6249
1571,working,1,0.0
1572,canned,1,0.0
1573,protective,1,0.0
1574,auto-programmed,1,0.0
1575,residential,2,0.0
1576,typical,8,0.0
1577,you'd,1,0.0
1578,french,5,0.0
1579,secondary,1,0.0
1580,bent,4,0.0
1581,especially,26,0.0
1582,it...told,1,0.0
1583,ago...i,1,0.0
1584,spacious,7,0.0
1585,top,55,0.2023
1586,together,8,0.0
1587,small-footprint,1,0.0
1588,satisfactory,1,0.3612
1589,insane,1,-0.4019
1590,tremendous,4,0.0
1591,innovative,1,0.4404
1592,i'll,17,0.0
1593,universally,1,0.0
1594,"units,<br",1,0.0
1595,fire,1,-0.34
1596,well,284,0.2732
1597,roast,1,0.0
1598,self-explanatory,1,0.0
1599,same,166,0.0
1600,miraculously,1,0.0
1601,horizontal,2,0.0
1602,awesome,10,0.6249
1603,nonexistent,1,0.0
1604,fry:<br,1,0.0
1605,is......people,1,0.0
1606,model,1,0.0
1607,pack,1,0.0
1608,magnatron--apparently,1,0.0
1609,maybe,25,0.0
1610,stellar,2,0.0
1611,lengthy,1,0.0
1612,kinda,1,0.0
1613,unsightly,1,0.0
1614,heavy-duty,1,0.0
1615,amazon's,4,0.0
1616,custom,2,0.0
1617,verry,1,0.0
1618,nit,1,0.0
1619,safe,10,0.4404
1620,amp,1,0.0
1621,p.s,2,0.0
1622,intuitive.<br,1,0.0
1623,fast,39,0.0
1624,great,354,0.6249
1625,aforementioned,1,0.0
1626,them---that,1,0.0
1627,kick,1,0.0
1628,start/stop,1,0.0
1629,told,1,0.0
1630,pricey,2,0.0
1631,inch,2,0.0
1632,spent,2,0.0
1633,unit<br,2,0.0
1634,mic,1,0.0
1635,automatically,13,0.0
1636,wildly,1,0.0
1637,quieter,1,0.0
1638,frankly,2,0.0
1639,terribly,1,-0.5574
1640,amazon,17,0.1779
1641,tonight,1,0.0
1642,significantly,2,0.0
1643,compact,31,0.0
1644,esp,1,0.0
1645,amazing.<br,1,0.0
1646,functional/attractive,1,0.0
1647,cannot,3,0.0
1648,pros:<br,1,0.0
1649,review--no,1,0.0
1650,se,10,0.0
1651,licensed,1,0.0
1652,slide-in,1,0.0
1653,cheese,4,0.0
1654,friday).<br,1,0.0
1655,height,3,0.0
1656,discounted,1,0.0516
1657,mostly,15,0.0
1658,naturally,3,0.0
1659,liberal,2,0.0
1660,wonderfully,3,0.5994
1661,ordered,1,0.0
1662,just,347,0.0
1663,countless,3,0.0
1664,lasted,3,0.0
1665,tasty,1,0.0
1666,tore,1,0.0
1667,burned,1,0.0
1668,used,3,0.0
1669,programmable,1,0.0
1670,alike,1,0.0
1671,overly,2,0.0
1672,very,355,0.0
1673,problem---plastic,1,0.0
1674,advertised,13,0.0
1675,weirdly,1,-0.296
1676,wall-vented,1,0.0
1677,large,76,0.0
1678,not-so-good,1,0.0
1679,downgraded,1,0.0
1680,touch,12,0.0
1681,lol,2,0.4215
1682,microwaveable,1,0.0
1683,cook-oh,1,0.0
1684,potentially,2,0.0
1685,material,1,0.0
1686,present,4,0.0
1687,haven't,2,0.0
1688,obvious,12,0.0
1689,unbelievable,1,0.2023
1690,apart<br,1,0.0
1691,online,8,0.0
1692,weird,5,-0.1779
1693,reliably,1,0.0
1694,adjacent,1,0.0
1695,pull,1,0.0
1696,welcome,2,0.4588
1697,black,25,0.0
1698,functionally,1,0.0
1699,table,6,0.0
1700,considerably,2,0.0
1701,unremarkable,1,0.0
1702,watts,12,0.0
1703,candy,1,0.0
1704,yay!<br,1,0.0
1705,pampered,1,0.0
1706,typically,3,0.0
1707,soup,1,0.0
1708,new.<br,1,0.0
1709,non-matching,1,0.0
1710,pro,2,0.0
1711,unuasable,1,0.0
1712,either,4,0.0
1713,cheapy,1,0.0
1714,inadequate,4,-0.4019
1715,shrink,1,0.0
1716,to<br,1,0.0
1717,efficient,12,0.4215
1718,after-market,1,0.0
1719,increments.<br,1,0.0
1720,problematic,4,-0.4404
1721,couldn,1,0.0
1722,simple.<br,1,0.0
1723,iron-i,1,0.0
1724,much,182,0.0
1725,high-tech,1,0.0
1726,defective,16,-0.4404
1727,sensitive,3,0.0
1728,single-bulb,1,0.0
1729,"options,vent",1,0.0
1730,dissappointed,1,0.0
1731,two-sided,1,0.0
1732,tad,1,0.0
1733,brush,2,0.0
1734,defective--the,1,0.0
1735,touch.<br,1,0.0
1736,single,16,0.0
1737,apart...who,1,0.0
1738,semi-rigid,1,0.0
1739,too,142,0.0
1740,bare-bones,1,0.0
1741,suitable,2,0.0
1742,versatile,1,0.0
1743,sucking.<br,1,0.0
1744,personally,6,0.0
1745,lateral,1,0.0
1746,metric,1,0.0
1747,worthless,4,-0.4404
1748,dimly-lit,1,0.0
1749,i've,21,0.0
1750,basic,29,0.0
1751,actual,10,0.0
1752,june,1,0.0
1753,quietly,4,0.0
1754,disreputable,1,0.0
1755,timer?<br,1,0.0
1756,food.<br,1,0.0
1757,volt,1,0.0
1758,like,6,0.3612
1759,salt,1,0.0
1760,sticky,1,0.0
1761,again!!!!!!<br,1,0.0
1762,here,61,0.0
1763,samsung's,3,0.0
1764,temporary,3,0.0
1765,spindle,1,0.0
1766,common,12,0.0
1767,evident,1,0.0
1768,flat,8,0.0
1769,other's,1,0.0
1770,since.<br,1,0.0
1771,certified,2,0.0
1772,thirty,1,0.0
1773,removable,2,0.0
1774,cheaply,1,0.0
1775,use-i,1,0.0
1776,tightly,4,0.0
1777,oven.<br,2,0.0
1778,defintely,1,0.0
1779,quiet,31,0.0
1780,crescent,1,0.0
1781,erratic,2,0.0
1782,numeric,5,0.0
1783,picky,1,0.0
1784,holiday,1,0.4019
1785,incredible,2,0.0
1786,forth,1,0.0
1787,stained,1,0.0
1788,build,3,0.0
1789,paint.<br,1,0.0
1790,concurrently,1,0.0
1791,jan,1,0.0
1792,contacted,1,0.0
1793,anywhere,11,0.0
1794,recessed,1,0.0
1795,ago...fifteen,1,0.0
1796,retired,1,0.0
1797,kiss,1,0.4215
1798,tin,1,0.0
1799,spontaneously,2,0.0
1800,emerson,1,0.0
1801,similarly,2,0.0
1802,attachment,1,0.296
1803,wasn't,1,0.0
1804,idle,2,0.0
1805,upon,2,0.0
1806,fabulous,6,0.5267
1807,itt,1,0.0
1808,full,45,0.0
1809,properly.<br,1,0.0
1810,flimsy,8,0.0
1811,nasty,2,-0.5574
1812,dry,5,0.0
1813,valid,1,0.0
1814,non-whirlpool,1,0.0
1815,disapointed,1,0.0
1816,uniqueness,1,0.0
1817,secure,1,0.34
1818,lowes,2,0.0
1819,half,7,0.0
1820,undercabinet,1,0.0
1821,trick,1,-0.0516
1822,religious,1,0.0
1823,fat,1,0.0
1824,full-sized,1,0.0
1825,convenient,13,0.0
1826,rusty,3,0.0
1827,easy-to-clean,2,0.0
1828,ago,64,0.0
1829,e-mails,1,0.0
1830,programable,1,0.0
1831,partway,1,0.0
1832,up/heat,1,0.0
1833,outweighed,1,0.0
1834,programmed,2,0.0
1835,humming,1,0.0
1836,critical,4,-0.3182
1837,fantastic,12,0.5574
1838,additional,16,0.0
1839,disgruntled,2,0.0
1840,seamlessly,2,0.0
1841,reasonable,9,0.0
1842,couple,6,0.0
1843,defect,1,-0.34
1844,impressive,2,0.5106
1845,cafe,5,0.0
1846,big,79,0.0
1847,w/slim,1,0.0
1848,dont,3,0.0
1849,polite,1,0.0
1850,publicly,1,0.0
1851,fearfully,1,-0.4939
1852,almost-invisible,1,0.0
1853,apprehensive,1,0.0
1854,seriousness,1,-0.0516
1855,isn't,6,0.0
1856,nov,2,0.0
1857,appropriate,5,0.0
1858,epidemic,1,0.0
1859,outside,16,0.0
1860,commercial,4,0.0
1861,away,54,0.0
1862,average,7,0.0
1863,decently,1,0.0
1864,mobile,2,0.0
1865,skeptical,1,-0.3182
1866,multiple,20,0.0
1867,live,5,0.0
1868,truth,1,0.3182
1869,repetitious,1,0.0
1870,lemon,2,0.0
1871,above,5,0.0
1872,apologies...i,1,0.0
1873,definite,1,0.2732
1874,signifigant,1,0.0
1875,lid---so,1,0.0
1876,upper,10,0.0
1877,near,3,0.0
1878,exact,30,0.0
1879,unhelpful,4,0.0
1880,glad,4,0.4588
1881,expensive,52,0.0
1882,inconsistent,1,0.0
1883,flat-screen,1,0.0
1884,small,195,0.0
1885,marked,1,0.0
1886,enough,100,0.0
1887,unfortunate,2,-0.4588
1888,rubber,1,0.0
1889,arrogant,1,-0.4939
1890,week-old,1,0.0
1891,inside.<br,1,0.0
1892,currently,8,0.0
1893,comparable,6,0.0
1894,awkward,3,-0.1531
1895,he's,1,0.0
1896,bottom,28,0.0
1897,dear,1,0.3818
1898,drawer-type,1,0.0
1899,micro,1,0.0
1900,closed,6,0.0
1901,concealed,1,0.0
1902,forward,8,0.0
1903,great<br,1,0.0
1904,up.<br,2,0.0
1905,frozen,34,0.0
1906,spectacular,2,0.0
1907,allow,1,0.2263
1908,faithful,1,0.4404
1909,semi-manual,1,0.0
1910,rattling,1,0.0
1911,unable,7,0.0
1912,rightly,1,0.0
1913,later.<br,1,0.0
1914,effective,4,0.4767
1915,rather,30,0.0
1916,oz,1,0.0
1917,wise,1,0.4767
1918,tv's,1,0.0
1919,elderly,2,0.0
1920,adhesive,2,0.0
1921,out.<br,3,0.0
1922,close,20,0.0
1923,altogether,3,0.0
1924,unsafe,4,0.0
1925,incredibly,3,0.0
1926,updated,3,0.0
1927,microwave's,2,0.0
1928,temporarily,2,0.0
1929,tall,18,0.0
1930,passed,1,0.0
1931,steady,1,0.0
1932,local,34,0.0
1933,atrocious,2,0.0
1934,appointed,1,0.0
1935,approximate,1,0.0
1936,ah,1,0.0
1937,question.e,1,0.0
1938,over-heating,1,0.0
1939,cosmetically,1,0.0
1940,commentary,1,0.0
1941,excellant,1,0.0
1942,internet,1,0.0
1943,vertical,1,0.0
1944,fan-off,1,0.0
1945,frustrating,5,-0.4404
1946,dead,17,-0.6486
1947,primarily,2,0.0
1948,not!<br,1,0.0
1949,bright,12,0.4404
1950,entire,18,0.0
1951,can't,8,0.0
1952,non-slip,3,0.0
1953,simultaneously,3,0.0
1954,expenditure.<br,1,0.0
1955,various,5,0.0
1956,different,58,0.0
1957,hotter,1,0.0
1958,vast,2,0.0
1959,remodeled,1,0.0
1960,had...a,1,0.0
1961,incorrect,1,0.0
1962,initial,4,0.0
1963,spray,2,0.0
1964,tight,8,0.0
1965,tacky,2,0.0
1966,little,158,0.0
1967,impatient,2,-0.296
1968,first,148,0.0
1969,mra,1,0.0
1970,ventilated,1,0.0
1971,nearly,9,0.0
1972,self-etching,1,0.0
1973,little/no,1,0.0
1974,sec,2,0.0
1975,so.<br,2,0.0
1976,we're,4,0.0
1977,emptor!<br,1,0.0
1978,safely,2,0.4939
1979,gonna,1,0.0
1980,isactually,1,0.0
1981,freakin,1,0.0
1982,mixed,2,0.0
1983,approximately,9,0.0
1984,consistent,1,0.0
1985,certainly,12,0.34
1986,sorry-sorry-sorry,1,0.0
1987,again.<br,2,0.0
1988,elsewhere,10,0.0
1989,shipment,2,0.0
1990,securely,1,0.34
1991,strongly,6,0.2732
1992,tiresome,1,0.0
1993,excellent,37,0.5719
1994,applicable,1,0.0
1995,plus..........it,1,0.0
1996,remeasured,1,0.0
1997,adjust,1,0.0
1998,soft,2,0.0
1999,wedges<br,1,0.0
2000,that--judging,1,0.0
2001,non-obnoxious,1,0.0
2002,garbage,2,0.0
2003,ahead,8,0.0
2004,understanding,1,0.0
2005,sound,1,0.0
2006,regular,31,0.0
2007,piececasserole,1,0.0
2008,lid,1,0.0
2009,tilt,1,0.0
2010,separate,9,0.0
2011,quirky,2,0.0
2012,preferred,1,0.0
2013,marvelous,1,0.5994
2014,slick-looking,1,0.0
2015,hesitant,4,-0.25
2016,elegant,4,0.4767
2017,dried,1,0.0
2018,not,582,0.0
2019,thankfully,4,0.4215
2020,well-ventilated,1,0.0
2021,commercially,1,0.0
2022,amazon.com,1,0.0
2023,diode-like,1,0.0
2024,behind,1,0.0
2025,aesthetic,2,0.0
2026,mean,1,0.0
2027,anymore.<br,1,0.0
2028,crappy,2,-0.5574
2029,attached,1,0.0
2030,below-counter,1,0.0
2031,purchased,1,0.0
2032,flaking,1,0.0
2033,awhile,1,0.0
2034,finish,3,0.0
2035,undone,1,0.0
2036,oblong,1,0.0
2037,amber,1,0.0
2038,irritating,2,-0.4588
2039,now?<br,1,0.0
2040,slowly,3,0.0
2041,shoddy,4,0.0
2042,speedily,1,0.0
2043,inconvenient,2,-0.34
2044,prepare,1,0.0
2045,sub,1,0.0
2046,slightly,22,0.0
2047,stale,1,0.0
2048,external,1,0.0
2049,dealer-recommended,1,0.0
2050,yesterday.<br,1,0.0
2051,single-handedly,1,0.0
2052,unsettling,1,0.0
2053,metal.<br,1,0.0
2054,vegetables---a,1,0.0
2055,reverse,1,0.0
2056,cardboard,4,0.0
2057,coffee,1,0.0
2058,cooked,1,0.0
2059,moderately,1,0.0
2060,north,1,0.0
2061,extreme,2,0.0
2062,started,1,0.0
2063,flip,1,0.0
2064,geprofile,1,0.0
2065,failed--now,1,0.0
2066,immediate,2,0.0
2067,dark,5,0.0
2068,metallic-looking,1,0.0
2069,dual,3,0.0
2070,expect,1,0.0
2071,husband's,1,0.0
2072,inoperable,1,0.0
2073,repair-prone,1,0.0
2074,independently,4,0.0
2075,stainless,34,0.0
2076,cu.ft,1,0.0
2077,interested,3,0.4019
2078,full-size,3,0.0
2079,i,460,0.0
2080,underneath.<br,1,0.0
2081,obscene,1,-0.5859
2082,ez-on,1,0.0
2083,de-gas,1,0.0
2084,inadvertently,1,0.0
2085,annoying,4,-0.4019
2086,quieter.the,1,0.0
2087,start-up,1,0.0
2088,also,180,0.0
2089,unplug,5,0.0
2090,you're,11,0.0
2091,unique,5,0.0
2092,hygienic,1,0.0
2093,hey,1,0.0
2094,relatively,8,0.0
2095,ideal,3,0.5267
2096,lasting,1,0.0
2097,straightforward,1,0.0
2098,operational,2,0.0
2099,assembly,2,0.0
2100,ear-shattering,1,0.0
2101,yourself--don't,1,0.0
2102,described,3,0.0
2103,empty,5,-0.2023
2104,beep,1,0.0
2105,heat--go,1,0.0
2106,rid,9,0.0
2107,accessible,1,0.0
2108,rude,1,-0.4588
2109,process'.<br,1,0.0
2110,dual-use,1,0.0
2111,nicely,19,0.4404
2112,exorbitant,1,0.0
2113,whirlpool's,2,0.0
2114,toxic,1,0.0
2115,teensy,1,0.0
2116,mildly,1,0.0
2117,qa,1,0.0
2118,eventually,12,0.0
2119,meanwhile,2,0.0
2120,come,1,0.0
2121,rental,1,0.0
2122,forceful,1,0.0
2123,unserved,1,0.0
2124,are:<br,1,0.0
2125,viable,1,0.0
2126,mica,1,0.0
2127,comprehensive,1,0.25
2128,horrific,1,-0.6597
2129,necessarily,2,0.0
2130,mediocre,4,0.0
2131,undercounter,1,0.0
2132,rarely,4,0.0
2133,extremly,1,0.0
2134,interfere,2,0.0
2135,slim-fry,1,0.0
2136,freightliner,1,0.0
2137,toaster,1,0.0
2138,chicken,2,0.0
2139,durable,4,0.0
2140,matt,1,0.0
2141,false,1,0.0
2142,live-in,1,0.0
2143,surly,1,0.0
2144,shockingly,2,-0.1779
2145,uneasy,1,-0.3818
2146,covered,1,0.0
2147,this.<br,2,0.0
2148,noise,3,0.0
2149,this...lol<br,1,0.0
2150,tray,2,0.0
2151,atleast,1,0.0
2152,same...so,1,0.0
2153,yo,1,0.0
2154,initially,8,0.0
2155,it’s,1,0.0
2156,incidentally,1,0.0
2157,honest,1,0.5106
2158,upfront,1,0.0
2159,useable,3,0.0
2160,inherently,1,0.0
2161,legitimate,2,0.0
2162,wet,2,0.0
2163,magnetron-which,1,0.0
2164,much.<br,1,0.0
2165,salmon,1,0.0
2166,notice,1,0.0
2167,temperature....cold,1,0.0
2168,purposely,1,0.0
2169,pre-existing,1,0.0
2170,newly,3,0.0
2171,brownish,1,0.0
