,review_id,good,new,perfect,easy,great,never,negative,bad,dead,horrible
387,RKVTRTJME5GSH,not,not,not,not,not,not,not,not,not,not
388,R1FX9FJTL3SKKU,not,not,not,not,not,not,not,not,not,not
389,RQ4BWGM9C7S4X,not,not,not,not,not,not,not,not,not,not
390,R2CS1DK8SHU7IK,not,in,not,not,in,not,in,not,not,not
391,RUX3YUVHRY7ID,in,in,in,in,not,not,not,not,not,not
392,R2WOAM132QSGAG,not,not,not,not,not,not,not,not,not,not
393,R3SWCZU6HPQ4MA,not,not,not,not,not,not,not,not,not,not
394,R3UMRU0YZF8TNP,in,not,in,not,not,in,not,not,not,not
395,R19KUMCS9B61IS,not,not,not,in,in,not,not,not,not,not
396,RGVWLBLQ9CARR,not,not,not,not,not,in,not,in,not,not
397,R36RH0803WBM0D,not,not,not,not,not,not,not,not,not,not
398,R2JFLO1ADSRKI8,not,in,not,not,in,not,not,not,not,not
399,R2MM2GASVMU6DN,not,not,not,not,not,not,not,not,not,not
400,R2KYRF005TAK5K,not,not,not,not,in,not,not,not,not,not
401,R1DA0X9P660JV0,not,not,not,not,not,not,not,not,not,not
402,R7CSFIE5ME0NX,not,not,in,not,not,not,not,not,not,not
403,RW3IPSERDKH3S,not,not,not,not,not,not,not,not,not,not
404,RMQ7JE4HHFXRP,in,in,not,not,not,not,not,not,not,not
405,R28MUTG29WSVU6,not,not,not,not,in,not,not,not,not,not
406,R1QCGKU2JCNXXH,in,not,not,in,not,not,not,not,not,not
407,R3Q0YJO5WH53HW,not,not,in,in,not,not,not,not,not,not
408,R2TJ8SPN7GVVLI,not,not,not,in,in,not,not,not,not,not
409,RMQ6JLV9TH3LU,not,in,in,not,in,not,not,not,not,not
410,R30KC5ZEJG9TRT,not,not,not,not,not,not,not,not,not,not
411,R3EZENT0N48ROI,not,not,not,not,not,not,not,not,not,not
412,R3V6OMOV1YJYWM,not,not,not,not,not,not,not,not,not,not
413,RODRVH0D5O4Y1,not,not,not,not,not,not,not,not,not,not
414,RW0BV0NWX3BI0,not,not,not,in,in,not,not,not,not,not
415,R24CBO6JXTGW8F,not,not,not,not,not,not,not,not,not,not
416,R6IOL603H6OWL,not,not,not,not,not,not,not,not,not,not
417,RR0FSKCEDU1ZL,not,in,not,not,not,not,not,not,not,not
418,R1X32OW8XWCN3I,in,not,not,in,in,not,not,not,not,not
419,R1CCDUX6ESZE3W,not,not,in,not,not,not,not,not,not,not
420,R1JY0FULUX4717,not,not,not,not,not,not,not,not,not,not
421,RA7XJFBG15XEM,not,not,not,not,not,not,not,not,not,not
422,RLD3MDTUH5POL,not,not,not,not,not,not,not,not,not,not
423,R2Y3RT6FZ372JY,not,not,in,not,not,not,not,not,not,not
424,R3JMFOQAZNAQMK,not,in,not,not,in,not,not,not,not,not
425,RDSIVGBD06FP3,in,not,not,not,not,not,not,not,not,not
426,R20WTWZIDBWTNC,not,not,not,not,not,not,not,not,not,not
427,R2Y9U3WYUSH1FU,in,not,not,not,not,not,not,not,not,not
428,R2VUWXZU6PFI61,in,not,not,not,in,not,not,not,not,not
429,R2EFYS7OEWYMLA,not,not,not,not,not,not,not,not,not,not
430,R3CE7QSSDHWU4F,not,not,not,not,not,in,not,not,not,not
431,R1OPXB0I06ZM2H,not,not,not,in,not,not,not,not,not,not
432,RERJ8U7YRMV38,not,not,not,not,not,not,not,not,not,not
433,R3BGW6DVK6DVJQ,not,not,not,not,not,not,not,not,not,not
434,RU4ILCDH2GN77,not,not,not,not,not,not,not,not,not,not
435,R1HDJDZIOFW0E2,not,not,not,not,not,not,not,not,not,not
436,R2QF8YVM9PILYM,in,not,not,not,not,not,not,not,not,not
437,R37CV45NTNGNPS,not,in,not,not,in,not,not,not,not,not
438,R3HR8C94LXR54U,not,not,not,not,not,not,not,not,not,not
439,R1Q8QHHF6K0MUR,in,not,not,not,in,not,not,not,not,not
440,RQR7VNBB9TCSW,not,not,not,not,not,not,not,not,not,not
441,R17VC20TMVUV1C,not,not,not,not,not,not,not,not,not,not
442,R12XAO2OSWL4T,not,not,not,not,not,not,not,not,not,not
443,R8XORMUCAJA7A,not,not,not,not,not,in,not,not,not,not
444,R1ICCARX4FQ073,not,in,not,not,not,not,not,not,not,not
445,R3LTWVFTLXF642,not,not,in,not,in,not,not,not,not,not
446,R1ZMT1T66CYAJ,not,not,not,not,not,not,not,in,not,not
447,R2G01Q2XFEUQXG,not,not,not,not,not,not,not,not,not,not
448,R34JAM3HNTPDP7,in,not,not,not,not,in,not,not,not,not
449,R1I5NTQEECERUX,in,in,in,in,in,in,not,not,not,not
450,R1C85SVG0UVEZD,not,not,not,not,not,not,not,not,not,not
451,R251LAVFUFQUOL,not,not,not,in,in,not,not,not,not,not
452,R22H2UYZ2P039T,not,not,not,not,not,not,not,not,in,not
453,RI5T2SKQXJZO9,not,not,not,not,not,not,not,in,not,not
454,RXY3GG65JPRVR,not,in,not,not,not,not,not,not,not,not
455,R3AZICL3DCNMDJ,not,not,in,not,not,not,not,not,not,not
456,R3K7SS177DHQ3V,not,not,not,not,not,not,not,not,not,not
457,R1P0RUB8X7EAP9,not,not,not,not,not,not,not,not,not,not
458,R3QEJQD1OLMBIA,not,not,not,not,not,not,not,not,not,not
459,R212TLAXUN30WQ,not,not,not,not,not,not,not,not,not,not
460,R2DTIT2XOPU48M,not,not,not,not,not,not,not,not,not,not
461,RVLICW4HJN2QX,not,not,not,not,not,not,not,not,not,not
462,R2YB7J4QPP4Q3P,not,not,not,not,not,not,not,not,not,not
463,R3J01KRMP5Q95N,not,in,not,not,not,not,not,not,not,not
464,R3U160NGKTVW49,in,not,in,not,in,not,not,not,not,not
465,R1X5MS0IJF1QUJ,not,not,not,not,not,not,not,not,not,not
466,RFVE5U32PUANZ,not,not,not,not,not,not,not,not,not,not
467,R9A89T35VZSVW,in,not,not,not,in,not,not,not,not,not
468,RD7MWCARZKA5Z,not,not,not,not,in,not,not,not,not,not
469,RWEYS327JRKC8,not,not,not,not,not,not,not,not,not,not
470,R3OMSM9XB7X14U,not,not,not,not,in,not,not,not,not,not
471,R8Z5VK8T7746S,not,not,not,not,not,not,not,not,not,not
472,R1T7C1C9QJ1UJK,not,not,in,not,not,not,not,not,not,not
473,R220VI34BLHQZN,not,not,not,not,not,in,not,not,not,not
474,R1C5GDOVP36K2Q,not,not,not,not,not,not,not,not,not,not
475,R3QVPNZ7G9X744,not,not,not,in,not,not,not,not,not,not
476,R176MFKCDBGMV2,not,not,not,not,not,not,not,not,not,not
477,R25NSG24NM4TLD,not,not,not,not,in,not,not,not,not,not
478,RBHH2L95OZW8P,not,not,not,not,not,not,not,not,not,not
479,RIQVMACBRZG8Z,not,not,not,not,not,not,not,not,not,not
480,R3OXRQSF8KA6V2,not,not,not,not,not,not,not,not,not,not
481,ROJDDMYINXIK2,not,not,not,not,not,not,not,not,not,not
482,R36921V3SM3QEV,in,not,not,not,not,in,not,not,not,not
483,R2V1NZ9K72YZTY,not,not,not,not,not,not,not,not,not,not
484,R15DFE5IXAS0A7,not,not,not,not,not,not,not,not,not,not
485,R32Q4TIVG1CAE,not,not,not,not,in,not,not,not,not,not
486,R7T8RO1XTKJMB,not,not,not,not,not,not,not,not,not,not
487,R1Y0PL5JSMUXUW,in,not,not,not,in,not,in,not,not,not
488,R2RGPYLCO7C29,not,not,not,not,not,not,not,not,not,not
489,RZ6K9WIAUBKTM,not,not,not,not,not,not,not,not,not,not
490,R3J420DNBE2OU,not,not,not,in,not,not,not,not,not,not
491,R18JWT6OR8S86M,not,not,not,not,in,not,not,not,not,not
492,R5G7G1CFWENZ8,not,not,not,not,in,not,not,not,not,not
493,R23QPTW19NI4ZL,not,not,not,not,not,not,not,not,not,not
494,R26567ZHWEL86T,in,not,not,in,not,in,not,in,not,not
495,RKAYI062NRTTI,not,in,not,not,not,not,not,not,not,not
496,R1CPFAMGZIXW7Z,not,not,not,not,not,not,not,not,not,not
497,R2CL5BMJ3G940Y,not,not,not,not,not,not,not,not,not,not
498,R1PG1C43UYBR77,not,not,not,not,not,not,not,not,not,not
499,R30K0MQUHTA0VN,not,not,not,not,in,not,not,not,not,not
500,R2BVMM786J3OCI,not,not,not,not,not,not,not,not,not,not
501,R37P5VXL1IEU13,not,not,not,not,not,not,not,not,not,not
502,R3NJ2HXZL08I7F,not,not,not,not,in,not,not,not,not,not
503,RX1ZUVGBH3HKC,in,not,not,not,in,in,not,not,not,not
504,R30HHT87LEQ58T,not,not,in,in,not,not,not,not,not,not
505,R3ROW1FM562STG,in,not,in,not,in,in,not,not,not,not
506,RG0QA5RXVTVO8,not,in,in,not,in,not,not,not,not,not
507,R201TOS3D2FR4,not,not,not,in,in,not,not,not,not,not
508,R3L2W1D54JWICW,not,not,not,in,not,not,not,not,not,not
509,RQH0B0GRUXI9N,not,in,in,not,not,not,not,not,not,not
510,R3NYXFU74T63Y5,not,not,not,not,in,not,not,not,not,not
511,R5YFC5G8V2B3I,not,not,not,in,not,not,not,not,not,not
512,RQBGUU0C58CV2,not,not,not,not,not,not,not,not,not,not
513,R37VH3ZT32NP6S,not,not,not,not,not,not,not,not,not,not
514,RZBF1BFVYHT6L,not,not,not,not,not,not,not,not,not,not
515,R1KO8SKTLRRMJF,not,not,not,not,not,not,not,not,not,not
516,R1EZV3UO6LP33L,in,not,not,not,not,not,not,not,not,not
517,RB49Q8LQ3H1BQ,not,not,not,not,not,not,not,not,not,not
518,R3HIDNGO09OAVC,not,not,in,not,not,not,not,not,not,not
519,RVINJTQFRD1JQ,not,not,not,not,not,not,not,not,not,not
520,RTYMVDZN8JSVL,not,in,not,not,not,not,not,not,not,not
521,RGI0QIDX71RDM,not,in,not,not,not,in,not,not,not,not
522,RKXNZX22HQZEE,in,in,in,not,in,in,not,not,not,not
523,R2B2ASOMKPG2Y1,not,not,not,not,not,not,not,not,not,not
524,RPNCLJWGOLNS2,in,not,not,in,not,in,not,not,not,not
525,R2PYJM9JEO9E8X,not,not,not,not,not,not,not,not,not,not
526,R16TWDB4H6WQZK,not,not,not,not,in,not,not,not,not,not
527,R11ZEQ1YNUORO8,not,not,not,not,not,not,not,not,not,not
528,RNU6IDOP7BV0Y,not,not,not,not,not,not,not,not,not,not
529,R2T6PILHX8VPIR,not,not,not,in,in,not,not,not,not,not
530,R261M5U6WLRFLF,in,not,not,not,not,not,not,not,not,not
531,R1CNON69VWOU0,not,not,not,not,not,not,not,not,not,not
532,R5THFZT2H51RX,not,not,not,not,not,not,not,not,not,not
533,R32PTFHFWY9S1L,not,not,not,not,not,not,not,not,not,not
534,R2A8RKJ6X71CKT,not,not,not,not,in,not,not,not,not,not
535,RTSIB49LN0D2L,not,not,in,not,in,in,not,not,not,not
536,R2PFXY2EIZMD3K,in,not,not,not,not,not,not,not,not,not
537,RCM91KQW0NCCG,not,not,not,not,not,not,not,not,not,not
538,R25XMDAE573J22,not,not,not,not,in,not,not,not,not,not
539,R2K45IY0NO70ZI,not,not,in,in,in,in,not,not,not,not
540,RVRMVCPZKM9PT,not,not,not,not,not,not,not,not,not,not
541,R3UH2U55T1ZSA4,in,not,not,not,not,not,not,not,not,not
542,RK8P69Y6XOLSZ,not,not,not,not,not,not,in,not,not,not
543,RSWCOK46I1UAU,not,in,in,not,not,in,not,not,not,not
544,RIVCWT3LM0G2E,not,not,not,not,not,not,not,not,not,not
545,R3IK8LUYPWCU9H,not,not,not,not,not,not,not,not,not,not
546,R32OZOWQJ0FHI1,not,not,not,not,not,not,not,not,not,not
547,R1YCDNKNNDS7W,not,not,not,not,not,not,not,not,not,not
548,R3REJQGN2U5WOQ,not,not,not,not,not,not,not,not,not,not
549,R37RXWJQ6Q4EAL,not,not,not,not,not,not,not,not,not,not
550,R14DIBP09XNI5U,not,not,not,not,not,not,not,not,not,not
551,R2VLGWA3RDFYJZ,not,not,not,not,not,not,not,not,not,not
552,R320MQHTFW6U61,in,not,not,not,in,not,not,not,not,not
553,R2NOED2XUPTMI7,not,not,not,not,not,not,not,not,not,not
554,R23S0G0SVPC0I8,not,not,not,not,not,not,not,not,not,not
555,R9MZ0TK5X4RG8,in,not,not,not,in,not,not,not,not,not
556,R1V8PH2CAJPJYC,not,not,not,not,not,not,not,not,not,not
557,RC14CXC3Q9WKX,not,not,not,not,not,not,not,not,not,not
558,R22040I6BN2SC,not,not,not,not,not,not,not,not,not,not
559,R2J4VTUI1XQN0U,not,not,not,not,not,not,not,not,not,not
560,R2OLO7UMMUEW0K,not,not,not,not,not,not,not,not,not,not
561,R2QUV0KLG38Y7U,not,not,not,not,in,in,not,not,not,not
562,RJNTR3P11PET9,not,not,not,not,not,not,not,not,not,not
563,RA7T9DL1KN5HL,not,not,in,in,not,not,not,not,not,not
564,R3D38NWGN3FIJ0,not,not,not,not,in,not,not,not,not,not
565,R1AFAY6B0JXKY7,not,not,not,not,not,in,not,not,not,not
566,R1GEZTNGMZPBDV,not,not,not,not,not,not,not,not,not,not
567,R2B8PKDAHON0Z,not,in,not,not,in,not,not,not,not,not
568,R36THGSJQMXR8N,not,not,not,not,not,not,not,not,not,not
569,RPINQU6EY687P,not,not,not,not,not,not,not,not,not,not
570,R36YDBEXGFB8T8,not,in,not,not,in,not,in,not,not,not
571,RJD8L4SVUCRIH,not,not,not,not,in,not,not,not,not,not
572,R30CS2D74HKDNN,not,not,not,not,not,not,not,not,not,not
573,R3STZQPYKZJZX5,not,not,not,not,not,in,not,not,not,not
574,R3502XBDHL0EOI,not,not,not,not,not,not,not,not,not,not
575,R2T9I2WBUVXEPY,not,not,not,not,in,not,not,not,not,not
576,R2A1RHIYH9SQUU,not,not,not,not,not,not,not,not,not,not
577,R3DWYZQFJ8GCID,not,not,not,not,not,not,not,not,not,not
578,RR92UT5QXQR96,not,not,not,not,not,not,not,not,not,not
579,R1RP5STHB2OSLK,not,not,not,not,not,not,not,not,not,not
580,R24IUFY6ZMRKO4,not,not,in,not,not,not,not,not,not,not
581,R1E7LAIG3WUF9U,not,not,not,not,in,not,not,not,not,not
582,R14MS5UL9B09MX,not,not,not,not,not,not,not,not,not,not
583,RSR73GAU4K6VY,not,in,not,not,in,not,not,not,not,not
584,R16ASFCV1UG3HO,not,not,not,not,not,not,not,not,not,not
585,R34PFW1NK782KD,not,not,not,not,not,not,not,not,not,not
586,RPRAMCCSPBW7X,in,not,not,not,not,not,not,not,not,not
587,R2IQMB4IO2ZIL6,not,not,not,not,not,not,not,not,not,not
588,R1ES7WGUKUODS8,in,not,not,not,not,not,not,not,not,not
589,R1IUX33P1ZXF78,not,not,not,not,not,not,not,in,not,not
590,R2RVO54YYW9VOJ,not,not,not,not,not,not,not,not,not,not
591,R1NJ9ZP8WVOQH4,not,not,not,not,in,not,not,not,not,not
592,R2SEYAMD3EGFUL,not,not,in,not,not,not,not,not,not,not
593,R2MRNNN4E3C2P7,not,not,not,not,not,not,not,not,not,not
594,R39NVX27IOXXJT,in,not,not,not,not,in,not,not,not,not
595,RMG9EMNMRHPOR,not,not,not,not,not,not,not,not,not,not
596,R1MRDVL0P65HFI,not,not,not,not,not,not,not,not,not,not
597,R1MWAAB5QG3YRP,not,not,not,not,not,not,not,not,not,not
598,RKG895EF1NXPE,not,not,in,in,in,not,not,not,not,not
599,R2UY73I3Y296QJ,not,in,not,not,not,not,not,not,not,not
600,R35BI4RK0JRYHR,not,not,not,in,in,not,not,not,not,not
601,R31824NSOE06LB,not,not,not,in,in,not,not,not,not,not
602,RTJBKRG86OEOQ,not,not,not,not,not,not,not,not,not,not
603,R26GRUQ3SQJZJI,not,in,not,not,not,not,not,not,not,not
604,R1A7M9YQAGFXC0,not,not,not,not,not,not,not,not,not,not
605,R2715IV60MQSPD,not,not,not,not,not,not,not,not,not,not
606,R2O76VGL26BG8L,not,not,in,not,not,in,not,not,not,not
607,R3RM4W5PQ61FWQ,not,not,not,not,not,not,not,not,not,not
608,RLFHMXRCG4MAL,not,not,not,not,not,not,not,not,not,not
609,R191UTQHZRDB7U,not,not,not,not,not,not,not,not,not,not
610,RVIN3PS40RVAE,not,not,not,not,not,not,not,not,not,not
611,R1JK44UXHWOB3S,not,not,in,not,in,not,not,not,not,not
612,R23YM24GPNN5V3,not,not,not,not,in,not,not,not,not,not
613,R5AX9X99RCCSC,not,not,in,not,not,not,not,not,not,not
614,RZ1H6HCKTGNR,not,not,not,not,in,not,not,not,not,not
615,R3H4LYDEUDKU4J,not,in,not,in,not,not,not,not,not,not
616,R3GRZUH0EEFPNU,not,not,not,not,not,not,not,not,not,not
617,R3W41W58K5BISA,not,not,not,not,in,not,not,not,not,not
618,R1SAT8I3TVVXX6,not,not,not,in,in,not,not,not,not,not
619,R2XOVDFSKFIZYJ,not,not,in,not,not,not,not,not,not,not
620,R7FA2S2WZXHJZ,not,not,not,not,in,not,not,not,not,not
621,R3MS6XCTDQ7TK6,not,not,not,not,not,not,not,not,not,not
622,R25AEIQOP6BB7P,not,not,in,not,not,not,not,not,not,not
623,R2SV80B0KFDOOL,not,not,not,not,not,not,not,not,not,not
624,RNQKFQI93K3T5,not,not,not,not,not,not,not,not,not,not
625,RKFGPOTYPMMAY,in,not,not,not,not,not,not,not,not,not
626,R1KXMZ0AOEDSQ1,not,not,not,not,in,not,not,not,not,not
627,R31UVBFDFJUPVM,not,not,not,not,not,in,not,not,not,not
628,R1HUHZ4LPUFCKB,not,not,in,not,not,not,not,not,not,not
629,R27H2VVVQ05RA3,not,not,not,not,not,not,not,not,not,not
630,R3KWKUM95ZIOCH,not,not,not,not,in,not,not,not,not,not
631,R28JH775JUNIN0,not,not,not,not,not,not,not,not,not,not
632,R1H0L2K5JDURIT,not,not,not,not,not,not,not,not,not,not
633,R17J83RPXLM5QX,not,not,not,not,not,not,not,not,not,not
634,R2GRF9L739XZSA,not,not,not,not,not,not,not,not,not,not
635,R2JZ3WH814K1X1,not,not,in,not,in,not,not,not,not,not
636,R1RE14X0O17W03,not,not,not,not,not,not,not,not,not,not
637,R2EBG8Z8BIG2S8,in,not,not,not,not,not,not,not,not,not
638,R1O9JZT0SCK2RM,not,not,in,not,not,not,not,not,not,not
639,R25TN3V6W276K4,not,not,not,not,not,not,not,not,not,not
640,R112TXSCHBN0UK,not,not,not,not,not,in,not,not,not,not
641,RO50NAC801KAD,not,not,not,not,not,not,not,not,not,not
642,R2BX2P6PYNCOAG,not,not,not,not,not,in,not,not,not,not
643,R25GYNC1L2253K,not,not,not,not,not,not,not,not,not,not
644,R3IG46NK1UEBHP,not,in,not,not,not,not,not,not,not,not
645,R1PTRB1IQMCT5W,not,not,not,not,not,not,not,in,not,not
646,RN98UQYU1W6VG,not,not,not,in,not,not,not,not,not,not
647,R14KFYLTL09W8D,not,not,in,not,in,in,not,not,not,not
648,R1P9J9HYTBXW8H,not,not,not,not,not,not,not,not,not,not
649,R3QHDRF7901LVO,not,not,not,not,in,not,not,not,not,not
650,R15YJ9F8ASYTDQ,not,not,not,not,not,not,not,not,not,not
651,R1L55OY9R091PE,in,not,not,not,not,not,not,not,not,not
652,R1HTYPGHGST6EA,not,in,not,not,not,not,not,not,not,not
653,R1NHNP6F6NPM9A,not,not,not,not,not,not,not,not,not,not
654,R3Q3TZ4X7UY8YV,in,not,not,not,not,not,not,not,not,not
655,RVH3DC3GNUPDU,not,not,in,not,not,not,not,not,not,not
656,R1JAPPW9QOF6QK,not,not,not,in,not,not,not,not,not,not
657,R26PPNZ104482,not,not,not,not,not,not,not,not,not,not
658,R3K22J6XS6HTEM,not,not,not,not,not,not,not,not,not,not
659,R3C3R8VNFE2IO5,in,not,not,not,not,not,not,not,not,not
660,R2OGIZUC2S11JR,in,not,not,not,not,not,not,not,not,not
661,R3HZ7FZEG8CUU6,not,not,not,not,not,not,not,not,not,not
662,REL5O8MTRBJF7,not,not,not,not,not,not,not,not,not,not
663,R3CQ8XG5E0ZGTX,not,not,not,not,not,not,not,not,not,not
664,R2U1JLZVQ9LLV7,not,not,not,not,not,not,not,not,not,not
665,R1QYKMRAETXE1K,not,not,not,not,not,not,not,not,not,not
666,R3V2AG6LMV2T3E,not,not,not,not,not,not,not,not,not,not
667,ROMVEKIPI4VL3,not,not,not,not,not,not,not,not,not,not
668,R2S0VDK666BMFX,not,not,not,not,not,not,not,not,not,not
669,RVUBAGLBR2LE0,not,not,not,not,not,not,not,not,not,not
670,R2VQZMF96BI5KB,not,not,not,in,not,not,not,not,not,not
671,RBJG8F91FZ9CO,not,not,not,not,not,not,not,not,not,not
672,R13UQIRMF4A3HY,not,not,not,not,not,not,not,not,not,not
673,RNU4F673NZGNI,not,in,not,not,not,in,not,not,not,not
674,R32SYN8FBR7AS1,not,not,not,not,not,not,not,not,not,not
675,R3ELIJQNB089K7,not,not,not,not,not,not,not,not,not,not
676,R8PLGHH8KPBS9,not,not,not,in,not,not,not,not,not,not
677,R2I6UFYNI14HCE,not,not,not,not,not,not,not,not,not,not
678,RFQWR7AVWLPXM,not,not,not,not,in,not,not,not,not,not
679,R3I06BAH42IPBJ,not,not,in,not,not,not,not,not,not,not
680,R13CFSYILSJG0N,not,not,not,not,not,not,not,not,not,not
681,R2PY5DX7X2ZCHW,not,in,not,not,not,not,not,not,not,not
682,R2VS5U36BIZB18,not,not,not,not,not,not,not,not,not,not
683,R23036MN9KAAPS,not,not,not,not,in,not,not,not,not,not
684,R2DSVF1S5LKKKI,not,not,not,not,in,not,not,not,not,not
685,R2MPNF13C4S6Q9,not,not,not,not,not,not,not,not,not,not
686,R1338K8UYV8HZ1,not,not,not,not,not,not,not,not,not,not
687,R670U3MGCVROB,not,in,not,not,not,in,not,not,not,not
688,R2HF3YU3JDHWO8,not,not,not,not,not,not,not,not,not,not
689,RRI3SDWMUUX2B,not,not,not,not,not,not,not,not,not,not
690,R1MT9C1H122ANO,not,not,not,not,in,not,not,not,not,not
691,R3DM0ZTAKBIB63,not,not,not,not,not,not,not,not,not,not
692,R3SBO9S7I5CVX2,in,not,not,not,not,not,not,not,not,not
693,R195BT6M1SP8KJ,not,not,not,not,not,not,not,not,not,not
694,RPUGWP0LCC28K,not,not,not,in,not,not,not,not,not,not
695,R2KFL3P1EFTHTJ,not,not,not,not,not,not,not,not,not,not
696,R2D3DACG6K35HD,in,not,not,not,not,not,not,not,not,not
697,R2M244T74CS5RU,in,in,in,not,not,in,not,not,not,not
698,RSCQIQA1FUSCC,not,not,not,not,not,not,not,not,not,not
699,R1JWFHW000EXOJ,not,not,not,not,not,not,not,not,not,not
700,R32U1NQBYQZ25L,not,not,not,not,not,not,not,not,not,not
701,R21ZHN7HZQ4DT0,not,not,not,not,not,not,not,not,not,not
702,R125HPYFQA8JKV,not,not,not,not,not,not,not,not,not,not
703,R29V2MIP5U8S8Z,not,not,not,not,in,not,not,not,not,not
704,R16V54BMMQVX29,not,not,not,in,not,not,not,not,not,not
705,RYDRY2GX0USZV,not,not,not,not,not,not,not,not,not,not
706,R1XAAPLLT9FSEQ,not,not,not,not,not,not,not,not,not,not
707,R1RGAFRSVLSSSX,in,not,not,not,not,not,not,not,not,not
708,R3NFW4UN13B7D8,not,not,not,in,in,not,not,not,not,not
709,R3QZ6PGTONL75S,not,not,not,not,not,not,not,not,not,not
710,R1SW10SZ8UM5MG,in,not,not,not,not,not,not,not,not,not
711,R1YD12YIL2K78U,in,in,not,not,not,not,not,not,not,not
712,R2EAH2FUVZ71JB,not,not,not,not,not,not,not,not,not,not
713,R3DMMPG214UA6P,not,not,not,not,not,not,not,not,not,not
714,RZKM3551JXN69,in,not,not,not,in,not,not,not,not,not
715,R3QAG768FAJG62,not,in,not,not,not,not,not,not,not,not
716,R2R34MPQP9G5MD,in,not,not,not,not,not,not,not,not,not
717,R1WR75PSD62OOR,not,not,not,not,not,not,not,not,not,not
718,R2N85EZCY74DGM,not,in,not,not,not,not,not,not,not,not
719,R1SK73HDWIV2ZJ,not,in,not,not,not,in,not,not,not,not
720,R2UTDN8Q1ABCRJ,not,not,not,not,in,not,not,not,not,not
721,R19CK8VFWCUZG,not,not,not,not,not,in,not,not,not,not
722,RS2FTER0J3IF4,not,in,not,not,not,not,not,not,not,not
723,R1AAPM6CPT575Q,not,not,not,not,in,not,not,not,not,not
724,R1ZW5IK60I5UKH,not,not,not,not,not,not,not,not,not,not
725,R24WXOHCH3DPTT,not,not,not,not,not,not,not,not,not,not
726,R14KLU6IY5CNTL,not,not,not,not,not,not,not,not,in,not
727,R1V2KT1FCF466O,not,not,not,not,not,not,not,not,not,not
728,R10L5LKFPRBOV7,not,not,not,in,not,not,not,not,not,not
729,RVEIBNEAH17P4,not,not,not,not,in,not,not,not,not,not
730,R3NO3289DOBJQJ,not,not,not,not,not,in,not,in,not,not
731,R3CU5RD6Q0ML5T,not,not,in,not,not,not,not,not,not,not
732,R3QCD7ER70ESKO,not,not,not,not,not,not,not,not,not,not
733,R2IXO20AEH99OC,not,not,in,not,not,not,not,not,not,not
734,RBD01D4YPZVWX,not,not,not,in,not,not,in,not,not,not
735,R1SY2M4YIBIK2R,not,not,not,in,not,not,not,not,not,not
736,R30DKM7GZ7L0L5,not,not,not,not,in,not,not,not,not,not
737,RJ9P1K599OVVI,not,not,not,not,not,not,not,not,not,not
738,R2VP9M9V6F1WH2,not,not,not,not,not,not,not,not,not,not
739,RNLNH2HXF98MS,not,in,not,not,not,not,not,not,not,not
740,R1Z9JF4GYQ50MS,not,not,not,not,in,not,not,not,not,not
741,R341NXZYCNZASE,not,not,not,not,not,not,not,not,not,not
742,RUTBADGS029BA,not,not,in,not,not,in,not,in,not,not
743,R1IG56BHB5SCYV,not,not,not,not,not,not,not,not,not,not
744,R2Y6ZSUO4GOE1O,not,not,in,not,not,not,not,not,not,not
745,R10MD4PFSKVX1T,in,not,in,not,not,not,not,not,not,not
746,RB8T19OI7RZK1,not,not,not,not,not,not,not,not,not,not
747,R2R9J1VAZC0DIV,in,not,not,not,not,not,not,not,not,not
748,R1C0VG5UIYP8UX,not,not,not,not,not,not,not,not,not,not
749,R3VIK1V0N1LACW,not,not,not,not,not,not,not,not,not,not
750,RZKGNEMPUEKMJ,not,not,in,in,not,not,not,not,not,not
751,R2X4JV0NEOELJW,not,not,not,not,not,not,not,not,not,not
752,R2AKNCV4GRO3HY,not,not,not,not,in,not,not,not,not,not
753,RLBFS6RM93UUX,not,not,not,not,in,not,not,not,not,not
754,R3OVEUJ55AKNG2,not,not,not,not,in,not,not,not,not,not
755,R1ZRMHQTMEVEY7,not,not,not,not,not,not,not,not,not,not
756,R2YXQUCXH8M3NC,not,not,not,not,in,not,not,not,not,not
757,R1TS0D24NLO0SL,not,not,not,not,not,not,not,not,not,not
758,RPDIG53UR875Y,not,not,not,not,in,not,not,not,not,not
759,REX0XLZC35OKC,not,not,not,not,not,not,in,not,not,not
760,R1M8HRW94JOBB1,not,not,in,in,not,not,not,not,not,not
761,R125EO1WML3JBB,not,not,not,not,not,not,not,not,not,not
762,R2EKW6LGZYRL15,not,in,not,not,not,not,not,not,not,not
763,RXAFCQWGVF27A,not,not,not,not,not,not,not,not,not,not
764,R1C8OJRIQF4KDA,not,not,in,not,not,not,not,not,not,not
765,R2FM5MI8H9AFFL,not,not,not,not,not,not,not,not,not,not
766,R87XGU53ENGPW,not,in,not,not,not,not,not,not,not,not
767,R3GKYXOQ3IS5CY,not,not,not,not,not,not,not,not,not,not
768,R20P9L37S796TG,not,not,in,not,not,not,not,not,not,not
769,R3PFQV0ZVPLIQ7,not,not,not,not,not,not,not,not,not,not
770,R23DGA5HMNMCGQ,in,not,not,not,not,not,not,not,not,not
771,R172GJB6UWYKD1,not,not,not,not,not,not,not,not,not,not
772,RLC4M1VKMJSNB,not,in,not,not,not,not,not,not,not,not
773,R16S8QG8W87YT9,in,not,not,not,not,not,not,not,not,not
774,R3LKXXAXVAHXXZ,not,not,not,not,not,not,not,not,not,not
