,review_id,star_rating,review_headline_clean,review_body_clean,compound,neg,neu,pos
3650,R6VNU07GNCXBN,5,love,lightweight powerful buy three could use two gift love,0.872,0.0,0.377,0.623
3651,RSFT41SZ656XF,5,excellent product,dry hair quickly different heat setting wonderful work perfectly,0.836,0.0,0.47,0.53
3652,R3KEB0AA3XUSKZ,4,really good blow dryer first finally burn,really good blow dryer first finally burnt year refuse use different blow dryer besides i'm onto second hey year time,0.2484,0.094,0.769,0.136
3653,RSXOE835RRMAX,1,worst blow dryer ever purchase,worst blow dryer ever purchase attachment slide well dry hair well bristle brush stiff enough unfortunately miss window return item i'll buy another brand keep one garage ever need blow something dry least expensive,-0.4019,0.191,0.659,0.151
3654,R2BIIPNOZIZT1G,5,nothing beat dryer,make best hair dryer third dryer...the first break dropped tenth time second shorted vacation cuba fault dryer stupidity make well last third i've long thick corse frizz prone hair use burn hair dryer use whereas dryer dry super fast frizz look shiny last forever concentrate nozzle great smooth look love diffuser beachy wave invest dryer sorry take vacation last year year,0.9274,0.088,0.676,0.236
3655,RX4Y58QBTXT1T,5,love work guess great,mom love work guess great,0.8519,0.0,0.265,0.735
3656,R14ZUS1SFIFY1B,1,waste money effort,waste money buy yr old daughter christmas disappoint use attempt use minute frustration daughter give try dry hair say get hard blow hardly we're keep blow dry dog small pekingese useless save money skip product,-0.8225,0.284,0.644,0.071
3657,RWOE8QOB77S2A,5,nice little dryer,high power dry heat setting power setting really like way streamlines air try diffuser yet sure work well got replace year old dryer last leg one coil work dry hair third time would recommend friend,0.8977,0.0,0.699,0.301
3658,R12903LCWR0DE0,5,oldfasion style well design quieter operation,hard find pistol style hair dryer day assume majority go less bulky shape look nicer first priority quiet operation pistol shape produce quiet air flow,0.3612,0.051,0.842,0.106
3659,R2A1R53LJUSFTG,4,like blow dryer,like blow dryer think go compact size nope big one love color light weight,-0.2187,0.188,0.672,0.14
3660,R4APYYEZVPLJU,5,cant happy,get remington last week cant happy three temperature right excite say actual difference hot warm air unlike hair dryer one damage overheat hair i'm do use hair feel soft feel tangled.<br another great thing amount air little guy push dry hair cool set withing minute problem use warm air take minutes.<br hair dryer pretty light weight style hair easy take little time.<br love model especially cost great buy market good hair dryer look reasonable price worth every penny,0.9695,0.085,0.609,0.307
3661,R2UJ4P71WJE5RD,5,yes must get one,ingenious idea great hair dryer,0.6249,0.0,0.494,0.506
3662,R1AAMCUF2WCLXA,5,five star,dryer amaze,0.5423,0.0,0.222,0.778
3663,R38NHSU9ZDK3X8,1,worth price,purchase february quit work november heed negative review amazon brick mortar phone number could contact possibly could least discussed and/or could offer replace dry work one worked nine month come,-0.4019,0.11,0.801,0.089
3664,R1TZ8XE1B6QBAC,5,take precision switch fr hot cool vise-versa,take precision switch fr hot cool vise-versa otherwise great mount wall fold half w/no cord,0.7506,0.0,0.67,0.33
3665,R2BMRPX1KVMGAH,5,always hat blow dry hair,always hat blow dry hair dryer make easy due handle thin usually use low setting work great love hair dyer,0.8779,0.072,0.546,0.382
3666,R9V857XF7KZY7,5,five star,perfect size gym bag,0.5719,0.0,0.448,0.552
3667,RSAXELE9XS1CM,5,best hair dryer ever,best hair dryer ever love soooooo much use hair becomes shin healthy definitely recommend everyone,0.946,0.0,0.38,0.62
3668,R9UFFDXDGQZI4,4,read description carefully,careful select want read description closely think kind dryer replacing wire wall one plug outlet challenge mount since footprint base small one previously fault image look exactly like eventully buy picture frame put scrapbook paper bolt dryer mount frame frame wall cover previous dryer's footprint bit challenge result look ok,0.7845,0.046,0.72,0.233
3669,R6YNAB5CE64QB,5,versatile dryer leave hair look great,hair dryer wonderful job hair come shiny diffuser include maintain curl wave natural hair nozzle set precision dry cool shot button case air feel hot three temperature setting make dryer versatile useful wet damp hair also quick-dry nozzle attachment disperse air throughout head make dry quick would recommend rush find hair duller look use attachment however day quick dry come handy hair dryer's description say utilizes ion air maintain moisture hair whatever method us really work nice dryer i've ever,0.9492,0.028,0.747,0.225
3670,R3PS2NQB7UZMXS,1,one star,fir hair dryer,0.0,0.0,1.0,0.0
3671,R2Z2RK0QI7CMQQ,4,great fine hair,hair dryer suitable fine short thick hair use low set felt right gentle extremely hot also like comb attachment help dry hair faster.<br compare dryer old philip move leave another country must note dryer provide weak blow think much big output vent.<br minus star ceramic heating element wire,0.7322,0.106,0.683,0.211
3672,R2ETD8TAJTC9AH,5,five star,make hair blow time breeze,0.0,0.0,1.0,0.0
3673,RVKL4RL9Z6OQG,5,five star,great product,0.6249,0.0,0.196,0.804
3674,R3LMHF42HBRFBG,5,five star,great,0.6249,0.0,0.0,1.0
3675,RE6NAO1GAWG3N,5,five star,good product good company order,0.7003,0.0,0.341,0.659
3676,R3F73YWPWL0PZ2,4,hair dryer,product advertise work well boost button nice feature power switch seem tad fragile satisfied purchase,0.8555,0.0,0.514,0.486
3677,RTN6OMYBI63QA,4,four star,still go strong use daily,0.5106,0.0,0.548,0.452
3678,RTUUOJHQXPURA,5,five star,work great,0.6249,0.0,0.196,0.804
3679,RROEQ8VRCI21E,5,five star,work good really worth price recommend,0.7818,0.0,0.276,0.724
3680,R3VMGPRLXIYJ0L,5,five star,arrive promise,0.3182,0.0,0.303,0.697
3681,R25TAKE5L690NZ,5,definitely worth,hair dryer fantastic thick curly long hair almost way back take hour air dry hair hate hair dryer though make hair brittle dry one fact hair look shinier.<br br easy operate,0.4215,0.097,0.733,0.17
3682,R2F13BGYYPHD1K,5,love,use every day,0.0,0.0,1.0,0.0
3683,R1HRRCJ8P1JL8X,5,five star,grand budget buy plenty power heat nice compact,0.7003,0.0,0.508,0.492
3684,R1XSS6Y38GIO76,4,great small blower home,great small blower home compact slick design make sure drop floor might damage fan easily,0.7003,0.209,0.354,0.437
3685,RZMYOPW5Z4U98,5,good buy price,i'm glad buy dryer powerful enough dry long hair minute,0.7003,0.0,0.58,0.42
3686,R1TCUKCA0CC7NG,5,dry,one buy expensive hair dryer panasonic nanoe technology worth every penny quality self-evident open package pull professional size hairdryer although look like would weigh lot surprisingly light easy handle control simple handle one side switch temperature cool warm hot switch high low air flow yield possible combination nanoe come three nozzle slip onto front dryer set nozzle precise style quick-dry nozzle dry hair quickly diffuser create full body hair volume style also cool shot button handle temporarily turn heat allow time style dryer come heavy duty foot cord safety overheating/reset plug.<br br panasonic nanoe technology take moisture air hair put moisture rich particles small enough penetrate hair shaft that's quite mouthful hair make soft silky see nuance color notice blonde blonder brown rich hair dry quickly quietly none loud buzz ear run finger hair none dry frizzy overblown feel low price dryers.<br br result like need make appointment salon budget highly recommend,0.98,0.024,0.775,0.201
3687,R2TBOU5HGAPI6Y,2,disappointed,happy quality hair dry price pay good version costco previous conair hair dryer last yrs happy one cheap plastic on/off button low/high speed blower,0.872,0.044,0.631,0.325
3688,R3935F7LXA5XVS,5,great,buy rental test perfect sure everyday use,0.7184,0.0,0.455,0.545
3689,R2ZR1XBFTBX6AU,4,perfect travel,loves:<br great travel<br include storage bag<br include two additional piece attach concentrator diffuser)<br small lightweight<br br bads:<br cold air setting<br br purchase college college store perfect constant back fourth travel still use day travel love small yet still get job do,0.9186,0.0,0.76,0.24
3690,R18HTR1VXHGM02,5,five star,good quality,0.4404,0.0,0.256,0.744
3691,RDMB9DDBY13DZ,1,dissapointed,work second stop work due move disappeared return must get dud i'm go stick regular ionic blow dryer gentle effective hair dry,0.2263,0.21,0.584,0.206
3692,R2EQWJOXLDJHJP,5,fantastic dryer,love hairdryer find hotel houston one blow great temperature--just hot enough hot burn you--but fast due high velocity air output dry fast best dryer own,0.926,0.0,0.638,0.362
3693,R34ZW1K3IQN2Q5,5,love hve every,convenient love hve every bathroom,0.6369,0.0,0.488,0.512
3694,R17JIS440LILH2,4,great professional hair dryer,great professional hair dryer reason i'd dock star noise i'm think buy silencer see help otherwise really get job do,0.7783,0.0,0.726,0.274
3695,RIE8PJEX6UCAS,4,great dryer,great dryer job complaints..<br weight feel great issues.<br rotate handle little strange nice feature need fold stash away,0.8811,0.057,0.534,0.409
3696,R2U3V8N83WUT73,5,five star,good value,0.6486,0.0,0.0,1.0
3697,RPBRA0QUWCDTJ,5,andis easy mount hair dryer,use year four replace visitor drop slip hand like ease use speed form,0.7269,0.109,0.466,0.425
3698,R20HFSI0RFZXXJ,3,loud enough heat,loud enough heat,0.0,0.0,1.0,0.0
3699,RZV8Q1RET0Z8U,5,five star,super strong job can't beat price,0.802,0.0,0.357,0.643
3700,R33WH4I0IU24OG,5,rv accessory,love put rv rv own one think standard feature rv's,0.6369,0.0,0.682,0.318
3701,RXAQOWDMGP90P,5,love love love,absolutely love hair dry construction make easy handle regardless portion head dry also beautiful job dry subdue texture fine course hair use high heat get result love love love,0.981,0.0,0.453,0.547
3702,R228UQMUAR2C5C,2,two star,powerful enough good value mney,0.7964,0.0,0.198,0.802
3703,R1WHFU6OMHCZHL,5,review beautiful wife,always love conair product use year old conair hair dryer since early finally take dive love old dryer lightweight powerful searched amazon and/or similar style come across conair watt tourmaline ceramic hair dryer good good old version wattage lightweight powerful comfortable use switch important part love slide switch grab handle accidentally turn use long thick hair get job do type person want sore arm dry hair perfect,0.9833,0.052,0.566,0.382
3704,R2H7TKDCYR79LN,4,four star,good work well,0.6124,0.0,0.167,0.833
3705,R2O8CXNZ4SJPP,5,used hotel like get hair dry,used hotel like get hair dry faster old one big plus sound loudly old one yes want rush online order month since still work good love,0.9118,0.0,0.607,0.393
3706,R3PVSGAN4KN1FQ,5,five star,super good,0.7783,0.0,0.0,1.0
3707,R22H0D6LKWYYIT,5,five star,great hair dryer love hang wall--right need,0.8519,0.0,0.376,0.624
3708,R1UVZVQV44F6T5,1,good hop,al expect low air output,-0.2732,0.344,0.656,0.0
3709,R3CAPF01QC8G2F,5,would recommend everyone,dryer replace dry year lot power would recommend everyone,0.3612,0.0,0.762,0.238
3710,R3EDKJZY94CNJX,5,work great,job perfectly fit hairdryer issue,0.7717,0.0,0.309,0.691
3711,R10QF4S7TSEU44,5,yes,completely adorable come zebra strip bag what's love oh yeah great job dry hair well,0.9441,0.0,0.383,0.617
3712,R1RL2RTGWOHQ42,4,four star,work well noisy,0.1027,0.354,0.208,0.438
3713,R3LY3A0XI4AH19,5,five star,item exactly replace thank,0.3612,0.0,0.545,0.455
3714,R1DSRU3RZJ5FO9,2,happy wife happy life,replace unit another sunbeam wall mount wife nearly year arrive first hi-low set didn’t work also isn’t hard wire cord dangle wall fault didn’t realize order returned hassle order wall mount hard wire unit three setting cord tangle happy wife happy life,0.5994,0.11,0.741,0.148
3715,R1TA1LFGCU5KKD,4,blue spark best blow dryer ever,less month love time use start send blue spark best hair dryer ever i'm afraid use might explode set hair fire know warranty email remington heard back yet would give star spark hand hopefully send new one,0.9374,0.048,0.597,0.355
3716,R3T9GAUXQOET3F,5,five star,received time descry,0.0,0.0,1.0,0.0
3717,R1Y7BZB8J4F6B0,5,great,absolutely love,0.6697,0.0,0.182,0.818
3718,R3K54BVF2KKWD7,5,five star,great hair dryer excellent feature attractive,0.8934,0.0,0.219,0.781
3719,R3AKPVO9TRLVN8,5,space saver,fit great work great,0.8934,0.0,0.085,0.915
3720,R2760MXBB8H7M5,5,five star,far problem bite heavy nothing else,-0.4019,0.351,0.649,0.0
3721,R1LV91TK6ZLQGE,4,loud mighty,good little hair dryer problem noise produce sound like jet engine mode,0.4522,0.145,0.535,0.321
3722,R1C15VOOFHBXVX,5,five star,best dryer gir could ask perfect natural hair,0.886,0.0,0.325,0.675
3723,RG3D2DSHZOJFF,5,five star,work great,0.6249,0.0,0.196,0.804
3724,R1RWOPXH4TODIM,4,four star,make lot noise dry whole hair less min,0.0,0.0,1.0,0.0
3725,R3JIPTVC2BKJV5,5,yes,space saver work great,0.6249,0.0,0.423,0.577
3726,R3LNT486L8OXGI,5,love cool sit feel,job love cool sit feel,0.7579,0.0,0.316,0.684
3727,R27N77E6PMJ34H,5,great individual heat fan speed control,work expect great individual heat fan speed control nice feature,0.8481,0.0,0.432,0.568
3728,R2UI2HVGK54KU5,3,nice dryer saw change time,nice dryer saw change time take dry way hair felt looked use.<br bottom line worth,0.5719,0.0,0.734,0.266
3729,R2WAUK8J4IIYXS,5,love dryer,love dryer best i've ever own love quiet well even son say best,0.9633,0.0,0.297,0.703
3730,RXVSYNURJY4FL,3,three star,cute cheaply make,0.4588,0.0,0.4,0.6
3731,R27O05V7QPPBQM,5,great buy,although buy travel like regular size dryer.<br pink appear purple picture thats reason give instead,0.3612,0.0,0.848,0.152
3732,RV4F3Y1UJY23Q,5,five star,work fine,0.2023,0.0,0.357,0.643
3733,RSS0CNJMKECRJ,5,favorite dryer,favorite hair dryer yr great travel still find occasional lodging without dryer,0.7964,0.0,0.585,0.415
3734,R3DGCEDVD05JFR,5,five star,good buy,0.4404,0.0,0.256,0.744
3735,R263PTMS9B3I5Y,5,five star,best ever own,0.6369,0.0,0.323,0.677
3736,R1CM6IIBIFJ6LC,5,love,love,0.6369,0.0,0.0,1.0
3737,R1GA2D48AGLQT6,2,still frizzy,really notice difference thus dryer dryer hair still get frizzy dry hard manage humid stay frizzy hair look healthy use take long time blow dry medium thick hair know dryer would mostly let air dry use,0.3182,0.037,0.892,0.071
3738,RHOIW9BY53J4V,1,waste money,expect dryer poorly make nozzle fly time i'm dry hair annoy likely return,-0.4404,0.195,0.805,0.0
3739,R2IXXY4ZC2T6L7,3,three star,okay heat control good,0.5859,0.0,0.294,0.706
3740,RI3JY8NYQYPGZ,5,five star,far good,0.4404,0.0,0.256,0.744
3741,R1WG8SROCX8TLQ,4,andis quiet hangup hair dryer night light,fairly compact noisy would like bit air volume ok respect night light bright disable last long previous andis year i'll well satisfied,0.9169,0.053,0.464,0.483
3742,R1EVIGXQMT0E9V,5,five star,work perfectly strong compact,0.8176,0.0,0.211,0.789
3743,RUQ3WE3KYAQ3O,5,five star,replace earlier unit model find amazon,0.1779,0.0,0.746,0.254
3744,R34VS82TWERE5O,4,four star,excellent powerful motor leave hair shiny,0.743,0.112,0.28,0.607
3745,R3BEJOJFWGQ1MO,5,great blow dryer,love overly strong blow dryer like thick hair nice light arm get tire frizz either,0.9153,0.0,0.462,0.538
3746,R3CIHLGFI7OAWX,5,five star,love,0.6369,0.0,0.0,1.0
3747,R1JPZ4VWLP3DTE,4,four star,make hair smooth frizz,0.0,0.0,1.0,0.0
3748,R3VE1VST3SBFPK,5,best dryer,good size good power,0.7003,0.0,0.256,0.744
3749,R2B21KVBTXTRNV,5,great feature great buy,use hairdryer first time resort stay love loved idea retractable cord fold head seem dry hair much easy well use previously leave resort go computer look amazed reasonably price order one right highly recommend dryer,0.9577,0.025,0.58,0.395
3750,R24WHEDRJJFMBR,5,five star,excellent,0.5719,0.0,0.0,1.0
3751,R2R359BZZSTVGZ,1,one star,bad hair dryer stop work soon,-0.6908,0.588,0.412,0.0
3752,R5PCDNNXHYHLK,5,five star,good quality,0.4404,0.0,0.256,0.744
3753,R21GLDD1Z6GVVG,5,five star,good,0.4404,0.0,0.0,1.0
3754,R2AJZW4VCK4QNS,5,conair hair dryer,like hair dryer worth price thank,0.7096,0.0,0.303,0.697
3755,R31C9JXMIDO6GL,5,ike hairdresser,excellent finally hair like hairdresser hahaha,0.8689,0.0,0.234,0.766
3756,RBJV1FA4FMKJI,3,great,like dryer lot great dryer price however month warranty expire start shoot green spark lose heat probably bother brand see thing happended user,0.25,0.227,0.515,0.258
3757,R204ZEF17A9BCP,5,five star,awesome work like say would,0.765,0.0,0.312,0.688
3758,RBBCIS3Z67ZSK,5,great blow dryer price,inexpensive blow dryer work great i'm african american woman hair straight get daughter curly hair job well love quick easy blow,0.9349,0.0,0.513,0.487
3759,RDYS1JS5S854B,4,four star,work great,0.6249,0.0,0.196,0.804
3760,R1QIW7RTZ50Q7X,5,powerful compact design,really like hairdryer buy replace andis quiet hangup hair dryer night light dryer break year use disgust bright green nightlight sunbeam wonderful powerful super compact wall complaint on/off button handle hanger prefer handle personal preference,0.8748,0.122,0.558,0.321
3761,R312HPDKQKJ0QJ,5,five star,light quiet,0.0,0.0,1.0,0.0
3762,R3MX3PVWQ0MKU3,5,awesome,dry thick hair quickly make really smooth awesome,0.6573,0.0,0.615,0.385
3763,R1GAL3R0TVPSPO,5,five star,work great,0.6249,0.0,0.196,0.804
3764,RO0ATY76WR5WC,5,fast,strong wind,0.5106,0.0,0.233,0.767
3765,R1BJ8G0FSNZAOO,5,five star,work great,0.6249,0.0,0.196,0.804
3766,RJUFKH301AD6K,5,nice product,need good blow dryer i'm go natural need keep hair healthy.the quality nice price nicer,0.8779,0.0,0.498,0.502
3767,R23DOEOKSXZBLJ,4,expensive sure worth,spent money dryer worth price think so.<br br decent dryer....super fast drying...so thick hair love problem thin fine hair i'd prefer low setting use even bit powerful like low setting style hair well blow direction see much difference honest end result get dryer.<br br send back...does job still like old dryer best longer make,0.9545,0.093,0.566,0.341
3768,RA92O4BEZ1TG1,5,job,hair dryer work fine,0.2023,0.0,0.625,0.375
3769,R1Q5ELUHFI9SJZ,5,awesome hair dryer warranty,buy hair dryer research probably hour figure one would fit need etc well worth hair dry quickly i'm get awesome result round brush like usually get salon would definitely recommend product.<br br even though would recommend product highly disappointed find buy amazon party cover warranty neither company authorize resellers product find complete warranty form send know ahead time would go one authorize seller site pay year warranty return amazon one authorized seller tax,0.959,0.052,0.654,0.293
3770,R125JCHJSKG5MY,5,five star,excellent,0.5719,0.0,0.0,1.0
3771,R2VB3ULSQYJS04,3,button flimsy odd,hair dryer function properly light enough maneuver button challenge i'm middle-aged person need slide manipulate heat level another parallel set slide button turn struggle every day,-0.25,0.083,0.87,0.047
3772,R3OPAEIXSDR6X9,4,get job do,buy year old could begin dry hair like bag come problem hold it...the full size drier bite heavy dry hair still prefer beastier full size....its faster,-0.0516,0.092,0.822,0.086
3773,R33K73FM5YDENP,4,four star,conforme con la venta recomiendo al vendedor,0.0,0.0,1.0,0.0
3774,R27RI29KNIR6B,5,five star,perfect,0.5719,0.0,0.0,1.0
3775,R22SNXDNRMCJKF,1,favor buy,could kick throw away old bonnet hair dry twenty year ago work fine blow dryer efficient bet still could plug would work much good model model poor quality i'm shock someone would even sell unit ok use bonnet cheap plastic connector pull away bonnet second use suspect glue use heat resistant melt start emit chemical smell right plastic ring fell bonnet favor spend extra money reputable manufacturer,0.5423,0.1,0.744,0.156
3776,R2OCN6QU15CJGQ,5,nice hair dryer,nice hair dryer dry hair good different option choose wether want dry cold warm hot air life different kind hair dryer one good one really notice difference hair dry suppose yes make thailand,0.9423,0.0,0.592,0.408
3777,R2DI1QQKMHTBVA,5,extremely please design white night light nice feature bright mention,negative review read dryer die early hopefully one suffer early death syndrome ideal bathroom limit counter space extremely please design white night light nice feature bright mention review alternative model choose one analyze review model little expensive well worth,-0.0385,0.247,0.46,0.293
3778,R3L0BMC9RXKLSP,5,like,work well lite weight travel home,0.2732,0.0,0.704,0.296
3779,R2A7P9KAY59W76,4,good product,lightweight powerful hair get dried quickly,0.4215,0.0,0.641,0.359
3780,R26UQ7386J6QOD,5,nice find,really nice find saw first prominent new york hotel think good enough we've happy long it'll last know far good,0.9312,0.0,0.502,0.498
3781,RXYKJ2UGZKIMM,3,good,dood,0.0,0.0,1.0,0.0
3782,RDITB2I1ZG45P,4,dryer excellent night light good,dryer excellent night light good,0.765,0.0,0.312,0.688
3783,R1FSRMOT02V44W,1,happy spent,buy buy mine sept go dry hair last night nov would turn use dryer maybe time blow dry hair wash late night late return amazon six us reset test button press several time still dryer would turn happy spent hair dryer use six time,0.6597,0.0,0.886,0.114
3784,RGBGK535TSR2X,5,best dryer thick hair beauty natural/curly hair,second time i've purchase dryer long lasting last dryer year break drop twice really hard tile floor still work could hear well purchase another one need diffuser bio ionic universal diffuser fit perfectly best dryer thick hair beauty natural/curly hair texture really strong hair side perfect heavy use,0.9694,0.057,0.583,0.36
3785,R1ODXA49Q1IF9J,5,five star,perfect always like counter dryer hotel room,0.7351,0.0,0.446,0.554
3786,R49HUHKXLPNOU,5,five star,work great nice compact,0.7845,0.0,0.225,0.775
3787,R3D925RSP0H3PB,5,five star,excelente producto llego en el tiempo previsto recomiendo la tienda,0.0,0.0,1.0,0.0
3788,R1JK2G2LDBI4LL,5,highly recommended fine hair leave hair feeling soft,surprised write rave review hair dryer never really give much thought hair dryer potential damage could hair last dryer either clairol revlon-i throw start throw spark leave hair extremely dry approximately two year use keep switch shampoo conditioner think hair change need find new product turn buy new hair dryer purchase dryer read online article suggest low wattage dryer fine hair basically end dryer-it low wattage dryer besides travel dryer reasonable price use week difference feel hair unbelievable extremely soft addition dryer surprisingly quiet dry full head hair less time prior dryer overall recommend product,0.3612,0.081,0.804,0.114
3789,R175ID110025Z2,5,five star,excellent surely buy job right,0.765,0.0,0.312,0.688
3790,R3GZ2YK2W7YHCW,3,light weight noisy plenty airflow,light weight noisy plenty airflow sure last long time well worth cost buy two them.<br br update since review unit fail way power switch stop work bad cheap light weight noisy good airflow,-0.5267,0.275,0.524,0.201
3791,R3428OMP0FBXDZ,5,five star,great buy,0.6249,0.0,0.196,0.804
3792,R1DFFN13H4H2IR,5,love,dry hair quick leave smooth love,0.6124,0.128,0.426,0.447
3793,R3GVXOMJFFJ1D1,5,five star,good buy money,0.4404,0.0,0.408,0.592
3794,R1VJ7E7C6ZCWBE,1,one star,nunca recibi el producto gustaria que repusieran el dinero por favor,0.4019,0.0,0.787,0.213
3795,RBLIP4TJHAG4E,5,perfect,perfect anyone use two rental condo zero problem,0.25,0.218,0.484,0.298
3796,R3204WJE5QXOWZ,3,three star,good hair dryer kinda heavy,0.4404,0.0,0.58,0.42
3797,R2S89WSRLDCQC2,5,wonderful hair dryer,wonderful hair dryer buy one camper use put expensive one camper bring one house dry long hair much fast somehow leave less frizzy skeptical ionic feature use use anything else love,0.7703,0.085,0.708,0.207
3798,R1C9TXA2J3J8PR,4,work,money make well upgrade,0.2732,0.0,0.588,0.412
3799,R2MKBHP726Y8LI,5,short finger round diffuser hard find,diffuser variety i've ever find short finger normally finger long impossible get heat close enough hair take forever dry hat long finger long hair still hate short even chin hair diffuser blow hair around bit traditional diffuser example old school one black foam-like material bother since curl uneven texture lend beach-y messy type look might cause frizz tight curl though,-0.8225,0.131,0.869,0.0
3800,R1EHU2MSUCQ6ZP,5,perfect type hair,hair dryer best anywhere second purchase due one granddaughter break previous one order future need,0.6369,0.0,0.769,0.231
3801,R12MR79TAWYIH8,3,large jumbo roller,good product use small medium roller bonnet small large jumbo roller use packed closet whenever decide cut hair short use small roller come one attachment two like picture show like store hose bonnet power cord inside case,0.7906,0.048,0.724,0.229
3802,R21YXUCM6MTTLK,4,lightweight easy install,easy install instruction make installation seem complicate work well loud average dryer like unplug dryer wrap cord place drawer say minute save minute earn reclaim much need drawer space replace old bulky heavyweight dryer wall mount one wish purchase earlier also lightweight arm get tire i'm dry hair,0.9081,0.0,0.762,0.238
3803,R3A10GO5H4UN5L,5,best blowdryer earth,awesome,0.6249,0.0,0.0,1.0
3804,R3ABGZVRJPCZ9I,5,five star,really safe convenient could curl hair dry,0.4927,0.0,0.653,0.347
3805,R1PE5Y664JUAH4,5,five star,great,0.6249,0.0,0.0,1.0
3806,R2K4BY1HO8KPGZ,5,love perfect,love perfect actually work say accurate temp wide range temp adjustable slight downside require strong hand screw stuff set otherwise wobbly,0.9186,0.104,0.457,0.439
3807,R38MAPISD99Y9H,3,conair watt tourmaline ceramic hair dryer,find conair watt tourmaline ceramic hair dryer hard turn choose heat selection choose intensity blower think conair make ridge two selector pronounce also find low set far powerful comfortably style bang like compare hair dryer make cold air button extremely user friendly dryer work fine comfortable hold,0.9213,0.059,0.659,0.282
3808,R16CQ1RGJG6RDT,5,love small size,small light powerful good amount heat,0.6908,0.0,0.412,0.588
3809,RA58T7J3L1IFH,4,would like little power important quiet work well,would like power love quite hair dryer work well always use high anything low strong great price quality.<br buy replace one scream loud much quiet old one appreciate make loose hearing help good hair day,0.9545,0.128,0.432,0.441
3810,R2Z6ETJQP9R19U,5,still awesome,use year still awesome,0.6249,0.0,0.423,0.577
3811,R2WWTC65M37NZI,5,five star,good,0.4404,0.0,0.0,1.0
3812,R3PAQTUZX3EPAB,5,nice compact size,strong powerful air flow dry hair quickly nice compact size lightweight wish good button control shot cool set,0.9413,0.0,0.417,0.583
3813,R1MJBB2CGETJR0,5,past month gotta say love problem,i've use little guy daily past month gotta say love it!<br br problem bulky plug mean seriously want portable dry end cord almost big handle.<br br term performance however cannot complain,0.5426,0.115,0.679,0.206
3814,RJDJ9MN50K60P,4,great dry weird peely cover,great hair dryer leave quick review state like others state matte rubber cover dryer peel handle take word affect usability dryer ugly memorize setting disappear take week everyday use mine start peel otherwise dryer dry hair expeditious manner really ask hair dryer,0.296,0.128,0.74,0.132
3815,R3172X3UPM8GY4,5,five star,good excellent work love,0.8957,0.0,0.085,0.915
3816,R2W9ICKCC7PIYQ,1,one star,unfortunately ban wrong power connection australia,-0.8442,0.752,0.248,0.0
3817,R2EI8ODTLWF1Y,5,five star,best dryer i've year,0.6369,0.0,0.417,0.583
3818,R1S6RA7G6T1Z3R,5,great hairstylist even think,one best hairdryers ive buy plum sparkle color spectacular little heavy real noticeable thing button use hold certain way may change miss rewindable cord thats okay great hairstylist even think,0.926,0.039,0.59,0.371
3819,R1EWQQBM0KWYX1,5,five star,love,0.6369,0.0,0.0,1.0
3820,R27BA4OEDAPBTF,4,four star,work great far heat fast good price issue far,0.7906,0.0,0.5,0.5
3821,R35QIFKQDABXW,5,gooood,great home use,0.6249,0.0,0.328,0.672
3822,R35ZMGDWOFNCZ,5,five star,want,0.0772,0.0,0.0,1.0
3823,R1DE5YVIQJN0NB,5,five star,excellent,0.5719,0.0,0.0,1.0
3824,R2DFC6YRVV08KY,5,work great messy cord,know many negative review maybe operator error hair dryer great dry hair much fast revlon year old love different setting wash hair every day get daily use far good cord retract well handle extend try fold handle retract wont work nice compact keep folded bathroom,0.7405,0.144,0.609,0.247
3825,R1IL75AIEUODM3,3,ok price,can't say disappoint last conair well however burnt within year possibly drop time want spend much cash replace one long available fyi--the one buy amazon conair infiniti professional tourmaline ceramic technology ionic styler black<br br select one please last one.<br br color functionality dryer best feature probably make well dryer anything allow adjust temp cool warm hot cold shot button choose high low speed totally miss detail online description purchase watch video sell video make dry look powerful really perhaps thick hair like would perform liking.<br br opinion think even close salon performance say use ion technology last conair label ionic work much well dried hair faster hardly frizz get job do dry hair pretty fast hair frizzy annoy probably take plunge buy higher-end hair dryer future ok get,0.9677,0.058,0.715,0.227
3826,R278WHCTQRM7RB,5,five star,blow dryer awesome work great,0.8481,0.0,0.268,0.732
3827,R2CYCVPQ5I9P02,2,ok dry styling,high heat dryer blow hair hard cannot style hair frizz medium heat dryer get hot enough style take forever dry medium opinion unit best blow styler,0.5859,0.047,0.811,0.142
3828,R2KANNDUB8SBUD,5,five star,excellent product light powerful practical,0.7579,0.0,0.316,0.684
3829,R25XUTMLOXEIH3,5,great hair dryer.....great price,use something similar year belong year old mother last life mine one morning turn zilch die since pretty much housebound wonder next good ole amazon come rescue arrive much sooner originally plan delighted equipment work extremely well various speed protective gear bathroom switch fault find piece direct air flow come explanation connect use anyway would nice direction especially mechanically impaired like otherwise wonderful hair dryer cheap price,0.9549,0.074,0.632,0.294
3830,R3UG5H0RPNCQR9,4,great hair dryer,great hair dryer get hair dry time cord get store dry daughter love thanks lot,0.9042,0.0,0.517,0.483
3831,R37N9C1OWU30NF,5,five star,good strong wind,0.7351,0.0,0.139,0.861
3832,RXO6Y0K33ODZJ,5,five star,good deal,0.4404,0.0,0.256,0.744
3833,R1D6NJ3KK3Y3QV,5,great value professional one,great value professional one great home use,0.891,0.0,0.274,0.726
3834,R1X4141L5K6EF4,5,dryer year like way,purchase blow dryer year like way work,0.3612,0.0,0.706,0.294
